,Produto,EAN,Marca,Descrição
8540,Talco Johnson'S Baby Amido De Milho 200G,7702031416098,J&J,"Talco Infantil Johnson's Baby Amido de Milho protege a pele do bebê contra o atrito e a umidade que podem causar assaduras e outras irritações.

Para que serve
O Talco Infantil Johnson's Baby Amido de Milho conta com uma fórmula suave, que ajuda a prevenir irritações na região da fralda. Sua tripla ação protege e alivia, deixando uma sensação de conforto na pele do bebê. É dermatologicamente testado e livre de parabenos, corantes e ftalatos. Não utilizar na pele ferida ou irritada. Adequado para o uso diário.

Modo de usar
Coloque o talco diretamente sobre a sua mão, longe do rosto, antes de passar na pele do bebê. Perfeito para ser utilizado depois de um banho morno e a cada troca de fraldas, para dar à pele do bebê uma sensação de maciez, frescor e conforto. Feche a embalagem logo após o uso e armazene o produto em local fresco e seco."
8541,Mamadeira Lillo Bico Silicone Ortodôntico 120ml - Azul,7896033211642,LILLO,
8542,FRALDA SCOOBY DOO HIPER M-70,7899700801832,SCOOBY DOO,
8543,FRALDA SCOOBY DOO HIPER G-62,7899700801849,SCOOBY DOO,
8544,Loção Hidratante Corporal Johnson's Baby 400ml,7891010037192,J&J,"A loção hidratante corporal Johnson's Baby regular é a melhor forma de manter a pele do bebê sempre hidratada, bem nutrida e saudável o tempo todo. Ele possui uma fórmula testada por dermatologistas e hipoalergênica, ou seja, reduz o risco de irritação na pele. Sua fórmula desenvolvida com glicerina vegetal e óleo de coco é também livre de parabenos, corantes e ftalatos. Tudo isso para manter a pele delicada dos bebês sempre suave, bem hidratada e saudável. A delicada pele dos bebês, muito mais fina que a dos adultos, perde água duas vezes mais rápido, precisando de hidratação constante para manter sua suavidade e maciez natural. Johnson's Baby regular ajuda a proteger a pele do bebê contra o ressecamento e mantém a pele hidratada e nutrida por 24 horas."
8545,Fórmula Infantil NAN Sensitive 800g,7613036671927,NESTLE,"NAN Sensitive é uma fórmula infantil para lactentes, desenvolvida para suprir as necessidades nutricionais de bebês de 0 a 6 meses. Sua fórmula contém prebióticos, DHA, ARA e Nucleotídeos. Apresenta baixo teor de sódio, além de ser sem açúcar, glúten e aromatizantes. 

Seu uso é uma alternativa para mães que não conseguem fornecer todo o aleitamento necessário para seus bebês. 

DHA e ARA
Nutrientes encontrados em peixes de águas profundas que contribuem para o desenvolvimento cerebral, motor e visual das crianças."
8546,Fralda Huggies Tripla Proteção Hiper M 92 Unidades,7896007549252,KIMBERLY,"O que é
A Fralda Huggies Tripla Proteção Hiper agora está ainda melhor e conta com a nova tecnologia TripleSe. Quando comparada com a versão anterior, essa tecnologia permite que a fralda fique mais seca.
Para que serve
A Fralda Huggies Tripla Proteção Hiper tem maior absorção e um melhor sistema anti vazamento, isso sim é uma Tripla Proteção Garantida. A fralda possui também fechos macios com sistema abre e fecha e é dermatologicamente testada.

Modo de usar
Levante as barreiras da fralda. Coloque o bebê sobre a fralda aberta. Descole os fechos ajustáveis e fixe-os sobre a faixa frontal da fralda. Ajuste de acordo com o corpinho do bebê."
8547,Fralda Pampers Premium Care P 40Unidades,7500435132350,P&G - PERF,
8548,Sabonete Granado Bebê Camomila 90G,7896512941947,GRANADO,
8549,Colônia Granado Bebê Camomila 100ml,7896512945976,GRANADO,
8550,MAMAD.LILLO MINIFORM 50ML,7896033221016,LILLO,
8551,TALCO POLVILHO XUXINHA 100G,7896020153986,BARUEL,
8552,Shampoo Johnson’s Baby Cabelos Claros 400ML,7891010875640,J&J,"O Shampoo JOHNSON'S® Baby Cabelos Claros 400ml é suave para o couro cabeludo, limpa suavemente e protege do ressecamento os cabelos e o couro cabeludo do bebê.  Frasco com 20% de  plástico reciclado*, cuidando do seu bebê e do futuro do nosso planeta"
8553,Colônia Johnson's Baby Lavanda 400ml,7891010877507,J&J,"A lavanda Johnson's baby 400ml possui fragrância suave e delicada, para seu filho lembrar sempre do seu cuidado, onde quer que ele esteja."
8554,Fórmula Infantil NAN Supreme 1 HM-O com 400g,7613034431561,NESTLE,
8555,Fórmula Infantil NAN Sem Lactose 400g,7613034909480,NESTLE,NAN S.L. é uma  fórmula infantil para lactentes e de seguimento para lactentes destinada a necessidades dietoterápicas específicas com restrição de lactose (0 a 12 meses).
8556,CHUP.FIO CLAS ORT T1 AZ R-3220,7896033203500,FIONA,
8557,Composto Lácteo Milnutri Profutura Danone 800g,7891025114185,DANONE,"Milnutri Profutura é um composto lácteo da Danone desenvolvido para atender às necessidades nutricionais de crianças de até 4 anos de idade, em fase pré-escolar (mas, como cada criança tem necessidades nutricionais específicas, é sempre importante pedir a orientação do pediatra e nutricionista). 

Para que serve o Composto Lácteo Milnutri Profutura?
É na fase pré-escolar, até os 4 anos de idade, que o sistema imunológico da criança se fortalece e hábitos alimentares e digestivos começam a se consolidar. Também é um período de bastante estímulo em que os pequenos têm o máximo potencial de aprendizagem. E foi pensando em auxiliar nessa fase da vida das crianças que a Danone desenvolveu o Milnutri Profutura: com exclusiva estrutura lipídica, com o DHA de melhor absorção e com nutrientes que contribuem para o desenvolvimento físico e cognitivo dos pequenos. Possui, ainda, o maior teor de Ômega 3 da categoria, além de ser Fonte de Cálcio, Ferro e Zinco e rico em vitaminas C e D.O MINISTÉRIO DA SAÚDE INFORMA: O ALEITAMENTO MATERNO EVITA INFECÇÕES E ALERGIAS E É RECOMENDADO ATÉ OS 2 (DOIS) ANOS DE IDADE OU MAIS.O MINISTÉRIO DA SAÚDE INFORMA: O ALEITAMENTO MATERNO EVITA INFECÇÕES E ALERGIAS E É RECOMENDADO ATÉ OS 2 (DOIS) ANOS DE IDADE OU MAIS."
8558,Fralda Pampers Confort Sec Pants XG 32 unidades,7500435146241,P&G - PERF,"O que é a Pampers Pants Ajuste Total?Pampers Pants Ajuste Total é a fralda descartável que se adapta ao corpinho do seu bebê. Com cintura elástica de 360 graus, possui um sistema de ajuste inteligente que traz mais conforto para o bebê, com camada ultra absorvente e canais de ar, deixando a região do bumbum mais arejada e menos abafada durante a noite. Também promove até 12 horas de proteção contra assaduras*, ajudando você a cuidar do seu bebê com mais tranquilidade e segurança.* Pode variar de acordo com os hábitos e características do bebêPara que serve a Pampers Pants Ajuste Total?É uma fralda descartável indicada para trazer mais conforto e bem-estar. Possui um Gel Mágico que absorve e retém a umidade no interior da fralda, além de ser muito fácil de vestir (como um shortinho). Também é simples de tirar e você consegue trocar a fralda mesmo quando o bebê está em movimento.Benefícios da Pampers Pants Ajuste TotalFácil de trocar, mesmo quando o bebê está em movimento.Fácil de vestir (como um shortinho) e fácil de tirar.Ajuste inteligente, com cintura elástica de 360 graus.Com canais de ar, deixando a região arejada e menos abafada durante a noite.Camada ultra absorvente.Possui Gel Mágico, que absorve e retém a umidade no interior da fralda.Até 12h seco, protegendo contra assaduras.Como usar a Pampers Pants Ajuste Total?Abra a fralda e vista no bebê como se fosse um short. Faça os ajustes necessários nas laterais e na parte de trás. Para tirá-la, rasgue as laterais e enrole a fralda, fechando-a com a etiqueta do fundo.ComposiçãoCelulose, polímero superabsorvente, poliolefina, poliéster, adesivos, elásticos, petrolato, álcool estearílico, extrato de Aloe barbadensis e D&C verde N° 6.A lista de ingredientes usados na composição pode ser alterada pelo fabricante. Desta forma, recomendamos que você sempre leia a lista de ingredientes na embalagem do produto para garantir que são adequados para seu uso.AdvertênciasUso externoMantenha fora do alcance das criançasSe houver irritação, suspenda o uso imediatamente e procure orientação médicaDescarte após usar.Não jogue no vaso sanitário.Não deixe por muito tempo a fralda na criança, pois pode gerar assaduras."
8559,Fralda Pampers Supersec XG 40Unidades,7500435132817,P&G - PERF,"AFraldas Pampers Supersecfoi desenvolvida para mantém seu bebê mais seco por uma noite inteira,
porque somentePampers Supersectem canais extra-absorventes exclusivos, que distribuem
o xixi uniformemente e impedem que ele entre em contato com a pele do seu bebê,
conta com fitas reajustáveis, permitindo que você ajuste o quanto precisar, sem
danificar a fralda. Então, você muda menos e economiza mais."
8560,Fralda Capricho Baby Super Jumbo M 90Unidades,7891522034627,CAPRICHO,
8561,Fralda Capricho Baby Super Jumbo EG 70Unidades,7891522064648,CAPRICHO,
8562,LC.UMED.PAMP.BABY SHARK 48,7500435158077,P&G - PERF,"Os Lenços Umedecidos Pampers Splash são toalhinhas que podem ser utilizadas para a limpeza de todo o corpo do bebê, até mesmo o rosto. Seu tecido é mais macio e resistente, o que facilita na limpeza. Foi especialmente desenvolvido para usar na praia e piscina. Dermatologicamente testado."
8563,Fralda-Calça Mamypoko Dia & Noite Hiper XXG 36Unidades,7898656390476,MAMYPOKO,
8564,Toalhas Umedecidas Huggies Max Clean 96 unidades,7896018703070,KIMBERLY,"Huggies Max Clean são lenços umedecidos descartáveis para limpar a pele do corpo do bebê com efetividade e segurança, elaborados com ingredientes suaves e delicados. Ajudam a prevenir assaduras e oferecem praticidade com a exclusiva tampa flip-top, que mantém a umidade dos lenços por mais tempo. O ideal é utilizá-los a cada troca de fralda."
8565,Lenço Johnsons Baby Extra Cuidado Skincare 48 unidades,7891010568757,J&J,"Os Lenços Umedecidos JOHNSON'S® Baby Extra Cuidado oferecem proteção com carinho para o seu bebê, limpando e prevenindo assaduras e irritações na pele.
Dermatologicamente testado e hipoalergênico, contém loção hidratante que mantém a pele do bebê fresquinha e hidratada por até 7 horas. Sua exclusiva fórmula CHEGA DE LÁGRIMAS® permite usar no rosto sem causar irritação nos olhos.
Nós amamos bebês. E este amor está em tudo que fazemos."
8566,Fralda Pampers Confort Sec G 38 unidades,7500435106634,P&G - PERF,
8567,Fralda Pampers Confort Sec M 44 unidades,7500435106627,P&G - PERF,
8568,Fralda Pampers Confort Sec XG 34 unidades,7500435106641,P&G - PERF,
8569,Fralda Pampers Confort Sec XXG 30 unidades,7500435106658,P&G - PERF,
8570,Loção Hidratante Johnson’s Baby Hidratação Intensa 200ML,7891010917715,J&J,"Com uma fórmula que ajuda a fortalecer a barreira natural da pele do bebê, o Hidratante Corporal JOHNSON'S® Hidratação Intensa possui glicerina e óleo vegetal, mantendo a hidratação intensa da pele delicada por 24 horas."
8571,Óleo Infantil Turma Da Xuxinha 120ml,7896020154525,BARUEL,
8572,Toalhas Umedecidas Pampers Aloe Vera 48 unidades,7500435145244,P&G - PERF,
8573,SHORT.SCOOBY BABY JUMB.EG 14,7899700802204,SCOOBY DOO,
8574,MAMAD.MINI FIONA LTX AZUL 50ML,7896033221030,FIONA,
8575,Sabonete Dove Baby Hidratação Enriquecida 75G,7891150026025,UNILEVER,
8576,Creme para Assaduras Xuxinha Baby 90g,7896020159964,BARUEL,
8577,Fralda Huggies Supreme Care Fem/Masc Mega XG 26 unidades,7896007548422,KIMBERLY,"Huggies Supreme Care é uma fralda descartável para bebês com a exclusiva tecnologia Xtra-Flex - presente nas fraldas de tamanho M a XXG -, que oferece proteção total e máxima flexibilidade para a criança, quando comparada às fraldas Huggies sem essa tecnologia. 

Como funciona a Tecnologia Xtra-Flex?
A Huggies Supreme Care Xtra-Flex possui canais flexíveis em forma de X que distribuem o xixi do bebê de forma mais uniforme por toda a fralda. Isso mantém o ajuste e a flexibilidade da fralda, acompanhando os movimentos do bebê.
A nova tecnologia Xtra-Flex está disponível apenas nas fraldas de tamanho M a XXG, não contempla as fraldas RN e P. 

Este pacote contém:
26 unidades de fraldas Huggies Supreme Care tamanho XG (12 a 15 Kg), com Tecnologia Xtra-Flex.

Benefícios e diferenciais 
Produzida com materiais respiráveis.
Com sua tecnologia exclusiva, distribui o xixi mais uniformemente pela fralda.
É suave por dentro e por fora, como um algodão.
Possui barreiras antivazamento, que evitam o vazamento do xixi para as pernas.
Fechos elásticos ajustáveis e macios, com o sistema abre e fecha.
Mais proteção, conforto e flexibilidade para o bebê.
Com personagens da Disney.

Como usar 
Abra a fralda e os fechos ajustáveis traseiros e levante as barreiras.
Coloque o bebê e verifique se a fralda está cobrindo suas costas até a cintura.
Descole os fechos ajustáveis, fixe-os sobre a faixa frontal da fralda e regule de acordo com o corpinho do bebê.
Ajuste o elástico das pernas para garantir que não dobre por cima das barreiras internas.
Para descartar as fraldas utilizadas: enrole a fralda e prenda-a, utilizando os fechos ajustáveis. Descarte no lixo, nunca no vaso sanitário.


Atenção
Use como referência as ilustrações na faixa frontal. Caso os fechos estejam fixados no símbolo ""!"", considere rever o tamanho.

Composição
Celulose, polímero superabsorvente, polipropileno, polietileno, elásticos, adesivos, aloe vera e vitamina E. 
Não contém fibras de algodão. 
Componentes atóxicos não propensos a causar irritação em contato com a pele.

Advertências
Uso externo.
Mantenha fora do alcance das crianças.
Se houver irritação, suspenda o uso imediatamente e procure orientação médica.
Descarte após usar.
Não descarte no vaso sanitário."
8578,Suplemento Alimentar Infantil Pediasure Baunilha 4 a 10 anos 850g,7891158105159,ABBOTT OL,"Pediasure é um suplemento nutricional infantil para crianças de 4 a 10 anos que, associado à orientação nutricional do pediatra ou nutricionista, auxilia a criança que não come adequadamente a receber os nutrientes necessários para atingir seu potencial de crescimento.É um alimento que fornece nutrição completa e balanceada para crianças, ajudando a prevenir doenças e a melhorar a saúde. Porém, não substitui uma refeição, devendo ser associado a uma dieta balanceada."
8579,Composto Lácteo Neslac Supreme Nestlé 800G,7891000119976,NESTLE,Neslac Supreme é um composto lácteo desenvolvido para atender às necessidades nutricionais de crianças na fase pré-escolar. É nessa fase que o sistema imunológico da criança se fortalece e que hábitos alimentares e digestivos começam a se consolidar.AVISO IMPORTANTE: ESTE PRODUTO NÃO DEVE SER USADO PARA ALIMENTAR CRIANÇAS MENORES DE 1 (UM) ANO DE IDADE. O ALEITAMENTO MATERNO EVITA INFECÇÕES E ALERGIAS E É RECOMENDADO ATÉ OS 2 (DOIS) ANOS DE IDADE OU MAIS.
8580,Fralda Mamypoko Dia e Noite XXG 22 unidades,7898656390230,MAMYPOKO,
8581,Sabonete Pom Pom 70G Hidratante,7896094905634,POM POM,
8582,Suplemento Alimentar Infantil Fortini Plus Zero Lactose 400g,7891025113171,DANONE NUTRICIONAL,
8583,Fórmula Infantil Aptamil ProExpert Pepti Danone 800g,7891025119982,DANONE,
8584,Fórmula Infantil Aptamil Sem Lactose ProExpert 800g,7891025107323,DANONE,
8585,Babador Coruja Girotondo Baby,7898568440641,GIROTONDO,
8586,Toalhas Umedecidas Huggies Puro E Natural 48Unidades,7896007547913,KIMBERLY,
8587,Bico Lillo Naturform Silicone 2 unidades,7896033293815,LILLO,
8588,Fralda Pampers Confort Sec Pants M 42 unidades,7500435146227,P&G - PERF,"O que é a Pampers Pants Ajuste Total?Pampers Pants Ajuste Total é a fralda descartável que se adapta ao corpinho do seu bebê. Com cintura elástica de 360 graus, possui um sistema de ajuste inteligente que traz mais conforto para o bebê, com camada ultra absorvente e canais de ar, deixando a região do bumbum mais arejada e menos abafada durante a noite. Também promove até 12 horas de proteção contra assaduras*, ajudando você a cuidar do seu bebê com mais tranquilidade e segurança.* Pode variar de acordo com os hábitos e características do bebêPara que serve a Pampers Pants Ajuste Total?É uma fralda descartável indicada para trazer mais conforto e bem-estar. Possui um Gel Mágico que absorve e retém a umidade no interior da fralda, além de ser muito fácil de vestir (como um shortinho). Também é simples de tirar e você consegue trocar a fralda mesmo quando o bebê está em movimento.Benefícios da Pampers Pants Ajuste TotalFácil de trocar, mesmo quando o bebê está em movimento.Fácil de vestir (como um shortinho) e fácil de tirar.Ajuste inteligente, com cintura elástica de 360 graus.Com canais de ar, deixando a região arejada e menos abafada durante a noite.Camada ultra absorvente.Possui Gel Mágico, que absorve e retém a umidade no interior da fralda.Até 12h seco, protegendo contra assaduras.Como usar a Pampers Pants Ajuste Total?Abra a fralda e vista no bebê como se fosse um short. Faça os ajustes necessários nas laterais e na parte de trás. Para tirá-la, rasgue as laterais e enrole a fralda, fechando-a com a etiqueta do fundo.ComposiçãoCelulose, polímero superabsorvente, poliolefina, poliéster, adesivos, elásticos, petrolato, álcool estearílico, extrato de Aloe barbadensis e D&C verde N° 6.A lista de ingredientes usados na composição pode ser alterada pelo fabricante. Desta forma, recomendamos que você sempre leia a lista de ingredientes na embalagem do produto para garantir que são adequados para seu uso.AdvertênciasUso externoMantenha fora do alcance das criançasSe houver irritação, suspenda o uso imediatamente e procure orientação médicaDescarte após usar.Não jogue no vaso sanitário.Não deixe por muito tempo a fralda na criança, pois pode gerar assaduras."
8589,Fralda Pampers Confort Sec Pants G 36 unidades,7500435146234,P&G - PERF,"O que é a Pampers Pants Ajuste Total?Pampers Pants Ajuste Total é a fralda descartável que se adapta ao corpinho do seu bebê. Com cintura elástica de 360 graus, possui um sistema de ajuste inteligente que traz mais conforto para o bebê, com camada ultra absorvente e canais de ar, deixando a região do bumbum mais arejada e menos abafada durante a noite. Também promove até 12 horas de proteção contra assaduras*, ajudando você a cuidar do seu bebê com mais tranquilidade e segurança.* Pode variar de acordo com os hábitos e características do bebêPara que serve a Pampers Pants Ajuste Total?É uma fralda descartável indicada para trazer mais conforto e bem-estar. Possui um Gel Mágico que absorve e retém a umidade no interior da fralda, além de ser muito fácil de vestir (como um shortinho). Também é simples de tirar e você consegue trocar a fralda mesmo quando o bebê está em movimento.Benefícios da Pampers Pants Ajuste TotalFácil de trocar, mesmo quando o bebê está em movimento.Fácil de vestir (como um shortinho) e fácil de tirar.Ajuste inteligente, com cintura elástica de 360 graus.Com canais de ar, deixando a região arejada e menos abafada durante a noite.Camada ultra absorvente.Possui Gel Mágico, que absorve e retém a umidade no interior da fralda.Até 12h seco, protegendo contra assaduras.Como usar a Pampers Pants Ajuste Total?Abra a fralda e vista no bebê como se fosse um short. Faça os ajustes necessários nas laterais e na parte de trás. Para tirá-la, rasgue as laterais e enrole a fralda, fechando-a com a etiqueta do fundo.ComposiçãoCelulose, polímero superabsorvente, poliolefina, poliéster, adesivos, elásticos, petrolato, álcool estearílico, extrato de Aloe barbadensis e D&C verde N° 6.A lista de ingredientes usados na composição pode ser alterada pelo fabricante. Desta forma, recomendamos que você sempre leia a lista de ingredientes na embalagem do produto para garantir que são adequados para seu uso.AdvertênciasUso externoMantenha fora do alcance das criançasSe houver irritação, suspenda o uso imediatamente e procure orientação médicaDescarte após usar.Não jogue no vaso sanitário.Não deixe por muito tempo a fralda na criança, pois pode gerar assaduras."
8590,Lavanda Turma Da Xuxinha Infantil 210ml,7896020158929,BARUEL,"Possui notas suaves de lavanda que proporcionam uma agradável sensação de frescor, exclusivo composto pro milk (proteína de trigo hidrolisada) que mantém a hidratação natural da pele."
8591,Fralda Capricho Baby Super Jumbo XXG 56Unidades,7891522040352,CAPRICHO,
8592,Fralda Calça Infantil Scooby-Doo Jumbo M 36Unidades,7899700802228,CCM INDUSTRIA,
8593,Toalhas Umedecidas Lifree Higiene Íntima E Corporal 40 Unidades,7898656390575,UNICHARMS,
8594,Sabonete Líquido Johnsons Hora do Sono Lavanda e Camomila 200ml,7891010042950,J&J,"Desenvolvido e testado com especialistas em sono do bebê, o Sabonete Líquido JOHNSON'S® Hora do Sono usado dentro da rotina, ajuda seu bebê a dormir mais rápido e por mais tempo*. Frasco com 20% de  plástico reciclado*, cuidando do seu bebê e do futuro do nosso planeta"
8595,Óleo Johnson's Baby Regular Hidrata e Amacia 200ml,7891010877613,J&J,"O óleo puro Johnson Baby 200ml foi desenvolvido com óleo mineral de alta qualidade para manter a umidade natural da pele. Possui fórmula transparente e emoliente que hidrata e amacia, suavizando as partes ásperas e ressecadas do corpo. Ideal para massagear o bebê, o óleo ajuda na remoção de pequenas crostas e cascões na cabeça e orelha do bebê, além de prevenir contra assaduras e irritações na pele."
8596,Shampoo Infantil Johnson's Baby Regular 750ml,7891010027858,J&J,"Com fórmula ainda mais suave para dar o cuidado que o cabelo do seu bebê precisa, o baby Shampoo Johnson's Regular limpa suavemente e protege os cabelos e o couro cabeludo do bebê.  Testado por pediatras e Dermatologistas. Frasco com 20% de  plástico reciclado*, cuidando do seu bebê e do futuro do nosso planeta"
8597,Fralda Huggies Supreme Care Fem/Masc Mega XXG 26 unidades,7896007548439,KIMBERLY,"Huggies Supreme Care é uma fralda descartável para bebês com a exclusiva tecnologia Xtra-Flex - presente nas fraldas de tamanho M a XXG -, que oferece proteção total e máxima flexibilidade para a criança, quando comparada às fraldas Huggies sem essa tecnologia. 

Como funciona a Tecnologia Xtra-Flex?
A Huggies Supreme Care Xtra-Flex possui canais flexíveis em forma de X que distribuem o xixi do bebê de forma mais uniforme por toda a fralda. Isso mantém o ajuste e a flexibilidade da fralda, acompanhando os movimentos do bebê. A nova tecnologia Xtra-Flex está disponível apenas nas fraldas de tamanho M a XXG, não contempla as fraldas RN e P. 

Este pacote contém:
26 unidades de fraldas Huggies Supreme Care tamanho XXG (14 a 18kg), com Tecnologia Xtra-Flex.

Como usar 
Abra a fralda e os fechos ajustáveis traseiros e levante as barreiras.
Coloque o bebê e verifique se a fralda está cobrindo suas costas até a cintura.
Descole os fechos ajustáveis, fixe-os sobre a faixa frontal da fralda e regule de acordo com o corpinho do bebê.
Ajuste o elástico das pernas para garantir que não dobre por cima das barreiras internas.
Para descartar as fraldas utilizadas: enrole a fralda e prenda-a, utilizando os fechos ajustáveis. Descarte no lixo, nunca no vaso sanitário.
Atenção
Use como referência as ilustrações na faixa frontal. Caso os fechos estejam fixados no símbolo ""!"", considere rever o tamanho.

Benefícios e diferenciais
Produzida com materiais respiráveis.
Com sua tecnologia exclusiva, distribui o xixi mais uniformemente pela fralda.
É suave por dentro e por fora, como um algodão.
Possui barreiras antivazamento, que evitam o vazamento do xixi para as pernas.
Fechos elásticos ajustáveis e macios, com o sistema abre e fecha.
Mais proteção, conforto e flexibilidade para o bebê.
Com personagens da Disney.

Composição
Celulose, polímero superabsorvente, polipropileno, polietileno, elásticos, adesivos, aloe vera e vitamina E. 
Não contém fibras de algodão. 
Componentes atóxicos não propensos a causar irritação em contato com a pele."
8598,Fralda Pampers Confort Sec P 50 unidades,7500435106610,P&G - PERF,"Pampers Confort Sec é uma fralda descartável para proporcionar uma noite tranquila ao bebê. Ela contém canais de ar que permitem uma circulação livre do ar dentro da fralda, evitando que o bumbum do bebê fique abafado e deixando a pele arejada e sequinha durante a noite.Pampers Confort Sec oferece máxima absorção e até 12 horas de bumbum sequinho*, para um sono agradável e tranquilo.*Pode variar de acordo com os hábitos e características do bebê."
8599,Shampoo Dove Baby Hidratação Enriquecida Cabelos Cacheados 200ML,7891150044555,UNILEVER,
8600,FRALDA SCOOBY DOO HIPER P-81,7899700801825,SCOOBY DOO,
8601,Fralda Pampers Supersec M 52Unidades,7500435132794,P&G - PERF,"AFraldas Pampers Supersecfoi desenvolvida para mantém seu bebê mais seco por uma noite inteira,
porque somentePampers Supersectem canais extra-absorventes exclusivos, que distribuem
o xixi uniformemente e impedem que ele entre em contato com a pele do seu bebê,
conta com fitas reajustáveis, permitindo que você ajuste o quanto precisar, sem
danificar a fralda. Então, você muda menos e economiza mais."
8602,Toalha Umedecida Mamypoko com 200 Unidades,7898656390629,MAMYPOKO,
8603,Fralda Mamypoko Dia e Noite M 34 unidades,7898656390209,MAMYPOKO,
8604,Fralda-Calça Mamypoko Dia & Noite P 46Unidades,7898656390490,MAMYPOKO,
8605,Fralda Mamypoko Mega M 38 unidades,7898656390254,MAMYPOKO,
8606,Fralda Mamypoko Mega G 32 unidades,7898656391077,MAMYPOKO,
8607,Suplemento Alimentar Infantil em Pó Pediasure Morango 850g,7891158105173,ABBOTT OL,"Pediasure é um suplemento nutricional infantil para crianças de 4 a 10 anos que, associado à orientação nutricional do pediatra ou nutricionista, auxilia a criança que não come adequadamente a receber os nutrientes necessários para atingir seu potencial de crescimento.É um alimento que fornece nutrição completa e balanceada para crianças, ajudando a prevenir doenças e a melhorar a saúde. Porém, não substitui uma refeição, devendo ser associado a uma dieta balanceada."
8608,Fralda Huggies Supreme Care Roupinha XXG 24 Unidades,7896007549702,KIMBERLY,"A Roupinha Huggies Supreme Care é uma fralda descartável desenvolvida com cintura elástica que se ajusta ao corpo do bebê proporcionando conforto durante os movimentos. Além de contar com uma exclusiva camada de proteção, Maxisec, e barreiras reforçadas, que oferecem o dobro de proteção e deixando a pele do bebê mais sequinha. 
A versão roupinha da linha Supreme Care é personalizada com personagens da Disney e garante praticidade para a rotina de cuidados dos pais, sendo fácil de vestir e de tirar tanto durante o sono quanto nas atividades do dia a dia. 

Como usar: Abra a fralda e vista no bebê como se fosse um short. Faça os ajustes necessários nas laterais e na parte de trás. Para tirá-la, rasgue as laterais e enrole a fralda, fechando-a com a etiqueta do fundo. 

Benefícios e diferenciais
Fácil de vestir como uma calcinha ou cueca. 
Fácil de tirar. 
Cintura elástica que se adapta ao corpo do bebê. 
Proporciona conforto durante os movimentos. 
Conta com exclusiva camada de proteção Maxisec
Oferece o dobro de proteção e deixa a pele do bebê mais sequinha. 
Garante praticidade para a rotina de cuidados dos pais. 
É personalizada com personagens da Disney."
8609,Fralda Capricho Bummis Mega EG 38Unidades,7891522051143,CAPRICHO,
8610,Fralda Capricho Bummis Mega G 42Unidades,7891522051136,CAPRICHO,
8611,SHORT.SCOOBY BABY JUMB.XXG 14,7899700802211,SCOOBY DOO,
8612,Fralda Calça Infantil Scooby-Doo Jumbo G 30Unidades,7899700802235,CCM INDUSTRIA,
8613,Sabonete Líquido Johnsons Kids Limpreza Super Poderosa 400ML,7891010253707,J&J,"O Sabonete Líquido JOHNSON'S® Limpeza Super Poderosa oferece dupla eficácia: Limpeza que você espera com a hidratação e segurança que a pele do seu filho precisa.
Fórmula especialmente desenvolvida para a pele das crianças, contém duas vezes mais agentes de limpeza, que removem até 99% das impurezas*, e é enriquecida com hidratantes e vitamina E, proporcionando uma pele limpa, hidratada e cheirosa por mais tempo. Com pH ideal para pele das crianças, é hipoalergênica e livre de parabenos, sulfatos, corantes e ftalatos. Seguro para uso diário, indicado para mãos e corpo. Molhe a região desejada, coloque uma pequena quantidade na mão ou em uma esponja e espalhe suavemente até obter uma espuma cremosa. Enxágue em seguida. Este sabonete foi desenvolvido para minimizar o possível surgimento de alergia e deve ser aplicado por um adulto ou sob sua supervisão. Não usar na pele irritada ou lesionada.
*Sem ação terapêutica ou antisséptica. Estudo realizado com a bactéria Escherichia coli."
8614,Fralda Pampers Supersec Hiper XXG 34Unidades,7500435153379,P&G - PERF,"AFraldas Pampers Supersecfoi desenvolvida para mantém seu bebê mais seco por uma noite inteira,
porque somentePampers Supersectem canais extra-absorventes exclusivos, que distribuem
o xixi uniformemente e impedem que ele entre em contato com a pele do seu bebê,
conta com fitas reajustáveis, permitindo que você ajuste o quanto precisar, sem
danificar a fralda. Então, você muda menos e economiza mais."
8615,Shampoo Johnson’s Baby Gotas de Brilho 200ML,7891010601164,J&J,"O shampoo Johnson Baby gotas de brilho  oferece cuidado especial para os cabelos dos seus filhos. Com uma fórmula inovadora, com óleo de argan e proteínas da seda, o shampoo deixa o cabelo muito mais bonito e saudável. Desenvolvido por especialistas em cabelos, é um produto suave para o couro cabeludo e limpa os fios de forma eficaz e segura, sem ressecar e deixar resíduos, proporcionando uma sensação de cabelos macios e mais soltos, desde a primeira aplicação. Dermatologicamente testado, conta com fórmula anti-frizz, PH balanceado e fragrância sofisticada. Todo cuidado e segurança de Johnson Baby, agora para o seu filho que cresceu. Frasco com 20% de  plástico reciclado*, cuidando do seu bebê e do futuro do nosso planeta"
8616,Sabonete Líquido de Glicerina Johnson's Baby da Cabeça aos Pés 750ml,7891010246204,J&J,"Sua fórmula com Glicerina vegetal é tão suave quanto a água pura e pode ser usada em todas as áreas do corpinho do bebê. Conta com a exclusiva tecnologia Chega de Lágrimas, que evita irritação nos olhos. Livre de corantes, parabenos, sulfatos e ftalatos. Testado dermatologicamente. Coloque uma pequena quantidade de Johnson 's® Sabonete Líquido de Glicerina Da Cabeça aos Pés nas mãos. Espalhe na pele do bebê, massageando-a em movimentos circulares. Enxágue em seguida."
