Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmacia,Região,Cidade
Shampoo Suave Hidratacao e Nutricao 325ml,7891150042261,UNILEVER,,5.49,5.49,,Santo Remedio,Sudeste,Sao Paulo
Kit Salon Line Hidra Shampoo+Condicionador Ceramidas 300ML,7898623956711,SALON LINE,"O que é: O Shampoo Hidra Ceramidas limpa, hidrata e nutre os fios! O resultado é um cabelo forte com brilho saudável imediato. O Condicionador Hidra Ceramidas combate os danos diários, condicionando, hidratando e nutrindo os fios, além de formar um filme protetor que garante sedosidade e brilho intenso.
Para que serve: Estas fórmulas foram especialmente desenvolvidas com ativos poderosos que penetram na fibra capilar, devolvendo a saúde dos cabelos. Ceramida Vegetal: Combate os danos agindo profundamente na fibra capilar, repondo nutrientes essenciais e formando uma película protetora que garante força e brilho extra para um cabelo bonito e saudável. D-Pantenol: Atua especialmente auxiliando na retenção de umidade, garantindo um cabelo hidratado, além de combater a formação de pontas duplas dá brilho e maciez aos fios. Óleo de Jojoba: A Jojoba é uma planta nativa de regiões desérticas, conhecida como ouro do deserto devido à resistência que oferece ao calor e a aridez dessas regiões. Para os cabelos é verdadeiramente impressionante, pois possui grande quantidade de nutrientes essenciais, como vitaminas B1, B2 e E, que proporcionam condicionamento. 
Modo de usar: Shampoo: Aplique uniformemente o Shampoo Hidra Ceramidas no cabelo molhado. Massageie a raiz até formar espuma. Enxágue. Condicionador: Depois de lavar o cabelo com o Shampoo Hidra Ceramidas, aplique o Condicionador Hidra Ceramidas no comprimento e nas pontas. Deixe agir entre 1 e 3 minutos e enxágue.",21.98,21.98,,Santo Remedio,Sudeste,Sao Paulo
CR.PENT.PALM NAT KIDS 150ML,7891024161982,COLGATE PALM,,7.79,7.79,,Santo Remedio,Sudeste,Sao Paulo
SH+COND.AM CAHOS 300,7899884203675,DELLY KOSMETIC,,24.9,24.9,,Santo Remedio,Sudeste,Sao Paulo
CR.PENT.PALM.NAT.CER.FORCE 300,7509546659541,COLGATE PALM,,13.39,13.39,,Santo Remedio,Sudeste,Sao Paulo
Lenco Umedecidos Facial Protex City Detox  25 Unidades,7509546661186,COLGATE PALM,,19.99,19.99,,Santo Remedio,Sudeste,Sao Paulo
Neutrogena Máscara Facial Hydro Boost 30G,7891010247898,J&J DERMO,"Máscara facial de hidrogel que entrega uma hidratação intensa em apenas 15 minutos para uma pele macia e fresquinha, graças à formulação com Ácido Hialurônico e uma tecnologia que reage com a temperatura da pele para entregar os resultados. Fortalece a pele, melhora sua elasticidade e repõe seus níveis de água. Para todos os tipos de pele, inclusive oleosa. Não obstrui os poros. Textura ultraleve, refrescante e oil-free.",34.9,34.9,,Santo Remedio,Sudeste,Sao Paulo
Tintura Biocolor Mini Kit Creme 6.7 Chocolate,7891350033526,COTY,"Biocolor proporciona cores vivas, brilhantes e duradouras, garantindo cobertura perfeita da cor desejada, inclusive dos fios brancos. Sua fórmula possui filtro solar, que protege a cor dos danos causados do dia a dia. 
O sachê de tratamento possui fórmula enriquecida com ingredientes condicionantes que conferem maciez aos cabelos. 
 
Com silicone, proteína e filtro UV. 
Cobertura perfeita dos fios brancos. 
Proteção total da cor.",12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
SH.BIOEXTRATUS JABORANDI 250ML,7898126400346,BIOEXTRATUS,,36.9,36.9,,Santo Remedio,Sudeste,Sao Paulo
SAB.PROTEX FAC.ANTICRAV.ESF.70,7509546661377,COLGATE PALM,,13.39,13.39,,Santo Remedio,Sudeste,Sao Paulo
Super Condicionador Head&Shoulder Anticaspa Hidratação 170ML,7500435136488,P&G - PERF,,33.79,33.79,,Santo Remedio,Sudeste,Sao Paulo
Neutrogena Sun Fresh FPS30 120ML,7891010510978,J&J DERMO,,55.99,55.99,,Santo Remedio,Sudeste,Sao Paulo
BANHO CR BIOEXTRATUS TUTANO 250G,7898126400087,BIOEXTRATUS,,35.9,35.9,,Santo Remedio,Sudeste,Sao Paulo
REMOVEDOR IDEAL 100ML,7896679276838,DIVERSOS,,4.99,4.99,,Santo Remedio,Sudeste,Sao Paulo
CILIOS NY NUDE 02 KPE54BR,731509644210,KISS,"Os cílios postiços i-ENVY Kiss NY Nude são feitos de fios naturais e possuem um design sofisticado e moderno. Um pouco mais longos que o Wispy, eles também são indicados para o dia a dia, a escolha perfeita para quem quer sair do básico sem pesar o olhar. 

Modo de uso: Antes de colar os cílios postiços, apoie-os em seus cílios naturais para ver se encaixam adequadamente no formato dos seus olhos. Caso precise ajustar, corte alguns tufos na lateral externa. Em seguida, aplique a cola de cílios inteiriços na base dos cílios postiços e espere cerca de 30-60 segundos, até que a consistência fique pegajosa. Posicione os cílios postiços rente aos cílios naturais, mantendo-os na posição, espere secar totalmente e prepare-se para um resultado surpreendente. 

Dica: Dependendo da forma de uso, os nossos cílios postiços podem ser usados até 5 vezes. Para reutilizá-los, após o uso e remoção, o importante é limpá-los cuidadosamente com um pouco de demaquilante bifásico para retirar qualquer tipo de resíduo, como cola e máscara. Por fim, conserve-os no formato original na embalagem do produto.",35.99,35.99,,Santo Remedio,Sudeste,Sao Paulo
Creme de Pentear Baby Dove Hidratação Enriquecida,7891150044487,UNILEVER,,24.99,24.99,,Santo Remedio,Sudeste,Sao Paulo
Creme Alisante Hair Life Mel E Amendoas,7896013501459,EMBELEZE,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
Creme Pentear Dove Óleo Nutrição 200ML,7891150017344,UNILEVER,,18.99,18.99,,Santo Remedio,Sudeste,Sao Paulo
COND.MONANGE CACHOS TAL 325,7896235353416,COTY,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
GEL BIOEXTRATUS HOMEM 150G,7898126409486,BIOEXTRATUS,"Gel Fixador Bioextratus Homem penteados com longa duração. Sem corantes, proporciona uma finalização com mais brilho e não deixa resíduos. Possui fixação forte e longa duração. Possui tecnologia Oxigreen. Exclusiva Bio Extratus. Nutritivo, hidratante e estimulante. Nos cabelos, forma uma película protetora e condicionante. Na pele, é calmante e adstringente. 
 Modo de Usar
Aplique nos cabelos úmidos ou secos. Distribua uniformemente e modele como desejar. Deixe secar naturalmente.
Recomendações
Mantenha fora do alcance de crianças. Proteja da luz, do calor e da umidade. Evite contato com os olhos, boca e mucosas. Em caso de sensibilização, suspenda o uso. Uso Externo.",32.8,32.8,,Santo Remedio,Sudeste,Sao Paulo
Vaselina Soliva Adv 15G,7896230301320,ADV,,9.69,9.69,,Santo Remedio,Sudeste,Sao Paulo
Loção Hidratante Johnson’s Softlotion Pele Dos Sonhs Leve 400ML Pague 320ML,7891010253028,J&J,Loção Deo Hidratante Johnson´s Daily Balance devolve o pH ideal da pele; 48h de hidratação  intensa; equlibra a proteção da pele e tem 85% de ingredientes naturais.,27.99,27.99,,Santo Remedio,Sudeste,Sao Paulo
Tintura Maxton 1.7 Preto Azulado,7896013544197,EMBELEZE,,14.39,14.39,,Santo Remedio,Sudeste,Sao Paulo
Tintura Maxton 4.66 Vermelho Borgonha,7896013544142,EMBELEZE,,14.39,14.39,,Santo Remedio,Sudeste,Sao Paulo
SH.SALON LINE SOS MEL INTENSO,7898623952706,SALON LINE,,19.99,19.99,,Santo Remedio,Sudeste,Sao Paulo
Tintura Biocolor Mini Kit Creme 6.6 Vermelho Intenso Vibrante,7891350033519,COTY,"A Tintura Biocolor Coloração Creme Vermelho Intenso 6.6 Mini Kit oferece tudo o que você precisa para colorir os cabelos em casa. Com fragrância suave que suaviza o cheiro da amônia tornando a aplicação mais agradável, a Tintura Biocolor possui ação rápida, deixando os cabelos na cor desejada em apenas 20 minutos. Enriquecida com ingredientes condicionantes, silicone, proteína e filtro UV, oferece hidratação e praticidade. Com bico aplicador e uma cor que está em alta na temporada, Biocolor se preocupa em garantir uma aplicação rápida e prática.",12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
ESM.RISQUE AS MIL PURPUR.8ML,7891182020329,COTY,"Suas unhas vão ficar maravilhosas com o Esmalte Risqué Efeitos Glitter As Mil Purpurinas. Toda a linha de esmaltes Risqué Efeitos Glitter, além de apresentar textura única e cores cheias de brilho, acompanha as tendências da moda, possibilitando diversas composições de looks e maximizando a beleza da sua maquiagem e acessórios. Com secagem rápida, use a sua imaginação e crie lindas nails art que farão sucesso aonde quer que você vá. Com fórmula especial, livre de componentes que costumam causar alergias, o Esmalte Risqué é perfeito para os cuidados diários. Apaixone-se pela cor, presencie a longa duração e viva a beleza de suas unhas de forma única com o Esmalte Risqué Efeitos Glitter As Mil Purpurinas.",5.99,5.99,,Santo Remedio,Sudeste,Sao Paulo
Vichy Normaderm Gel Skin Balance 40G,7899706132831,VICHY,,139.9,139.9,,Santo Remedio,Sudeste,Sao Paulo
Creme Elseve Tratamento Hydra Detox 300G,7899706133456,LOREAL,,26.99,26.99,,Santo Remedio,Sudeste,Sao Paulo
Klinse Shampoo Anticaspa 140ml,7896290401800,DARROW,,74.9,74.9,,Santo Remedio,Sudeste,Sao Paulo
Tintura Natucor 1.0 Preto Natural 12G,7896013502937,EMBELEZE,,8.99,8.99,,Santo Remedio,Sudeste,Sao Paulo
Água Micelar Nivea Expert 400ml,4005900539731,NIVEA,"Sua limpeza profunda aumenta a absorção do oxigênio pela pele, deixando-a respirar de novo.
Para que serve
Remove a maquiagem à prova d'água sem esforço. Promove limpeza profunda de alta performance.

Modo de usar
Agite bem o produto antes de usar. Com o auxílio de um algodão vá limpando todo o rosto. Repita a ação pela manhã e à noite para uma pele mais limpa e bem cuidada.",44.99,44.99,,Santo Remedio,Sudeste,Sao Paulo
Kit Shampoo 350ml+Condicionador 175ml Hidra Vitamina,7500435169394,P&G - PERF,"Este Kit contém 1 Shampoo 350ml e 1 Condicionador 175ml.
Modo de uso Shampoo: 
Aplicar sobre o cabelo úmido, massagear suavemente o couro cabeludo com a ponta dos dedos com um movimento circular. Enxaguar e repetir se necessário. 
Modo de uso do Condicionador: 
Aplique uniformemente no cabelo molhado após o shampoo. Penteie com os dedos. Enxágue bem.",34.99,34.99,,Santo Remedio,Sudeste,Sao Paulo
Hyalu B5 Olhos Anti-Idade 15ML,3337875613668,VICHY,,209.9,209.9,,Santo Remedio,Sudeste,Sao Paulo
CR.PENT.SEDA BOOM LIB 3X1 375M,7891150066700,UNILEVER,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
Anthelios FPS50 BB Cream 40G,7899706111874,LA ROCHE- POSAY,,70.9,70.9,,Santo Remedio,Sudeste,Sao Paulo
Nouve Biotin 30Capsulas,7891142201799,MANTECORP,,139.9,139.9,,Santo Remedio,Sudeste,Sao Paulo
CR.ELSEVE PENTEAR REPAR.TOTAL 5 EXTRA PR,7898587764957,LOREAL,,21.59,21.59,,Santo Remedio,Sudeste,Sao Paulo
Tintura Biocolor Mini Kit Creme 8.1 Louro Claro Acinzentado,7891350033564,COTY,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
KOLESTON TOQUE COR CANELA 200M,7891350033397,COTY,,25.99,25.99,,Santo Remedio,Sudeste,Sao Paulo
Minesol Neostrata FPS30 Oil Control Serum 40g,7891010248260,J&J,"Muito alta proteção anti-UVA, UVB e ajuda a proteger contra a luz visível. Reduz e controla o brilho e a oleosidade da pele por 8h. Efeito matte. Ação antioxidante. Toque seco, oil-free. Não comedogênico.",105.99,105.99,,Santo Remedio,Sudeste,Sao Paulo
Tintura Natucor 6.7 Chocolate 12G,7896013516231,EMBELEZE,,8.99,8.99,,Santo Remedio,Sudeste,Sao Paulo
Vichy Idéal Soleil FPS70 Toque Seco Purify 40G,7899706171410,VICHY,,80.9,80.9,,Santo Remedio,Sudeste,Sao Paulo
Água Micelar Trifasica Cicatricure 200ML,7898636192311,GENOMMA,,29.98,29.98,,Santo Remedio,Sudeste,Sao Paulo
Base Risque Fortalecedora com Óleo de Orquídea,7891182023146,COTY,,5.99,5.99,,Santo Remedio,Sudeste,Sao Paulo
Kit Shampoo+Condicionador Niely Gold Mega Brilho 200ML,7896000725264,LOREAL,,20.59,20.59,,Santo Remedio,Sudeste,Sao Paulo
Esmalte Risque Natural Incolor,7891182007870,COTY,,5.99,5.99,,Santo Remedio,Sudeste,Sao Paulo
Shampoo Seda Ondas Anti-Frizz 325ml,7891150073999,UNILEVER,"Oferece uma combinação poderosa de ingredientes que ajudam a controlar o frizz e limpar os fios sem ressecar os cabelos. Sua fórmula exclusiva traz leite de coco e água de arroz, ingredientes que mantêm os cabelos saudáveis e macios, além de hidratar profundamente sem pesar os fios. Cocriado com a atriz e influenciadora digital Gigi Grigio, indicado para cabelos ondulados com frizz e garante brilho e maciez nos cabelos ondulados, da raiz às pontas.",11.49,11.49,,Santo Remedio,Sudeste,Sao Paulo
REMOV.ESMALTE PROFISSIONAL 100ML ADV,7896230301917,ADV,,4.99,4.99,,Santo Remedio,Sudeste,Sao Paulo
ESPONJA ARGILA CLE06BR,731509680003,KISS,"A Konjac Argila é uma esponja 100% orgânica feita da raiz da planta japonesa KONJAC. Ela é uma raiz encontrada na Ásia composta por 97% de água e rica em minerais. Por ser alcalina, deixa sua pele equilibrada. Ideal para Hidratação da Pele.

Para que serve: Nossa esponja esfolia gentilmente as células mortas, resultando em uma pele fresca e limpa, pronta para a hidratação! Esta daqui é ideal para você que deseja limpar e, ao mesmo tempo, hidratar sua pele, já que a argila presente em sua composição traz esse efeito duplo. 

Modo de usar: Hidrate a esponja com água morna antes do uso. As esponjas Konjac são muito duras quando secas, portanto, é necessário aguardar até elas se tornarem macias ao toque para não prejudicar a sua pele. Após, aplique o sabonete facial e massageie suavemente o rosto em movimentos circulares.",22.49,22.49,,Santo Remedio,Sudeste,Sao Paulo
Kit Novex Vitay Shampoo+Condicionador Oleo De Coco 300ML,7896013563525,EMBELEZE,,17.99,17.99,,Santo Remedio,Sudeste,Sao Paulo
OLEO CAP.IL SALON.REST.FORÇ.10,7899884209356,DELLY KOSMETIC,,39.99,39.99,,Santo Remedio,Sudeste,Sao Paulo
Esmalte Risque Natural Duna,7891182007931,COTY,,5.99,5.99,,Santo Remedio,Sudeste,Sao Paulo
SH.PALMOLIVE ANTICASPA CLASSICO 350ML,7891024171233,COLGATE PALM,,12.79,12.79,,Santo Remedio,Sudeste,Sao Paulo
Base Risque Homem Fosca,7891182025577,COTY,,5.99,5.99,,Santo Remedio,Sudeste,Sao Paulo
Creme Davene Facial Hidratante Leite De Aveia Intensa 50ML,7898489511024,DAVENE,"A versão Intensa oferece hidratação prolongada e eficiente, devolvendo o brilho natural e a maciez da pele.AÇÃO/ATIVOS: Sua fórmula contém FPS 15, proteção diária contra o foto envelhecimento.",16.49,16.49,,Santo Remedio,Sudeste,Sao Paulo
Tintura Maxton 2.0 Preto Natural,7896013544098,EMBELEZE,,14.39,14.39,,Santo Remedio,Sudeste,Sao Paulo
Tintura Biocolor Mini Kit Creme 7.11 Louro Glamour,7891350033540,COTY,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
Óleo Secante Risque com Óleo de Orquídea,7891182008563,COTY,,5.99,5.99,,Santo Remedio,Sudeste,Sao Paulo
Creme Pentear Seda Boom Cachos 400ML,7891150066724,UNILEVER,,14.73,14.73,,Santo Remedio,Sudeste,Sao Paulo
KIT.HEAD&SHOULD MEN SH+SH 3EM1 200ML,7506339397765,P&G - PERF,,29.99,29.99,,Santo Remedio,Sudeste,Sao Paulo
Condicionador Clear Anticaspa Hidratação Intensa 200ML,7891150008168,UNILEVER,,22.99,22.99,,Santo Remedio,Sudeste,Sao Paulo
ANTHELIOS LPR FPS50 200+FPS60,7899706172448,LA ROCHE- POSAY,,114.9,114.9,,Santo Remedio,Sudeste,Sao Paulo
Ivy C Aox Gel Rejuvenescedor 30g,7891142204257,MANTECORP SKIN CARE,,249.9,249.9,,Santo Remedio,Sudeste,Sao Paulo
COND.NOVEX INF.COLAG.300ML,7896013568551,EMBELEZE,,9.29,9.29,,Santo Remedio,Sudeste,Sao Paulo
Shampoo Suave Forca e Brilho 325ml,7891150042278,UNILEVER,,5.49,5.49,,Santo Remedio,Sudeste,Sao Paulo
Celamina Ultra Shampoo 150Ml,7898928257087,HYPERA,,99.49,99.49,,Santo Remedio,Sudeste,Sao Paulo
Anthelios FPS70 Airlicium Sem Cor 50G Grátis Effaclar Gel,7899706172462,LA ROCHE- POSAY,,89.99,89.99,,Santo Remedio,Sudeste,Sao Paulo
COND.PALM.NAT.SUP.VIT.B 170ML,7509546659411,COLGATE PALM,,15.29,15.29,,Santo Remedio,Sudeste,Sao Paulo
Condicionador Salon Line S.O.S Cachos Kids 300ML,7898623951174,SALON LINE,"O Condicionador S.O.S Cachos Kids é indicado para cabelos cacheados, crespos e volumosos. O Condicionador S.O.S Cachos Kids foi feito para facilitar a rotina das mães no cuidado dos cabelos das crianças. 

Para que serve: Ele hidrata profundamente os cabelos e ainda promove brilho e maciez aos os. O resultado: cachinhos hidratados, brilhantes e super macios. O resultado e cachinhos hidratados, brilhantes e super macios. 

Modo de usar: Após usar o Shampoo S.O.S Cachos Kids, aplique o Condicionador S.O.S Cachos Kids uniformemente nos cabelos molhados. Massageie e deixe agir de 1 a 3 minutos. Enxágue. Para melhores resultados, use a linha completa S.O.S Cachos Kids da Salon Line.",22.99,22.99,,Santo Remedio,Sudeste,Sao Paulo
RENA HENE GEL PRETO AZ.180,7896013558163,EMBELEZE,,11.99,11.99,,Santo Remedio,Sudeste,Sao Paulo
Shampoo Elseve Arginina Resist 400ml,7899026464957,LOREAL,,26.99,26.99,,Santo Remedio,Sudeste,Sao Paulo
CILIOS BLOOM.3D TULIP KBH04BR,731509676693,KISS,"Blooming e uma linha de cílios com tecnologia Multi Angle 3D, que consiste em níveis diferentes com variação vertical, proporcionando profundidade ao seu olha sem exagero e com aparência natural. 

Modo de Uso: Antes de colar os cílios postiços, apoie-os em seus cílios naturais para ver se encaixam direitinho no formato dos seus olhos. Caso precise ajustar, corte alguns tufos na lateral externa. Em seguida, aplique a cola de cílios inteiriços na base dos cílios postiços e espere cerca de 30-60 segundos, até que a consistência fique pegajosa. Posicione os cílios postiços rente aos cílios naturais, mantendo-os na posição, espere secar totalmente e prepare-se para um resultado surpreendente. 

Dica: Dependendo da forma de uso, os nossos cílios postiços podem ser usados até 5 vezes, sabia? Para reutilizá-los, após o uso e remoção, o importante e limpá-los cuidadosamente com um pouco de demaquilante bifásico para retirar qualquer tipo de resíduo, como cola e máscara. Por fim, conserve-os no formato original (superimportante) na embalagem do produto e voilá, prontos para serem reutilizados.",35.99,35.99,,Santo Remedio,Sudeste,Sao Paulo
ESPONJA BELLIZ MAKEUP 360° MICRO E MINI,7897517909925,RICCA,,28.49,28.49,,Santo Remedio,Sudeste,Sao Paulo
Protetor de Mamilo Lillo Silicone 1unidade,7896033243117,LILLO,,25.69,25.69,,Santo Remedio,Sudeste,Sao Paulo
COND.SUAVE MEL/ AMENDOAS 325ML,7891150042223,UNILEVER,,6.79,6.79,,Santo Remedio,Sudeste,Sao Paulo
ESM.RISQ.TEC.BASE COBER.BRILH.,7891182991933,COTY,"O Esmalte Risqué desenvolvido com uma coloração inconfundível e diferenciada atingindo a todos os tipos de estilos das mulheres. Garante uma pigmentação acompanhando todas as tendências da moda deixando você mulher pronta para arrasar. Resultado de unhas bem coloridas e com um efeito prolongado.
O Esmalte Risqué possui uma textura cremosa que não mancha facilitando no momento da aplicação nas unhas, garantindo que fique um efeito uniforme e sem ondulações.",5.99,5.99,,Santo Remedio,Sudeste,Sao Paulo
CR.TRAT.MONAN.HID.INTESIVA 300,7898919412129,COTY,"O Creme de Tratamento Monange Hidrata com Poder, possui em sua fórmula extrato de oliva, que nutre até a segunda cama da fibra capilar, além de tem propriedades antioxidantes e ser rico em ácidos graxos, vitaminas A, E e sais minerais. 

Para que serve: O Creme de Tratamento Monange Hidrata com Poder! sela profundamente a estrutura do fio e combate os 4 sinais de ressecamento, revelando cabelos fortes, macios e brilhantes, além de evitar o frizz. 

Modo de usar: Distribua e massageie nos cabelos limpos e úmidos. Deixe agir por 3 minutos. Enxágue bem. Use pelo menos uma vez por semana.",9.49,9.49,,Santo Remedio,Sudeste,Sao Paulo
SH.AM BB CREEAM 300ML,7898468519874,DELLY KOSMETIC,,17.99,17.99,,Santo Remedio,Sudeste,Sao Paulo
Anthelios FPS70 Airlicium Cor Pele Morena 40G,7899706198349,LA ROCHE- POSAY,"O La Roche-Posay Anthelios Airlicium é um protetor solar facial com textura gel creme de rápida absorção, com toque limpo e leve, que proporciona 12h de sensação de limpeza e refrescância para a pele. Com cor Extra Clara.O Protetor Solar Anthelios Airlicium é indicado para pele oleosa ou acneica, sensível ao sol.Quando aplicado, além de proteger contra os raios UVA/UVB e danos do infravermelho, controla de forma inteligente a oleosidade e umidade da pele.Sua fórmula exclusiva, enriquecida com água termal de La Roche-Posay, conta com tecnologias como [XL] Protext e Airlicium que proporcionam maior resistência do filme protetor, mesmo em condições extremas.",86.99,86.99,,Santo Remedio,Sudeste,Sao Paulo
ESMALTE COLORAMA OLEO SECANTE,7899026401815,LOREAL,,6.49,6.49,,Santo Remedio,Sudeste,Sao Paulo
KOLESTON TOQUE CEREJA 200ML,7891350033403,COTY,,25.99,25.99,,Santo Remedio,Sudeste,Sao Paulo
Tintura Biocolor Mini Kit Creme 12.11 Lourissimo Ousado,7891350033571,COTY,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
SH.BIOEXTRATUS CACHOS COLAGENO 250ML,7898126404092,BIOEXTRATUS,,36.9,36.9,,Santo Remedio,Sudeste,Sao Paulo
COND.SALON LINE NUTRI.SOS,7898524347946,SALON LINE,"O Condicionador Salon Line S.o.s Cachos Super óleos é o tratamento cosmético para deixá-los nutridos, hidratados e controlados começa aqui. A Salon Line, expert em cuidar de cabelos ressecados, danificados e desnutridos, apresenta o Condicionador Super Óleos Nutritivo S.O.S Cachos com 12 Óleos poderosos para um tratamento profundo. Essa poderosa combinação hidrata, nutre e auxilia para um mega desembaraço dos fios. Além disso, devolve o brilho e luminosidade dos cabelos. 

Benefícios 
Super Nutrição, Antiressecamento, Brilho Extremo 
Sem Frizz - Filtro UV - Sem Parabenos - Uso diário 
Indicado para cabelos cacheados e crespos
Curvaturas: 3ABC - 4ABC.",23.98,23.98,,Santo Remedio,Sudeste,Sao Paulo
Neutrogena Norwegian Hidratante Corporal 500ml,7891010611330,J&J DERMO,"Neutrogena Norwegian Formula Hidratante Corporal sem Fragrância 500 mlfoi especialmente desenvolvido para peles secas e extrassecas, pois hidrata intensivamente minimizando o aspecto esbranquiçado e a descamação causados pelo ressecamento excessivo.",79.9,79.9,,Santo Remedio,Sudeste,Sao Paulo
Creme De Pentear Salon Line To De Cachos Dos Sonhos 300ML,7898524347038,SALON LINE,,20.59,20.59,,Santo Remedio,Sudeste,Sao Paulo
Creme Nivea Olhos Q10 Pus Vitamina C 15ML,4005900418777,NIVEA VISAGE,"Sua fórmula combina três poderosos antioxidantes: a coenzima Q10, a vitamina C e a vitamina E, que juntos proporcionam uma pele muito mais descansada e renovada.
Com uma função hidratante que permite deixar a região dos olhos com aspecto mais descansado, o Creme Antissinais Nivea Q10 Plus C ajuda a reduzir a profundidade das rugas após 4 semanas de uso. Ideal para uma pele renovada, saudável e equilibrada.O Creme Antissinais Nivea Q10 Plus C é o hidratante que melhor atende a necessidade de cuidado na região dos olhos, com substâncias que oferecem ação antioxidante e anti-idade, indicadas para uma pele muito mais radiante, revigorada e protegida todos os dias.

Indicado para uma hidratação profunda Nivea Q10 Plus C alivia os sinais de cansaço e proporciona uma aparência mais suave e pele mais hidratada no contorno dos olhos.",49.99,49.99,,Santo Remedio,Sudeste,Sao Paulo
Máscara de Tratamento Salon Line Meu Liso Demais 300g,7898524349452,SALON LINE,"A Máscara de Hidratação Capilar Salon Line Meu Liso Desmaia é uma máscara capilar de tratamento desenvolvida especialmente para os cabelos lisos, sejam eles naturais, alisados ou com relaxamento. Sua fórmula com D-pantenol e creatina hidrata e combate o frizz, pontas duplas e o ressecamento dos fios, tudo isso sem pesar no cabelo.
O resultado é um cabelo com brilho natural, macio, resistente e com brilho.",21.99,21.99,,Santo Remedio,Sudeste,Sao Paulo
Vichy Idéal Soleil FPS50 Toque Seco Unify Médio 40G,7899706162067,VICHY,"O Protetor Solar Facial Vichy Idéal Soleil Efeito Base Cor Média foi especialmente desenvolvido para peles mistas a oleosas. Ele conta com uma textura única de efeito matificante e toque aveludado após a aplicação, por conta das micropartículas absorventes que deixam a pele sequinha e promovem uma proteção de efeito prolongado.
Um produto que não pode ficar de fora da sua necessaire, o Protetor Solar Facial Vichy Idéal Soleil Efeito Base possui FPS 50 e oferece controle duradouro do brilho e uniformização imediata no tom da pele. 
Para que serve: A proteção contra os raios solares UVA e UVB é a melhor forma de manter a saúde da pele. Por isso, o Protetor Solar Facial Vichy Idéal Soleil Efeito Base Cor Média FPS 50 proporciona cuidado intensivo e duradouro para a pele, com toque seco e sem deixar resíduos. Criado para uso diário, possui efeito base na cor clara que se adapta ao tom da pele. 

Benefícios
Alta proteção UVA e UVB e luz visível, incluindo a luz azul. 
Pigmentos revestidos para uma alta cobertura. 
Toque seco e textura agradável. 
Cobertura duradoura. 
Uniformiza o tom da pele com cor de base. 
Eficácia para peles mistas a oleosas. 

Como usar: Aplique abundantemente no rosto, colo e pescoço 15 minutos antes da exposição ao sol. Reaplique pelo menos a cada 2 horas ou depois de nadar e em casos de excessiva transpiração.",71.9,71.9,,Santo Remedio,Sudeste,Sao Paulo
KOLESTON 1281 LOURO DOURADO INTENSO,7500435107419,COTY,,23.99,18.99,21.0%,Santo Remedio,Sudeste,Sao Paulo
Alicate de Cutículas Mundial Classic Ref. 522,7891060679724,MUNDIAL,"O Alicate de cutícula Mundial Classic 522 é um item indispensável para preparar as unhas antes da esmaltação. A linha Classic da Mundial possui corpo em aço carbono niquelado, lâminas em aço inox, formato pontiagudo com ponta alongada e acabamento antideslizante, permitindo mais conforto durante o manuseio. Ideal para esterilização em estufa, este modelo é indicado tanto para uso pessoal quanto profissional.",24.99,24.99,,Santo Remedio,Sudeste,Sao Paulo
Anthelios Air. FPS70 Pele Clara 40g+Gel Limp Effaclar Conc 40g,7899706172844,LA ROCHE- POSAY,,89.99,89.99,,Santo Remedio,Sudeste,Sao Paulo
ESPONJA RICCA DROPI,7897517918385,RICCA,,6.99,6.99,,Santo Remedio,Sudeste,Sao Paulo
Loção Hidratante Johnson’s Softlotion Lavanda e Camomila Leve 400ML Paguue 320ML,7891010248765,J&J,"Loção Hidratante Johnsons: 48h de ultrahidratação com efeito imeadiato, rapida absorção e 85% de ingredientes naturais.",27.99,27.99,,Santo Remedio,Sudeste,Sao Paulo
Actine Protetor Solar FPS30 120G,3282779000611,DARROW,,89.9,89.9,,Santo Remedio,Sudeste,Sao Paulo
Creme de Pentear Seda Ondas Anti-Frizz 300ml,7891150074002,UNILEVER,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
Esmalte Risque Natural Rendinha,7891182036030,COTY,,5.99,5.99,,Santo Remedio,Sudeste,Sao Paulo
SH.SALON LINE SOS CACHOS 300ML,7898524347007,SALON LINE,,19.99,19.99,,Santo Remedio,Sudeste,Sao Paulo
Silicone Niely Gold Queratina Argan 42ML,7896000716781,NIELY,,25.69,25.69,,Santo Remedio,Sudeste,Sao Paulo
