EAN,SKU,Nome,Marca,Fabricante,Descrição,Preço_sem_desconto,Preço_com_desconto,Porcentagem_desconto,Tipo_desconto
7898944202399,1056684,Sidney Oliveira Easy Lactase 10.000 Fcc 30 Cprs,sidney-oliveira,SIDNEY OLIVEIRA,"Easy Lactaseé um suplemento alimentar de Lactase 10.000 FCC em comprimidos que auxilia a digestão da lactose.Recomendação de uso:Ingerir 1 comprimido antes de cada refeição que contenha lactose. A dose deve ser ajustada às necessidades individuais de suplementação de lactase.Composição:Lactase (enzima digestiva Aspergillus oryzae); Edulcorante: sorbitol; Estabilizante: celulose microcristalina, croscarmelose; Antiumectante: dióxido de silício; Lubrificante: estearato de magnésio; Edulcorante: sucralose.  NÃO CONTÉM GLÚTEN.Informação nutricional:b> Porção de 0,5 g (1 comprimido) - Lactase: 10.000 FCC ALU** (100mg). Não contém quantidade significativa de valor energético, carboidratos, proteínas, gorduras totais, gorduras saturadas, gorduras trans, fibra alimentar e sódio. (*) % Valores diários com base em uma dieta de 2000 kcal ou 8400 kJ. Seus valores diários podem ser maiores ou menores dependendo de suas necessidades energéticas. **ALU – Acid Lactase Unit, unidade de atividade enzimática segundo Food Chemical Codex (FCC).Precauções:Produto indicado para maiores de 19 anos. Este produto não é um medicamento. Não exceder a recomendação diária de consumo indicada na embalagem. Mantenha fora do alcance de crianças. Este produto não deve ser consumido por gestantes, lactantes e crianças.Conservação:Conservar ao abrigo da luz, calor e umidade. Guarde em local fresco e seco (15 a 30 graus). Esta embalagem foi selada para sua proteção. Não utilize o produto em caso de violação.Restrições:Pessoas com hipersensibilidade (alérgicos) a algum dos componentes da fórmula.",39.99,36.12,0.1,Normal
7898605843343,1056767,Sidney Oliveira Omega 3 Norwegian 250+50 Caps,sidney-oliveira,SIDNEY OLIVEIRA,"Norwegian Ômega 3 Fish Oilé um suplemento alimentar de óleo de peixe em cápsulas.RECOMENDAÇÃOIngerir 3 (três) cápsulas ao dia.INFORMAÇÃO NUTRICIONALPorção de 4,3 g (3 cápsulas): Valor Energético 27 kcal = 113 kJ (1% VD*), Gorduras Totais 3 g (5% VD*), das quais: Gorduras Saturadas 0,8 g (4% VD*), Gorduras Trans 0 g (**), Gorduras Monoinsaturadas 0,7 g (**), Gorduras Poli-insaturadas 1,5 g (**), das quais: Ácido Eicosapentaenóico (EPA) 540 mg (**), Ácido Docosahexaenóico (DHA) 360 mg (**), Colesterol 20 mg (**). Não contém quantidade significativa de Carboidratos, Proteínas, Fibra Alimentar e Sódio. (*) % Valores diários com base em uma dieta de 2000 kcal ou 8400 kJ. Seus valores diários podem ser maiores ou menores dependendo de suas necessidades energéticas. (**) Valor diário não especificado.COMPOSIÇÃOÓleo de peixe. Cápsula: gelatina, água purificada e umectante glicerina. ALÉRGICOS: CONTÉM DERIVADOS DE PEIXE. NÃO CONTÉM GLÚTEN. Conteúdo por cápsula: 1000 mg.PRECAUÇÕESProduto indicado para o grupo populacional acima de 19 anos. Este produto não é um medicamento. Não exceder a recomendação diária de consumo indicada na embalagem. Mantenha fora do alcance de crianças.CONSERVAÇÃOConservar ao abrigo da luz, calor e umidade. Após a abertura da embalagem, manter o frasco firmemente fechado. Guarde em local fresco e seco (15 a 30 graus). Esta embalagem foi selada para sua proteção. Não utilize o produto em caso de violação.RESTRIÇÕESEm casos de hipersensibilidade (alergia) aos componentes da fórmula.",99.9,90.22,0.1,Normal
7898132544355,1056728,Sidney Oliveira Nutrix 29 Sênior Sabor Baunilha  400G***,sidney-oliveira,SIDNEY OLIVEIRA,"Nutrix 29 Sêniorsabor baunilha foi desenvolvido para complementar a alimentação de pessoas acima de 50 anos, podendo ser batido com leite ou frutas de sua preferência. Sua fórmula balanceada ajuda a repor nutrientes importantes, que garantem mais vitalidade para essa fase da vida. Máxima nutrição com 29 nutrientes.  Fonte de vitaminas A, D, E, C, K e Complexo B:A vitamina D auxilia na manutenção de níveis de cálcio no sangue.As vitaminas A, C, B6 e Ácido fólico auxiliam no funcionamento do sistema imune.A vitamina K auxilia na manutenção dos ossos.As vitaminas A e a riboflavina auxiliam na visão.Não contém adição de açúcares.Modo de preparo:Em um copo vazio, adicione 2 medidas (40g) do produto. Em seguida, acrescente 200ml de água e mexa até completa dissolução.Composição:Maltodextrina, leite desnatado em pó, proteína isolada de soja, mix de fibras (polidextrose, inulina e oligofrutose), óleo de coco em pó (TCM), fosfato de cálcio tribásico (cálcio e fósforo), fosfato de magnésio dibásico (fósforo e magnésio), bitartarato de colina (colina), sulfato de magnésio monohidratado (magnésio), ácido ascórbico (vitamina C), nicotinamida (niacina), DL alfa acetato de tocoferol (vitamina E), pirofosfato de ferro (ferro), sulfato de zinco monohidratado (zinco), pantotenato de cálcio (ácido pantotênico), cianocobalamina (vitamina B12), sulfato de manganês monohidratado (manganês), cloridrato de piridoxina (vitamina B6), riboflavina (vitamina B2), nitrato de tiamina (vitamina B1), acetato de retinol (vitamina A), sulfato de cobre anidro (cobre), ácido pteroilmonoglutâmico (ácido fólico), iodeto de potássio (iodo), molibdato de sódio dihidratado (molibdênio), fitomenadiona (vitamina K), cloreto de cromo (cromo), selenito de sódio (selênio), biotina, colecalciferol (vitamina D), aromas naturais, espessante goma xantana e edulcorante sucralose.NÃO CONTÉM GLÚTEN. CONTÉM LACTOSE. ALÉRGICOS: CONTÉM DERIVADOS DE LEITE E DE SOJA.Informações nutricionais:Porção de 40 g (2 medidas) - Valor energético: 140 kcal = 588 kJ (7%VD*); Carboidratos: 24 g (8%VD*); Proteínas: 9,1 g (18%VD*); Gorduras totais: 0,8 g (1%VD*); Gorduras saturadas: 0,6 g (3%VD*); Gorduras trans: 0 g (**); Fibra alimentar: 2,4 g (10%VD*); Sódio: 138 mg (5%VD*); Cálcio: 361 mg (36%VD*); Ferro: 4,3 mg (31%VD*);  Fósforo: 233 mg (33%VD*); Zinco: 3,2 mg (46%VD*); Magnésio: 78 mg (30%VD*);  Cobre: 174 mcg (19%VD*); Iodo: 39 mcg (30%VD*); Selênio: 13 mcg (38%VD*); Manganês: 0,84 mg (37%VD*); Molibdênio: 26 mcg (58%VD*); Cromo: 14 mcg (40%VD*); Vitamina A: 281 mcg (47%VD*); Vitamina D: 4,2 mcg (84%VD*); Vitamina E: 4,8 mg (48%VD*); Vitamina C: 33 mg (73%VD*); Vitamina B1: 0,54 mg (45%VD*); Vitamina B2: 0,49 mg (38%VD*); Vitamina B6: 0,60 mg (46%VD*); Vitamina B12: 0,90 mcg (38%VD*); Niacina: 5,1 mg (32%VD*); Ácido pantotênico: 2,6 mg (52%VD*); Biotina: 11 mcg (37%VD*); Ácido fólico: 94 mcg (39%VD*); Vitamina K : 23 mcg (35%VD*); Colina: 100 mg (18%VD*). (*) % Valores diários com base em uma dieta de 2000 kcal ou 8.400 kJ. Seus valores diários podem ser maiores ou menores dependendo de suas necessidades energéticas. (**) Valor diário não estabelecido.Precauções:Este produto não é um medicamento. Não exceder a recomendação diária de consumo indicada na embalagem. Mantenha fora do alcance de crianças. Recomendado para maiores de 50 anos.Conservação:Armazenar a embalagem em local fresco e seco. Após aberta manter a tampa bem fechada e consumir preferencialmente em até 30 dias. Atenção: Durante o transporte e armazenamento este produto pode se compactar. O volume corresponde ao peso líquido indicado no rótulo.Restrições:Em caso de hipersensibilidade (alergia) aos componentes da fórmula.",49.9,45.06,0.1,Normal
7896202505695,1056807,Sidney Oliveira Triptofano Teacalme 200Mg,sidney-oliveira,SIDNEY OLIVEIRA,"Triptofano Teacalmeé um suplemento alimentar de triptofano em comprimidos.Recomendações de uso:Ingerir 2 (dois) comprimidos ao dia.Informação Nutricional:Porção de 1,44 g (2 comprimidos): Valor Energético 0 kcal = 0 kJ (0% VD*); Triptofano 200 mg (**). Não contém quantidade significativa de Carboidratos, Proteínas, Gorduras Totais, Gorduras Saturadas, Gorduras Trans, Fibra Alimentar  e Sódio. (*) % Valores diários de referência para adultos com base em uma dieta de 2000 kcal ou 8400 kJ. Seus valores diários podem ser maiores ou menores dependendo de suas necessidades energéticas. (**) Valor diário não determinado.Composição:L-triptofano, amido modificado e amido. Antiumectantes: carbonato de cálcio e dióxido de silício. Estabilizantes: celulose microcristalina, polivinilpirrolidona, croscarmelose sódica e hidroxipropilmetilcelulose. Lubrificante: estearato de magnésio. Espessante polietilenoglicol. Corante dióxido de titânio. Solventes álcool etílico e água purificada.ALÉRGICOS: PODE CONTER DERIVADOS DE LEITE, DERIVADOS DE SOJA E DERIVADOS DE CRUSTÁCEOS (CARANGUEJO). NÃO CONTÉM LACTOSE. NÃO CONTÉM AÇÚCAR. NÃO CONTÉM GLÚTEN.Precauções:Produto indicado para o grupo populacional ≥ 19 anos. Este produto não é um medicamento. Não exceder a recomendação diária de consumo indicada na embalagem. Mantenha fora do alcance de crianças. Este produto não deve ser consumido por gestantes, lactantes e crianças.Conservação:Manter o produto dentro de sua embalagem original. Conservar em temperatura ambiente (entre 15 e 30ºC). Proteger da luz e umidade.Restrições:Contraindicado em casos de hipersensibilidade (alergia) aos componentes da fórmula.",24.9,24.9,0.0,Ausente
7898135993679,1056706,Sidney Oliveira Guarana Em Po Apotheke 50G,sidney-oliveira,SIDNEY OLIVEIRA,S.O. GUARANA EM PO APOTHEKE 50G,14.99,13.54,0.1,Normal
7898417963048,1008540,VULT PO COMPACTO COR 04,botica-comercial-ltda---make,BOTICA COMERCIAL LTDA - MAKE,VULT PO COMPACTO COR 04 @,32.99,29.99,0.09,Normal
7899852012971,1056053,VULT BLUSH COMPACTO C-101 5G,botica-comercial-ltda---make,BOTICA COMERCIAL LTDA - MAKE,VULT BLUSH COMPACTO C-101 5G,32.99,32.99,0.0,Ausente
7899852012995,1056055,VULT BLUSH COMPACTO C-103 5G,botica-comercial-ltda---make,BOTICA COMERCIAL LTDA - MAKE,VULT BLUSH COMPACTO C-103 5G,35.56,35.56,0.0,Ausente
7899852013015,1056056,VULT BLUSH COMPACTO M-104 5G,botica-comercial-ltda---make,BOTICA COMERCIAL LTDA - MAKE,VULT BLUSH COMPACTO M-104 5G,32.99,32.99,0.0,Ausente
7899852012988,1056054,VULT BLUSH COMPACTO C-102 5G,botica-comercial-ltda---make,BOTICA COMERCIAL LTDA - MAKE,VULT BLUSH COMPACTO C-102 5G,32.99,32.99,0.0,Ausente
7899852002705,1040052,VULT LAPIS SOBRANCELHA 003 @,botica-comercial-ltda---make,BOTICA COMERCIAL LTDA - MAKE,VULT LAPIS SOBRANCELHA 003 @,20.9,20.9,0.0,Ausente
7899852013466,1049125,VULT BATON BASIC 01,botica-comercial-ltda---make,BOTICA COMERCIAL LTDA - MAKE,VULT BATON BASIC 01,10.99,10.99,0.0,Ausente
7899852013480,1049126,VULT BATOM BASIC 03 @,botica-comercial-ltda---make,BOTICA COMERCIAL LTDA - MAKE,VULT BATOM BASIC 03 @,10.99,10.99,0.0,Ausente
7899852013497,1049127,VULT BATOM BASIC 04,botica-comercial-ltda---make,BOTICA COMERCIAL LTDA - MAKE,VULT BATOM BASIC 04,10.99,10.99,0.0,Ausente
7899852013824,1049130,VULT BATOM BASIC 09,botica-comercial-ltda---make,BOTICA COMERCIAL LTDA - MAKE,VULT BATOM BASIC 09,10.99,10.99,0.0,Ausente
7891008137354,1048825,Chocolate Garoto Talento Dark Caram Salgadinho 75G,chocolates-garoto-s-a,CHOCOLATES GAROTO S/A,CHOCOLATE GAROTO TALENTO DARK CARAM SALG 75G,7.99,7.99,0.0,Ausente
7891008124194,1065081,Chocolate Garoto Castanha De Caju Tab 80G,chocolates-garoto-s-a,CHOCOLATES GAROTO S/A,Chocolate Garoto Castanha De Caju Tab 80G,8.65,8.65,0.0,Ausente
7891008273502,1024172,CHOCOLATE GAROTO TALENTO MEIO AMARGO 25G,chocolates-garoto-s-a,CHOCOLATES GAROTO S/A,CHOCOLATE GAROTO TALENTO MEIO AMARGO 25G,3.29,3.29,0.0,Ausente
7891008116632,1053233,CHOCOLATE GAROTO CAIXA BOMBOM SORTIDO 250G,chocolates-garoto-s-a,CHOCOLATES GAROTO S/A,CHOCOLATE GAROTO CAIXA BOMBOM SORTIDO 250G@,11.99,11.99,0.0,Ausente
7891008168839,1046368,Chocolate Garoto Crocante Tab 90G (D),chocolates-garoto-s-a,CHOCOLATES GAROTO S/A,CHOCOLATE GAROTO CROCANTE TAB 90G,8.65,8.65,0.0,Ausente
7891008269239,1049848,Chocolate Garoto Choc Leite Caju/Passas Tab 90G (D),chocolates-garoto-s-a,CHOCOLATES GAROTO S/A,CHOCOLATE GAROTO CHOC LEITE CAJU/PASSAS TAB 90G,8.65,8.65,0.0,Ausente
7891008268867,1046370,CHOCOLATE GAROTO CHOC BRANCO TAB 90G @,chocolates-garoto-s-a,CHOCOLATES GAROTO S/A,CHOCOLATE GAROTO CHOC BRANCO TAB 90G @,8.65,8.65,0.0,Ausente
7891008268881,1046373,CHOCOLATE GAROTO CHOC AO LEITE TAB 90G,chocolates-garoto-s-a,CHOCOLATES GAROTO S/A,CHOCOLATE GAROTO CHOC AO LEITE TAB 90G,8.65,8.65,0.0,Ausente
7891008115420,1032762,CHOCOLATE GAROTO MEIO AMARGO TAB 100G,chocolates-garoto-s-a,CHOCOLATES GAROTO S/A,CHOCOLATE GAROTO MEIO AMARGO TAB 100G,5.99,5.99,0.0,Ausente
7891008170580,1037968,CHOCOLATE GAROTO TALENTO RECH MARACUJA 90G,chocolates-garoto-s-a,CHOCOLATES GAROTO S/A,CHOCOLATE GAROTO TALENTO RECH MARACUJA 90G,7.49,7.49,0.0,Ausente
7899768839747,1065704,Mochila C/ Rodas Minnie,xeryus-imp-dist-de-art-vest,XERYUS IMP DIST DE ART VEST,Mochila C/ Rodas Minnie,169.9,99.9,0.41000000000000003,Normal
7898928577857,1054785,FINN NUTRITIVE BAUNILHA 400G,hypera-s-a,HYPERA S/A,FINN NUTRITIVE BAUNILHA 400G,41.99,41.99,0.0,Ausente
7908174100195,1028575,DENTLIMP ESCOVA DENTAL MEDIA AMARELA,fio-dente-ind-e-com-ltda,FIO DENTE IND E COM LTDA,DENTLIMP ESCOVA DENTAL MEDIA AMARELA (CX 24),4.99,4.99,0.0,Ausente
7908174101581,1065261,Hands Limp Alcool Gel 70 Neutro 870G,fio-dente-ind-e-com-ltda,FIO DENTE IND E COM LTDA,Hands Limp Alcool Gel 70 Neutro 870G,20.99,12.99,0.38,Normal
7908174100539,1041400,Gerialimp Toalha Umed C/50 Lv4 Pg3,fio-dente-ind-e-com-ltda,FIO DENTE IND E COM LTDA,TOALHA UMED GERIALIMP C/50 LV4 PG3,33.99,29.97,0.12,Normal
7908174101529,1062646,HANDS LIMP SPRAY ANTISSEPTICO 60 ML,fio-dente-ind-e-com-ltda,FIO DENTE IND E COM LTDA,HANDS LIMP SPRAY ANTISSEPTICO 60 ML,5.99,3.99,0.33,Normal
7898662062213,1058024,BABY LIMP HASTES FLEXIVEIS C/50,fio-dente-ind-e-com-ltda,FIO DENTE IND E COM LTDA,BABY LIMP HASTES FLEXIVEIS C/50,8.99,8.99,0.0,Ausente
7908174101086,1055853,Skin Clean Algodao Discos Lv 100 Pg 80,fio-dente-ind-e-com-ltda,FIO DENTE IND E COM LTDA,ALGODAO SKIN CLEAN DISCOS LV 100 PG 80 (CX 18),14.99,13.99,0.07,Normal
7908174100089,1028585,Dentlimp Fio 50Mt + Escova Viagem Macia Grts,fio-dente-ind-e-com-ltda,FIO DENTE IND E COM LTDA,DENTLIMP FIO 50MT + ESC VIAGEM MACIA GRTS,11.99,8.99,0.25,Normal
7908174100898,1047266,DENTLIMP ENXAG BUCAL FRESH ICE LV 500ML PG 300ML,fio-dente-ind-e-com-ltda,FIO DENTE IND E COM LTDA,DENTLIMP ENXAG BUCAL FRESH ICE LV 500ML PG 300ML,13.29,9.99,0.25,Normal
7896297302636,1045315,DENTLIMP ESCOVA DENTAL MEDIA (CX 24),fio-dente-ind-e-com-ltda,FIO DENTE IND E COM LTDA,DENTLIMP ESCOVA DENTAL MEDIA,6.99,5.99,0.14,Normal
7908174100522,1045729,Gerialimp Toalha Umed C/50,fio-dente-ind-e-com-ltda,FIO DENTE IND E COM LTDA,TOALHA UMED GERIALIMP C/50,9.99,9.99,0.0,Ausente
7899662601426,1044957,Nick & Vick Loiros Fortalecidos Condicionador 250Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK LOIROS FORTALECIDOS COND 250ML,46.99,46.99,0.0,Ausente
7899662601174,1044958,Nick & Vick Matizador Cab Loiros Condicionador 250Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK MATIZADOR CAB LOIROS COND 250ML,46.99,46.99,0.0,Ausente
7899662601204,1038540,NICK & VICK ULTRA HIDRATANTE MASC 200G,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK ULTRA HIDRATANTE MASC 200G,48.99,48.99,0.0,Ausente
7899662600207,1057942,Nick & Vick Liso Extremo Condicionador 250Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK LISO EXTREMO COND 250ML,46.99,46.99,0.0,Ausente
7899662601419,1044966,Nick & Vick Loiros Fortalecidos Shampoo 250Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK LOIROS FORTALECIDOS SH 250ML,62.99,62.99,0.0,Ausente
7899662601983,1049631,NICK & VICK FLUIDO LISO EXTREMO 125ML,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK FLUIDO LISO EXTREMO 125ML,59.59,59.59,0.0,Ausente
7899662600184,1057943,Nick & Vick Liso Extremo Shampoo 250Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK LISO EXTREMO SH 250ML,62.99,62.99,0.0,Ausente
7899662601976,1049632,NICK & VICK LISO EXTREMO MASC 200G,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK LISO EXTREMO MASC 200G,56.9,56.9,0.0,Ausente
7899662601730,1044945,Nick & Vick Cachos Desejados Condicionador 300Ml @,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK CACHOS DESEJADOS COND 300ML @,59.99,59.99,0.0,Ausente
7899662601792,1044947,Nick & Vick Cachos No Poo Condicionador 300Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK CACHOS NO POO COND 300ML,59.99,59.99,0.0,Ausente
7896000727510,1046253,NIELY GOLD HIDRAT AGUA COCO OLEO 100ML,,NIELY - INDUBRASCOM,NIELY GOLD HIDRAT AGUA COCO OLEO 100ML,13.89,13.89,0.0,Ausente
7896000726414,1039674,NIELY GOLD COMPRIDOS(+)FORTE MASC 430G,,NIELY - INDUBRASCOM,NIELY GOLD COMPRIDOS(+)FORTE MASC 430G,14.99,14.99,0.0,Ausente
7896000727527,1046255,Niely Gold Kit Hidrat Agua Coco Shampoo 300Ml+Condicionador 200Ml,,NIELY - INDUBRASCOM,NIELY GOLD KIT HIDRAT AGUA COCO SH 300ML+COND 200ML,17.99,17.99,0.0,Ausente
7896000727534,1046259,Tintura Cor E Ton Ind 1.7 Preto Azulado Esp,,NIELY - INDUBRASCOM,TINT COR E TON IND 1.7 PRETO AZULADO ESP,13.69,10.99,0.2,Normal
7896000726391,1039673,NIELY GOLD COMPRIDOS(+)FORTE SILICONE 42ML,,NIELY - INDUBRASCOM,NIELY GOLD COMPRIDOS(+)FORTE SILICONE 42ML,19.99,19.99,0.0,Ausente
7896000726407,1039669,Niely Gold Compridos(+)Forte Sh+Condicionador 200Ml,,NIELY - INDUBRASCOM,NIELY GOLD COMPRIDOS(+)FORTE SH+COND 200ML,15.49,15.49,0.0,Ausente
7896000727473,1046250,Niely Gold Hidrat Agua Coco Condicionador 200Ml @,,NIELY - INDUBRASCOM,NIELY GOLD HIDRAT AGUA COCO COND 200ML @,7.99,7.99,0.0,Ausente
7899706170314,1046254,Niely Gold Hidrat Agua Coco Creme Pentear 280G,,NIELY - INDUBRASCOM,NIELY GOLD HIDRAT AGUA COCO CR PENTEAR 280G,8.89,8.89,0.0,Ausente
7896000727497,1046251,NIELY GOLD HIDRAT AGUA COCO MASC 430G,,NIELY - INDUBRASCOM,NIELY GOLD HIDRAT AGUA COCO MASC 430G,14.99,14.99,0.0,Ausente
7896000727466,1046249,Niely Gold Hidrat Agua Coco Shampoo 300Ml,,NIELY - INDUBRASCOM,NIELY GOLD HIDRAT AGUA COCO SH 300ML,10.59,10.59,0.0,Ausente
7896311102297,1033975,COQUETELEIRA 1 DOSE NACIONAL 600ML,integral-medica,INTEGRAL MEDICA,COQUETELEIRA 1 DOSE NACIONAL 600ML,22.0,22.0,0.0,Ausente
7896311000128,1033980,SQUEEZE VERMELHA 800ML,integral-medica,INTEGRAL MEDICA,SQUEEZE VERMELHA 800ML,16.25,16.25,0.0,Ausente
7896311000142,1033976,COQUETELEIRA 2 DOSE NACIONAL 400ML,integral-medica,INTEGRAL MEDICA,COQUETELEIRA 2 DOSE NACIONAL 400ML,19.9,19.9,0.0,Ausente
7896311005147,1031798,COQUETELEIRA 2 DOSES FEMININA 400ML,integral-medica,INTEGRAL MEDICA,COQUETELEIRA 2 DOSES FEMININA 400ML,32.9,32.9,0.0,Ausente
7896311768271,1055677,PROTEIN CRISP BITES SABORES 375G,integral-medica,INTEGRAL MEDICA,PROTEIN CRISP BITES SABORES 375G,7.39,7.39,0.0,Ausente
7896423481020,1049201,BALA MASTIGAVEL SKITTLES FRUTAS SILV 38G,market-distribuidora,MARKET DISTRIBUIDORA,BALA MASTIGAVEL SKITTLES FRUTAS SILV 38G @,3.99,3.99,0.0,Ausente
7896423480894,1051196,BALA MASTIGAVEL SKITTLES ORIGINAL 38G,market-distribuidora,MARKET DISTRIBUIDORA,BALA MASTIGAVEL SKITTLES ORIGINAL 38G,3.99,3.99,0.0,Ausente
7892840816865,1055364,Salgadinho Torcida Bacon 70G,market-distribuidora,MARKET DISTRIBUIDORA,SALG TORCIDA BACON 70G,2.49,2.49,0.0,Ausente
7896423424140,1034826,CHOCOLATE TWIX CARAMELO 15G,market-distribuidora,MARKET DISTRIBUIDORA,CHOCOLATE TWIX CARAMELO 15G,1.29,1.29,0.0,Ausente
7892840816872,1055365,Salgadinho Torcida Cebola 70G,market-distribuidora,MARKET DISTRIBUIDORA,SALG TORCIDA CEBOLA 70G,2.49,2.49,0.0,Ausente
7896341130703,1008623,Salgadinho Torcida Bacon 80G,market-distribuidora,MARKET DISTRIBUIDORA,SALG TORCIDA BACON 80G,1.6800000000000002,1.6800000000000002,0.0,Ausente
7896341130079,1008621,Salgadinho Torcida Pimenta  Mexicana 80G,market-distribuidora,MARKET DISTRIBUIDORA,SALG TORCIDA PIMENTA  MEXICANA 80G,1.6800000000000002,1.6800000000000002,0.0,Ausente
7898424967275,1029309,Goma De Mascar Maskapuxa 3 Sabonete 58G,market-distribuidora,MARKET DISTRIBUIDORA,GOMA DE MASCAR MASKAPUXA 3 SAB 58G,13.99,13.99,0.0,Ausente
7898486471512,1031499,DTC GOSMECA 60G @,market-distribuidora,MARKET DISTRIBUIDORA,DTC GOSMECA 60G @,7.99,7.99,0.0,Ausente
7896098810859,1037936,Chupeta Nuk Infinity Classic Boy S2 Pa7322 - 2B,top-quality-tj-imp,TOP QUALITY-TJ IMP,CHUP NUK INFINITY CLASSIC BOY S2 PA7322 - 2B,32.99,19.99,0.39,Normal
7896098809563,1025665,ESCOVA NUK TWIST LIMPEZA MAMADEIRA  - PA7256372-UB@,top-quality-tj-imp,TOP QUALITY-TJ IMP,ESCOVA NUK TWIST LIMPEZA MAMADEIRA  - PA7256372-UB@,29.99,29.99,0.0,Ausente
7896098810941,1037938,Mamadeira Nuk Essence Neutral 150Ml - 7064-1N,top-quality-tj-imp,TOP QUALITY-TJ IMP,MAMAD NUK ESSENCE NEUTRAL 150ML - 7064-1N,45.9,23.99,0.48,Normal
7896098810972,1037939,Mamadeira Nuk Essence Neutral 260Ml - 7064-2N,top-quality-tj-imp,TOP QUALITY-TJ IMP,MAMAD NUK ESSENCE NEUTRAL 260ML - 7064-2N,55.9,55.9,0.0,Ausente
7896098810842,1037937,Chupeta Nuk Infinity Classic Girls S2 Pa7322 - 2G,top-quality-tj-imp,TOP QUALITY-TJ IMP,CHUP NUK INFINITY CLASSIC GIRLS S2 PA7322 - 2G,32.99,19.99,0.39,Normal
4008600156840,1025662,TRAVA NUK OPEN/CLOSE ANTIVAZAMENTO - PA 750643 @,top-quality-tj-imp,TOP QUALITY-TJ IMP,TRAVA NUK OPEN/CLOSE ANTIVAZAMENTO - PA 750643 @,8.75,8.75,0.0,Ausente
7896098804889,1019386,COPO NUK F CHOICE PARADIS VERM 150ML PA7601-1G,top-quality-tj-imp,TOP QUALITY-TJ IMP,COPO NUK F CHOICE PARADIS VERM 150ML PA7601-1G,49.99,49.99,0.0,Ausente
7896098805060,1037820,Chupeta Nuk Decorada Neutral S1 - Pa7307-1N,top-quality-tj-imp,TOP QUALITY-TJ IMP,CHUP NUK DECORADA NEUTRAL S1 - PA7307-1N,21.99,21.99,0.0,Ausente
7896098811214,1037941,BICO NUK LIQ SIL ESSENCE MEDIA CONSIS S2 - 7010-2,top-quality-tj-imp,TOP QUALITY-TJ IMP,BICO NUK LIQ SIL ESSENCE MEDIA CONSIS S2 - 7010-2,15.5,15.5,0.0,Ausente
7896098804254,1030621,Chupeta Nuk Rose Sleeptime S1 - Pa7310-1G @,top-quality-tj-imp,TOP QUALITY-TJ IMP,CHUP NUK ROSE SLEEPTIME S1 - PA7310-1G @,23.99,23.99,0.0,Ausente
7898949409724,1028090,Shampoo Tionacho Anti Queda Clareador 415Ml - Novo,genomma-lab,GENOMMA LAB,SH TIONACHO ANTI QUEDA CLAREADOR 415ML - NOVO,34.99,34.99,0.0,Ausente
7898949409557,1025831,Sabonete Asepxia Enxofre 80G,genomma-lab,GENOMMA LAB,SAB ASEPXIA ENXOFRE 80G,14.69,14.69,0.0,Ausente
7898636191604,1050292,Shampoo Tionacho Ultra Hitrat Oleo Coco 415Ml,genomma-lab,GENOMMA LAB,SH TIONACHO ULTRA HITRAT OLEO COCO 415ML,34.99,34.99,0.0,Ausente
7898949409847,1027743,CICATRICURE CRME FPS30 DIURNO 50G,genomma-lab,GENOMMA LAB,CICATRICURE CRME FPS30 DIURNO 50G,73.9,73.9,0.0,Ausente
7898949409731,1037421,Shampoo Tionacho Ervas Milena 415Ml - Novo,genomma-lab,GENOMMA LAB,SH TIONACHO ERVAS MILENA 415ML - NOVO,34.99,34.99,0.0,Ausente
7898636190584,1020861,GOICOECHEA ANTICELULITE 350G,genomma-lab,GENOMMA LAB,GOICOECHEA ANTICELULITE 350G,45.99,45.99,0.0,Ausente
7898949409519,1025832,Sabonete Asepxia Neutro 80G,genomma-lab,GENOMMA LAB,SAB ASEPXIA NEUTRO 80G,14.69,14.69,0.0,Ausente
7898949409540,1013607,Sabonete Asepxia Suavizante 80G,genomma-lab,GENOMMA LAB,SAB ASEPXIA SUAVIZANTE 80G,14.69,14.69,0.0,Ausente
7898636191611,1050289,Condicionador Tionacho Ultra Hitrat Oleo Coco 415Ml,genomma-lab,GENOMMA LAB,COND TIONACHO ULTRA HITRAT OLEO COCO 415ML,39.9,39.9,0.0,Ausente
7798140253365,1055178,ASEPXIA MASC FAC PURIFICANTE CARVAO DETOX 30G,genomma-lab,GENOMMA LAB,ASEPXIA MASC FAC PURIFICANTE CARVAO DETOX 30G,23.9,23.9,0.0,Ausente
7896306621215,1049481,TRENTO WAFER NERO CEREJA 22G,peccin-s-a,PECCIN S/A,TRENTO WAFER NERO CEREJA 22G,1.8900000000000001,1.8900000000000001,0.0,Ausente
7896306621208,1049474,TRENTO WAFER NERO LARANJA 22G,peccin-s-a,PECCIN S/A,TRENTO WAFER NERO LARANJA 22G,1.8900000000000001,1.8900000000000001,0.0,Ausente
