Produto ID,Nome,Marca,SKU,EAN,Preço sem Desconto,Preço com Desconto,Descrição
sp-103457,Cápsulas para Combater a Queda Capilar 60 cápsulas,Miligrama,,7908650101623,0.0,0.0,"<p>**Informações sobre o Produto - Cápsulas para Combater a Queda Capilar 60 Cápsulas**</p><p><br></p><p>**Benefícios:**</p><p>- Ajuda na redução da queda capilar.</p><p>- Auxilia no fortalecimento dos fios.</p><p><br></p><p>**O que é:**</p><p>As Cápsulas para Combater a Queda Capilar são um composto desenvolvido pela Miligrama Farmácia de Manipulação, contendo vitaminas e minerais fundamentais para suplementar o organismo e combater a queda de cabelo.</p><p><br></p><p>**Como age os ativos:**</p><p>- **Vitamina B12:** Coenzima envolvida na síntese de ácidos nucleicos e vias metabólicas importantes, combatendo a queda de cabelo.</p><p>- **Zinco Quelato:** Essencial para diversas funções no corpo; sua deficiência pode levar à queda de cabelo.</p><p>- **Ferro Quelato:** Importante para a composição da hemoglobina, prevenindo anemias que podem afetar cabelos e unhas.</p><p>- **Biotina:** Vitamina do complexo B essencial para a manutenção da integridade da pele, eliminando problemas de queda e fortalecendo cabelos.</p><p>- **Silício Quelato:** Mineral importante para a formação de ossos, tecidos conjuntivos e saúde de cabelos, unhas e pele.</p><p>- **Vitamina A:** Essencial para o crescimento e manutenção de cabelos, unhas e pele, promovendo um crescimento saudável dos fios.</p><p>- **Vitamina B6:** Importante para o metabolismo de aminoácidos, contribuindo para a prevenção da queda capilar.</p><p><br></p><p>**Composição:**</p><p>- Zinco Quelato 7mg</p><p>- Ferro Quelato 30mg</p><p>- Biotina 5mg</p><p>- Silício Quelato 5mg</p><p>- Vitamina A 600mcg</p><p>- Vitamina B12 50mcg</p><p><br></p><p>**Modo de usar:**</p><p>Tomar 1 cápsula ao dia.</p><p><br></p><p>**Advertências:**</p><p>1. Nunca compre medicamento sem orientação de um profissional habilitado.</p><p>2. Imagens meramente ilustrativas.</p><p>3. Pessoas com hipersensibilidade à substância não devem ingerir o produto.</p><p>4. Em caso de hipersensibilidade, descontinuar o uso e consultar o médico.</p><p>5. Não utilizar o medicamento com o prazo de validade vencido.</p><p>6. Manter em temperatura ambiente (15 a 30ºC), protegido da luz, calor e umidade.</p><p>7. Manter fora do alcance de crianças.</p><p>8. Não utilizar durante a gravidez e amamentação sem orientação médica.</p><p>9. Não utilizar por menores de 18 anos.</p><p>10. Siga corretamente o modo de usar. Em caso de persistência dos sintomas, procurar orientação médica.</p><p>11. ""SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO.""</p><p>12. Os resultados e indicações referentes ao uso do produto foram avaliados pelo fabricante do insumo farmacêutico e por estudos que comprovam sua ação, conforme descrito nas referências bibliográficas. Não garantimos os resultados descritos, pois variam de pessoa para pessoa dependendo de fatores como alimentação, exercícios físicos, presença de outras patologias e uso correto do produto.</p><p><br></p><p>**Referências:**</p><p>1. Literatura Silício Quelato, disponível em: http://www.opcaofenix.com.br/site/wp-content/uploads/2012/10/Silicio-Quelato.pdf</p><p>2. P.R. Vade-mécum Brasil. 2006/2007.</p><p>3. Guia Prático da Farmácia Magistral – volume 2, 3° Ed.</p><p>4. Nutrientes e Terapêutica, 3° Ed., 2011.</p><p>5. Nutrição Clínica Funcional – Volume 1, 1° Ed.</p><p>6. Br J Urol. 1998 May. Decreased incidence of prostate cancer with selenium supplementation: results of a double-blind cancer prevention trial.</p>"
sp-55348,Pilexil Shampoo Anticaspa Oleosa 150ml,Pilexil,55348,8430340038401,95.99,76.79,Pilexil Shampoo Anticaspa Oleosa 150ml
sp-67517,Pielus Shampoo Antiqueda 400ml,Mantecorp,62087,7891142981820,124.99,119.9,Pielus Shampoo Antiqueda 400ml
sp-51177,Kerium Ds Shampoo Anticaspa Intensivo 125ml,La Roche Posay,51177,7899706152860,114.99,114.99,"<h3 class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">APRESENTAÇÃO</span></h3><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">O </span><strong style=""color: rgb(29, 29, 29);"">Shampoo Kerium Anticaspa Intensivo</strong><span style=""color: rgb(29, 29, 29);""> foi criado para cabelos que tem o couro cabeludo sensível e produzem muita caspa, o que normalmente causa coceira intensa. Com uma </span><strong style=""color: rgb(29, 29, 29);"">textura em gel</strong><span style=""color: rgb(29, 29, 29);""> e água termal em sua composição, o</span><span style=""color: rgb(0, 0, 0);""> </span><a href=""https://www.paguemenos.com.br/dermocosmeticos/cuidados-com-os-cabelos"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(0, 0, 0);"">shampoo</a><span style=""color: rgb(0, 0, 0);""> </span><strong style=""color: rgb(0, 0, 0);"">a</strong><strong style=""color: rgb(29, 29, 29);"">calma e promove a sensação de limpeza</strong><span style=""color: rgb(29, 29, 29);""> e alívio da coceira.&nbsp;</span></p><h3 class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">COMPOSIÇÃO</span></h3><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Aqua / Water, Sodium Laureth Sulfate, Cocamide MEA, Capryloyl Glycine, Coco-Betaine, Laureth-5 Carboxylic Acid, Salicylic Acid, Cocamide Mipa, Piroctone Olamine, Isopropyl Myristate, Butylparaben, Capryloyl Salicylic Acid, Ethylparaben, Hexylene Glycol, Iodopropynyl Butylcarbamate, Isobutylparaben, Methylparaben, Niacinamide, PEG-4 Dilaurate, PEG-4 Laurate, PEG-55 Propylene Glycol Oleate, Polyquaternium-10, Propylene Glycol, Propylparaben, Sodium Chloride, Sodium Hydroxide, Parfum / Fragrance.</span></p><h3 class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">PARA QUE SERVE</span></h3><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">O Shampoo Anticaspa serve para ajudar no tratamento da caspa no couro cabeludo. Ele realiza uma limpeza profunda, combatendo a caspa sem ressecar os fios.</span></p><h3 class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">COMO DEVO USAR</span></h3><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Use duas vezes na semana no combate a caspa; aplique o produto no couro cabeludo molhado; massageie suavemente e deixe agir por dois minutos; em seguida, enxágue e finalize da maneira que preferir.&nbsp;</span></p><p><br></p>"
sp-51566,Doctar Sensi Shampoo Anticaspa 120ml,Doctar,51566,3282770200614,62.99,62.99,"Doctar Sensi shampoo alia a eficácia Doctar, o shampoo anticaspa nº 1 em vendas e o mais prescrito pelos dematologistas, com o complexo calmante Sensi. <br>                              
É um shampoo de tratamento com fórmula completa no combate à descamação intensa para couros cabeludos sensíveis, sensibilizados ou cabelos quimicamente tratados. Graças a sinergia de ativos, sua ação intensiva e calmante garante eficácia após a primeira aplicação para caspas visíveis e deixa uma sensação de frescor.<br>                                                                                                                                                                                                                                                                                                 Testado dermatologicamente, Doctar Sensi combate a descamação e a formação de novas placas, alivia a coceira do couro cabeludo e limpa profundamente o fio de modo não agressivo.                     <br>                                                                                                                                                                                                                                                                                                            Doctar Sensi shampoo é a melhor solução para a caspa intensas de couros cabeludos sensíveis e sensibilizados!"
sp-51121,Pantogar Top Loção Antiqueda 80ml,Biolab,51121,7896112400493,189.64,184.99,"<h3 class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">APRESENTAÇÃO</span></h3><p class=""ql-align-justify""><strong style=""color: rgb(0, 0, 0);"">Pantogar Top Loção Antiquda 80ml </strong><span style=""color: rgb(0, 0, 0);"">é um produto único para </span><a href=""https://www.paguemenos.com.br/dermocosmeticos/cuidados-com-os-cabelos"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(17, 85, 204);"">cuidados capilares</a><span style=""color: rgb(0, 0, 0);""> concebido para </span><strong style=""color: rgb(0, 0, 0);"">ajudar a prevenir a queda do cabelo e promover o crescimento saudável</strong><span style=""color: rgb(0, 0, 0);""> do cabelo. Contém uma combinação de ingredientes ativos, incluindo pantenol, biotina e zinco piritiona, que</span><strong style=""color: rgb(0, 0, 0);""> trabalham em conjunto para nutrir o couro cabeludo e fortalecer os folículos capilares</strong><span style=""color: rgb(0, 0, 0);"">. Esta loção é indicada para pessoas com cabelo fino ou fraco, que procuram uma solução eficaz para o seu problema.&nbsp;</span></p><h3 class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">COMPOSIÇÃO</span></h3><p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">Aqua, Alcohol, Allium Cepa Bulb Extract, Betaine, Glycerin, Citrus Limon Fruit Extract, Sodium Chloride, Theobroma Cacao Seed Extract, Paullinia Cupana Seed Extract, Maltodextrin, Silica.</span></p><h3 class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">COMO DEVO USAR</span></h3><p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">Pantogar Top Loção Antiqueda deve ser aplicada diretamente no couro cabeludo duas vezes por dia após a lavagem com shampoo e massagear suavemente. Pantogar Top Loção Antiqueda 80ml não deve ser usada por mulheres grávidas ou com alergias conhecidas a qualquer um dos seus ingredientes.</span></p><h3 class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">COMO FUNCIONA</span></h3><p><span style=""color: rgb(0, 0, 0);"">Pantogar TOP Loção Antiqueda é especificamente concebido para visar os folículos capilares. A sua mistura patenteada de extractos naturais é </span><strong style=""color: rgb(0, 0, 0);"">eficaz para retardar e prevenir a queda de cabelo,</strong><span style=""color: rgb(0, 0, 0);""> bem como para encorajar o crescimento mais saudável e mais forte.</span></p><iframe width=""980"" height=""2012"" src=""//www.standout.com.br/biolab/p/pB6TZoqbwE8,/dermo/pantogar-top"" frameborder=""0"" allowfullscreen></iframe>"
sp-67741,Dercos Vichy Sensi Scalp Creme De Limpeza 300ml,Vichy,62160,7899706190602,118.99,118.99,Dercos Vichy Sensi Scalp Creme De Limpeza 300ml
sp-92868,Pielus Detox Shampoo 200ml,Mantecorp,62728,7891142206190,87.99,87.99,Pielus Detox Shampoo 200ml
sp-54279,Pilexil Shmapoo Antiqueda Loção 300ml,Megalabs,54279,8470002063754,152.99,152.99,"<h3>APRESENTAÇÃO</h3><p><span style=""color: windowtext;"">O&nbsp;</span><strong style=""color: windowtext;"">Shampoo Pilexil Antiqueda</strong><span style=""color: windowtext;"">&nbsp;</span><strong style=""color: windowtext;"">Loção&nbsp;</strong><span style=""color: windowtext;"">é um tratamento capilar indicado exclusivamente para a prevenção e redução da queda dos cabelos. Desenvolvido para&nbsp;</span><strong style=""color: windowtext;"">nutrir&nbsp;</strong><span style=""color: windowtext;"">cabelos frágeis e danificados ou com tendência à queda, sua fórmula contém agentes que melhoram o folículo capilar, estimulando o crescimento de fios mais fortes e saudáveis. Ideal para uma aparência forte,&nbsp;</span><strong style=""color: windowtext;"">saudável&nbsp;</strong><span style=""color: windowtext;"">e&nbsp;</span><strong style=""color: windowtext;"">brilhante.</strong><span style=""color: windowtext;"">&nbsp;Pilexil antiqueda contém extrato de Serenoa Serrulatae&nbsp;</span><strong style=""color: windowtext;"">Zinco PCA</strong><span style=""color: windowtext;"">, além de&nbsp;</span><strong style=""color: windowtext;"">Pantenol&nbsp;</strong><span style=""color: windowtext;"">(</span><strong style=""color: windowtext;"">pró-vitaminaB5</strong><span style=""color: windowtext;"">),&nbsp;</span><strong style=""color: windowtext;"">Piridoxina&nbsp;</strong><span style=""color: windowtext;"">(</span><strong style=""color: windowtext;"">vitamina B6</strong><span style=""color: windowtext;"">) e&nbsp;</span><strong style=""color: windowtext;"">vitamina E</strong><span style=""color: windowtext;"">, uma combinação desenvolvida para cuidar e fortalecer os cabelos contra as agressões do dia a dia.</span></p><h3>BENEFÍCIOS</h3><ul><li><span style=""color: windowtext;"">Ação antioxidante, reduz os danos causados por radicais livres.</span></li><li><span style=""color: windowtext;"">Estimula o crescimento de fios mais fortes e saudáveis.</span></li><li><span style=""color: windowtext;"">Nutre, repara e fortalece os fios.</span></li><li><span style=""color: windowtext;"">Ideal para uma aparência forte, saudável e brilhante.</span></li></ul><h3>PARA QUE É INDICADO</h3><p>O Pilexil Shampoo Antiqueda Loção i<span style=""color: windowtext;"">ndicado para prevenção e redução da queda dos cabelos.</span></p><h3><span style=""color: windowtext;"">COMO DEVO USAR</span></h3><ul><li>Agite antes de usar. Aplique nos cabelos molhados e massageie até obter espuma.</li><li>Enxágue e repita a aplicação.</li><li>Deixe atuar durante 2 a 3 minutos. Recomenda-se o uso 3 vezes por semana.</li><li>Quando o cabelo tiver aumento de queda, pode ser usado diariamente.&nbsp;</li></ul><h3>COMO FUNCIONA</h3><p>O Pilexil Shampoo Antiqueda Loção é indispensável para estimular o crescimento do cabelo, nutril-lo e repará-lo, conseguindo uma aparência normal (saudável, forte e brilhante).&nbsp;</p><h3>CONTRAINDICAÇÃO</h3><p>Manter fora do alcance das crianças.</p>"
sp-54281,Pilexil Loção Antiqueda Spray Com 120ml,Megalabs,54281,8430340036469,146.99,146.99,"<h3>APRESENTAÇÃO</h3><p><strong style=""color: black;"">Pilexil </strong><span style=""color: black;"">é um tônico capilar ideal para tratar a queda capilar e </span><strong style=""color: black;"">estimular </strong><span style=""color: black;"">o </span><strong style=""color: black;"">crescimento </strong><span style=""color: black;"">do </span><strong style=""color: black;"">cabelo</strong><span style=""color: black;"">, desde a raiz. Sua fórmula conta com propriedades </span><strong style=""color: black;"">antioxidantes </strong><span style=""color: black;"">que protegem o couro cabeludo, favorecendo o crescimento dos cabelos e </span><strong style=""color: black;"">reforçando sua estrutura</strong><span style=""color: black;"">. Graças à sua fórmula bem desenvolvida, o uso de Pilexil Antiqueda é benéfico nos tipos mais freqüentes de alopecia (ou seja, </span><strong style=""color: black;"">alopecia androgenética </strong><span style=""color: black;"">e </span><strong style=""color: black;"">eflúvio telógeno</strong><span style=""color: black;"">).&nbsp;</span></p><h3>BENEFÍCIOS</h3><ul><li><span style=""color: black;"">Estimula o crescimento saudável de novos fios.</span></li><li><span style=""color: black;"">Aumenta a resistência do cabelo.</span></li><li><span style=""color: black;"">Possui Biotina e propriedades antioxidantes.</span></li><li><span style=""color: black;"">Protege contra agressões externas.</span></li><li><span style=""color: black;"">Reduz a queda do cabelo.</span></li><li><span style=""color: black;"">Ideal para usar a noite.</span></li></ul><h3>PARA QUE É INDICADO </h3><p>O Pilexil Loção Antiqueda <span style=""color: rgb(103, 103, 103);"">indicada para homens e mulheres para tratar a queda de cabelo naqueles que têm tendencia à queda excessiva.&nbsp;</span></p><h3><span style=""color: rgb(103, 103, 103);"">COMO DEVO USAR</span></h3><ul><li>Uso diário.</li><li>Aplicar dose máxima de 15 a 20 pulverização por dia no couro cabeludo.</li><li>Uso diário no primeiro mês + 3X por semana por 3 meses para manutenção.</li></ul><h3>COMO FUNCIONA</h3><p>O Pilexil Loção Antiqueda é indispensável para estimular o crescimento do cabelo, nutril-lo e repará-lo, conseguindo uma aparência normal (saudável, forte e brilhante).&nbsp;</p><h3>CONTRAINDICAÇÃO</h3><p>Manter fora do alcance das crianças.</p>"
sp-47157,Shampoo Pielus Anticaspa 200ml,Pielus,47157,7891142201331,102.99,102.99,"""Pielus é um shampoo anticaspa que possui em sua formulação o Ácido Salicílico, Piroctona Olamina, Zinco
PCA e agentes condicionantes que combinados reduzem a oleosidade e descamação do couro cabeludo sem ressecar e agredir os fios. O Ácido Salicílico auxilia na remoção da caspa e a Piroctona Olamina é um
antifúngico que age no controle da Malassezia furfur, fungo associado à formação da caspa."""
sp-36736,"Klinse N, Shampoo Neutro, Darrow - 140ml",Klinse,36736,7896290402159,49.34,46.99,"Klinse N é um shampoo neutro de uso frequente,  ideal para uso entre tratamentos capilares. Testado dermatologicamente, sua fórmula completa auxilia na recuperação de cabelos danificados, quebradiços e ressecados garantindo hidratação, resistência e brilho para seue cabelo."
sp-97678,Dercos Shampoo Anticaspa Intensivo Vichy 125ml,Vichy,62226,7899706198288,77.99,77.99,Dercos Shampoo Anticaspa Intensivo Vichy 125ml
sp-50785,Dercos Energizante Shampoo Antiqueda 400ml,Vichy,50785,7899706179607,152.99,152.99,"<h3 class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">APRESENTAÇÃO&nbsp;</span></h3><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">O </span><a href=""/dermocosmeticos/cuidados-com-os-cabelos"" rel=""noopener noreferrer"" target=""_blank"" style=""background-color: transparent; color: rgb(0, 0, 0);""><strong>Dercos Energizante Shampoo Antiqueda</strong></a><strong style=""background-color: transparent; color: rgb(0, 0, 0);""> previne a queda de cabelo </strong><span style=""background-color: transparent; color: rgb(0, 0, 0);"">enquanto ajuda a </span><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">fortalecer</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);""> e </span><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">hidratar</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);""> os fios e faz com que o couro cabelo fique saudável e equilibrado. Possui o </span><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">aminexil</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);"">, uma </span><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">molécula antiqueda</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);""> patenteada, que atua </span><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">reduzindo</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);""> o processo de </span><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">envelhecimento</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);""> </span><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">prematuro das raízes</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);"">, o qual é um dos responsáveis pelo afinamento e enrijecimento dos fios.&nbsp;</span></p><h3><span style=""background-color: transparent; color: rgb(0, 0, 0);"">COMPOSIÇÃO</span></h3><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Ingredientes: Aqua / Water, Sodium Laureth Sulfate, Citric Acid, Disodium Cocoamphodiacetate, Glycol Distearate, Ammonium Hydroxide, Carbomer, Diaminopyrimidine Oxide, Disodium Ricinoleamido Mea-sulfosuccinate, Hexylene Glycol, Niacinamide, Panthenol, Peg-55 Propylene Glycol Oleate, Polyquaternium-10, Propylene Glycol, Pyridoxine Hcl, Salicylic Acid, Sodium Benzoate, Sodium Chloride, Sodium Hydroxide, Parfum / Fragrance.</span></p><h3><span style=""background-color: transparent; color: rgb(0, 0, 0);"">PARA QUE É INDICADO</span></h3><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Indicado para:</span></p><ul><li class=""ql-align-justify""><span style=""background-color: transparent;"">Tratar a queda de cabelo</span></li><li class=""ql-align-justify""><span style=""background-color: transparent;"">Fortalecer os cabelos fracos e frágeis</span></li><li class=""ql-align-justify""><span style=""background-color: transparent;"">Dar resistência aos fios</span></li></ul><h3 class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">COMO DEVO USAR</span></h3><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Aplique o produto no cabelo molhado, massageie o couro cabeludo e as mechas do cabelo, e deixe o produto agir por 1 minuto. Logo após, enxágue até retirar todo o produto do cabelo e repita a aplicação. Use frequentemente para melhores resultados e em caso de dúvidas consulte um médico dermatologista. Se o produto entrar em contato com os olhos, enxágue imediatamente. Para um tratamento mais eficaz é recomendado usar toda a linha de Dercos Energizante.</span></p>"
