farmacia,cidade,nome,sku,preco_com_desconto,preco_sem_desconto,desconto,descricao
Oncolog Medicamentos,São Paulo,ANYA - ANASTROZOL 1 MG COM 30 CP, SKU: 7898272945692,22.0,25.32,13.112164296998415,"PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com Anya foram observados em pacientes com tumores com receptor hormonal positivo. Redução da incidência de câncer de mama contralateral em pacientes recebendo Anya como tratamento adjuvante para câncer de mama inicial. Tratamento do câncer de mama avançado em mulheres na pós-menopausa.COMO ESTE MEDICAMENTO FUNCIONA?Anya pertence a uma classe de medicamentos chamados de inibidores da aromatase. Isto significa que Anya interfere em algumas ações da aromatase, uma substância que afeta o nível de certos hormônios sexuais femininos, tais como os estrógenos. Sabe-se que a redução dos níveis do hormônio estradiol no sangue produz um efeito benéfico em mulheres na pósmenopausa que apresentam câncer de mama. Nas mulheres na pós-menopausa, Anya em dose diária de 1 mg, produziu supressão do estradiol superior a 80%. A melhora dos sintomas é observada com o decorrer do tratamento.VENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,AFINITOR - EVEROLIMO 10MG 30 COMPRIMIDOS NOVARTIS, SKU: 7896261016545,"R$ 17.398,25",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Seu médico pode prescrever Afinitor™ comprimidos para o tratamento de: - Mulheres na pós-menopausa com câncer de mama avançado, receptor hormonal positivo, em combinação com um inibidor da aromatase, após terapia endócrina prévia; - Tumores neuroendócrinos avançados (NET) localizados no estômago e intestino, pulmão ou pâncreas; - Câncer avançado do(s) rim(ns) (Carcinoma avançado de Células Renais (CCR) cuja doença tenha progredido durante ou após o tratamento com VEGFR – TKI, quimioterápicos ou imunoterápicos; - Angiomiolipoma renal (um tumor do rim) associado ao Complexo da Esclerose Tuberosa (TSC) que não requeira cirurgia imediata (em pacientes acima de 18 anos); - Astrocitoma subependimário de células gigantes (SEGA, um tumor cerebral específico) associado ao Complexo da Esclerose tuberosa (TSC).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ACETATO DE CIPROTERONA 50MG - 20 COMPRIMIDOS BERGAMO, SKU: 7898149934514,"R$ 70,60",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?O acetato de ciproterona apresenta propriedades antiandrogênicas, ou seja, atua no tratamento de doenças associadas aos hormônios sexuais masculinos, os quais também estão presentes no organismo feminino em pequena quantidade. Converse com o seu médico para obter maiores esclarecimentos sobre a ação do produto e sua utilização.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,AFINITOR - EVEROLIMO 5 MG COM CT BL AL/AL X 30 NOVARTIS, SKU: 7896261016538,"R$ 8.699,10",,,"PARA QUE ESTE MEDICAMENTO FOI INDICADO?Afinitor é indicado para tumores neuroendócrinos avançados (NET) localizados no estômago e intestino, pulmão ou pâncreas.Câncer avançado do(s) rim(ns) (Carcinoma avançado de Células Renais (CCR)) cuja doença tenha progredido durante ou após o tratamento com VEGFR – TKI, quimioterápicos ou imunoterápicos.Astrocitoma subependimário de células gigantes (SEGA, um tumor cerebral específico) associado à esclerose tuberosa (TS).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALFAEPOETINA 10.000 UI/ML SOL INJ CX  FA VD INC X 1 ML , SKU: 7896014660193,"R$ 78,65",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?A alfaepoetina injetável (rHu EPO) esta destinada para o tratamento de anemia em pacientes com insuficiência renal e que se submetem ao regime de diálise. Também é destinada para o tratamento de anemia associado ao câncer e utilização de quimioterápicos, anemia em portador de AIDS submetido ao AZT, em procedimentos pré e perioperatórios, em doenças crônico-degenerativas (artrite-reumatoide).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALECENSA - RABEPRAZOL SÓDICO 150 MG C/224 CÁPSULA DURA, SKU: 7613326002486,33452.48,34571.5,3.2368280230825803,"PARA QUE ESTE MEDICAMENTO É INDICADO? Alecensa  está indicado para o tratamento de pacientes com câncer de pulmão do tipo de “não pequenas células”, que esteja localmente avançado ou metastático e que seja ALK positivo. Alecensa® também está indicado para o tratamento de pacientes com câncer de pulmão do tipo de “não pequenas células”, que esteja localmente avançado ou metastático e que seja ALK positivo e que tenham progredido durante o uso de outro medicamento chamado crizotinibe, ou que sejam intolerantes a ele.COMO ESTE MEDICAMENTO FUNCIONA? Alecensa inibe a atividade do receptor tirosina quinase ALK, o que leva ao bloqueio de vias responsáveis pelo crescimento e sobrevivência do tumor. Além disso, Alecensa  induz a morte das células tumorais. Alectinibe, subtância ativa de Alecensa®, demonstrou atividade contra formas mutantes de ALK, que incluem mutações responsáveis pela resistência ao crizotinibe. Alecensa demonstrou ser capaz de se distribuir e permanecer dentro do sistema nervoso central. Alecensa® levou à regressão do tumor em estudos realizados com camundongos, isso incluiu atividade antitumoral no cérebro e prolongamento da vida animais com tumor intracraniano. Depois que você ingere a cápsula de Alecensa®, a medicação é absorvida e atinge a quantidade máxima no sangue entre 4 (quatro) e 6 (seis) horas. Após 7 (sete) dias de uso, um estado de equilíbrio da quantidade de medicação é atingido no seu sangue.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSIONAL. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALFAEPOETINA - ERITROPOETINA 4.000UI - 1 FRASCO COM 1ML, SKU: 7896014660179,29.99,32.0,6.28125,"PARA QUE ESTE MEDICAMENTO É INDICADO?A alfaepoetina injetável (rHu EPO) esta destinada para o tratamento de anemia em pacientes com insuficiência renal e que se submetem ao regime de diálise. Também é destinada para o tratamento de anemia associado ao câncer e utilização de quimioterápicos, anemia em portador de AIDS submetido ao AZT, em procedimentos pré e perioperatórios, em doenças crônico-degenerativas (artrite-reumatoide).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALKERAN - MELFALANA 2 MG COM 25 COMPRIMIDOS, SKU: 7895858013103,190.15,232.0,18.03879310344827,"PARA QUE ESTE MEDICAMENTO É INDICADO?Alkeran® comprimidos é indicado para o tratamento de mieloma múltiplo e adenocarcinoma ovariano avançado. Alkeran® comprimidos também pode ser usado no tratamento de: ï Câncer de Mama: Alkeran®, tanto em monoterapia quanto em combinação com outras drogas, tem um efeito terapêutico significativo em pacientes que sofrem de câncer de mama avançado. ï Policitemia Vera: Akeran® é efetivo no tratamento de alguns pacientes com Policitemia Vera.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ANASTROZOL 1MG  C/30 COMPRIMIDOS - EUROFARMA, SKU: 7891317022662,17.65,21.57,18.173388966156708,PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com anastrozol foram observados em pacientes com tumores com receptor hormonal positivo. Redução da incidência de câncer de mama contralateral em pacientes recebendo anastrozol como tratamento adjuvante para câncer de mama inicial. Tratamento do câncer de mama avançado em mulheres na pós-menopausa.VENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO.
Oncolog Medicamentos,São Paulo,ANDROCUR - CIPROTERONA 50 MG C/20 COMPRIMIDOS, SKU: 7891106913904,207.01,223.05,7.191212732571188,"PARA QUE ESTE MEDICAMENTO É INDICADO?Androcur contém acetato de ciproterona que apresenta propriedades antiandrogênicas, ou seja, atua no tratamento de doenças associadas aos hormônios sexuais masculinos, os quais também estão presentes no organismo feminino em pequena quantidade. Converse com o seu médico para obter maiores esclarecimentos sobre a ação do produto e sua utilização.COMO ESTE MEDICAMENTO FUNCIONA?Androcur (acetato de ciproterona) é uma preparação hormonal que bloqueia o efeito dos andrógenos que são hormônios sexuais produzidos principalmente em homens, mas também, em menor quantidade, em mulheres. Em pacientes do sexo feminino, Androcur® (acetato de ciproterona) influencia favoravelmente condições andrógeno-dependentes como problemas de crescimento excessivo de pelo no hirsutismo, perda de cabelo no couro cabeludo (alopecia androgênica) e aumento da atividade da glândula sebácea em acne e seborreia. Em pacientes do sexo masculino, Androcur® (acetato de ciproterona) reduz a concentração de testosterona (andrógenos) no sangue, o que resulta na redução do impulso em desvios sexuais. Sabe-se também que andrógenos estimulam o crescimento do câncer de próstata, e nestes pacientes, Androcur (acetato de ciproterona) inibe este efeito.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSIONAL. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ANYA - ANASTROZOL 1 MG COM 30 CP, SKU: 7898272945692,22.0,25.32,13.112164296998415,"PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com Anya foram observados em pacientes com tumores com receptor hormonal positivo. Redução da incidência de câncer de mama contralateral em pacientes recebendo Anya como tratamento adjuvante para câncer de mama inicial. Tratamento do câncer de mama avançado em mulheres na pós-menopausa.COMO ESTE MEDICAMENTO FUNCIONA?Anya pertence a uma classe de medicamentos chamados de inibidores da aromatase. Isto significa que Anya interfere em algumas ações da aromatase, uma substância que afeta o nível de certos hormônios sexuais femininos, tais como os estrógenos. Sabe-se que a redução dos níveis do hormônio estradiol no sangue produz um efeito benéfico em mulheres na pósmenopausa que apresentam câncer de mama. Nas mulheres na pós-menopausa, Anya em dose diária de 1 mg, produziu supressão do estradiol superior a 80%. A melhora dos sintomas é observada com o decorrer do tratamento.VENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALIMTA - PEMETREXEDE 500 MG PO LIOF SOL INJ CT FA VD TRANS X 50 ML , SKU: 7896382705366,"R$ 10.591,56",,,"PARA QUE ESTE MEDICAMENTO É INDICADO? ALIMTA pode ser utilizado para o tratamento dos seguintes tipos de câncer: - mesotelioma pleural maligno que não pode ser retirado por cirurgia; para o tratamento do mesotelioma, ALIMTA deve ser utilizado em combinação com uma cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), como quimioterapia inicial; para tal tratamento, ALIMTA deve ser utilizado em combinação com cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), cuja doença não progrediu após 4 ciclos de quimioterapia a base de platina; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), após quimioterapia prévia; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” metastático), em pacientes não tratados previamente; para este tratamento, ALIMTA deve ser usado em combinação com pembrolizumabe e quimioterapia à base de platina.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ARIMIDEX - ANASTROZOL 1MG - 28 COMPRIMIDOS, SKU: 7896206400866,"R$ 1.008,80",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com ARIMIDEX foram observados em pacientes com tumores com receptor hormonal positivo. Redução da incidência de câncer de mama contralateral em pacientes recebendo ARIMIDEX como tratamento adjuvante para câncer de mama inicial. Tratamento do câncer de mama avançado em mulheres na pós-menopausa.VENDA SOB PRESCRIÇÃO MÉDICA; NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,AROMASIN - EXEMESTANO 25MG C/ 30 COMPRIMIDOS - PFIZER, SKU: 7891268100501,460.0,725.0,36.55172413793103,"PARA QUE ESTE MEDICAMENTO É INDICADO?Aromasin® (exemestano) drágea é indicado para o tratamento adjuvante (auxiliar) em mulheres pósmenopausadas com câncer de mama inicial, para diminuir a chance da doença recorrer (voltar) e também para reduzir o risco de desenvolvimento de câncer na outra mama. Nos estudos clínicos, Aromasin® foi utilizado após o uso de tamoxifeno por 2 a 3 anos, por um período total de 5 anos (ou seja, 2-3 anos de tamoxifeno seguido por 3-2 anos de Aromasin®). Aromasin® é indicado para o tratamento de primeira linha (tratamento inicial) do câncer de mama avançado em mulheres pós-menopausadas. Aromasin® é indicado também para o tratamento de segunda linha (depois da falha do tratamento inicial) do câncer de mama avançado em mulheres pósmenopausadas, cuja doença progrediu após tratamento hormonal. Aromasin® também é indicado para o tratamento de terceira linha (depois da falha da segunda linha) do câncer de mama avançado em mulheres pósmenopausadas cuja doença progrediu após tratamento com: antiestrógenos (bloqueadores do estrógeno; tipo de hormônio feminino) e/ou inibidores não esteroides da aromatase (bloqueador de enzima produtora de estrógeno) ou progestágenos (semelhante a progesterona; tipo de hormônio feminino).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ATRED - PEMETREXEDE DISSÓDICO 100 MG PO LIOF SOL INJ CT FA VD TRANS, SKU: 7896094208193,333.5,500.0,33.3,"PARA QUE ESTE MEDICAMENTO É INDICADO? Atred pode ser utilizado para o tratamento dos seguintes tipos de câncer: - Mesotelioma pleural maligno que não pode ser retirado por cirurgia; para o tratamento do mesotelioma, Atred® deve ser utilizado em combinação com uma cisplatina. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), como quimioterapia inicial; para tal tratamento, Atred® deve ser utilizado em combinação com cisplatina. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), cuja doença não progrediu após quatro ciclos de quimioterapia a base de platina; para tal tratamento, Atred® deve ser utilizado como agente isolado. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), após quimioterapia prévia; para tal tratamento, Atred® deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” metastático), em pacientes não tratados previamente; para este tratamento, Atred® deve ser usado em combinação com pembrolizumabe e quimioterapia à base de platina. VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ATRED - PEMETREXEDE DISSÓDICO 500 MG PO LIOF SOL INJ CT FA VD TRANS, SKU: 7896094208186,1656.5,1982.7,16.45231250315227,"PARA QUE ESTE MEDICAMENTO É INDICADO?Atred pode ser utilizado para o tratamento dos seguintes tipos de câncer: - Mesotelioma pleural maligno que não pode ser retirado por cirurgia; para o tratamento do mesotelioma, Atred® deve ser utilizado em combinação com uma cisplatina. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), como quimioterapia inicial; para tal tratamento, Atred® deve ser utilizado em combinação com cisplatina. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), cuja doença não progrediu após quatro ciclos de quimioterapia a base de platina; para tal tratamento, Atred® deve ser utilizado como agente isolado. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), após quimioterapia prévia; para tal tratamento, Atred® deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” metastático), em pacientes não tratados previamente; para este tratamento, Atred® deve ser usado em combinação com pembrolizumabe e quimioterapia à base de platina. VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,"AFINITOR - EVEROLIMO 2,5 MG COM CT BL AL/AL X 30 NOVARTIS", SKU: 7896261018075,"R$ 3.997,70",,,"PARA QUE ESTE MEDICAMENTO FOI INDICADO?Afinitor é indicado para tumores neuroendócrinos avançados (NET) localizados no estômago e intestino, pulmão ou pâncreas.Câncer avançado do(s) rim(ns) (Carcinoma avançado de Células Renais (CCR)) cuja doença tenha progredido durante ou após o tratamento com VEGFR – TKI, quimioterápicos ou imunoterápicos.Astrocitoma subependimário de células gigantes (SEGA, um tumor cerebral específico) associado à esclerose tuberosa (TS).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALIMTA - PEMETREXEDE 100 MG PO LIOF SOL INJ CT FA VD TRANS X 10 ML , SKU: 7896382706295,"R$ 1.877,50",,,"PARA QUE ESTE MEDICAMENTO É INDICADO? ALIMTA pode ser utilizado para o tratamento dos seguintes tipos de câncer: - mesotelioma pleural maligno que não pode ser retirado por cirurgia; para o tratamento do mesotelioma, ALIMTA deve ser utilizado em combinação com uma cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), como quimioterapia inicial; para tal tratamento, ALIMTA deve ser utilizado em combinação com cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), cuja doença não progrediu após 4 ciclos de quimioterapia a base de platina; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), após quimioterapia prévia; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” metastático), em pacientes não tratados previamente; para este tratamento, ALIMTA deve ser usado em combinação com pembrolizumabe e quimioterapia à base de platina.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALIMTA - PEMETREXEDE 500 MG PO LIOF SOL INJ CT FA VD TRANS X 50 ML , SKU: 7896382705366,"R$ 10.591,56",,,"PARA QUE ESTE MEDICAMENTO É INDICADO? ALIMTA pode ser utilizado para o tratamento dos seguintes tipos de câncer: - mesotelioma pleural maligno que não pode ser retirado por cirurgia; para o tratamento do mesotelioma, ALIMTA deve ser utilizado em combinação com uma cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), como quimioterapia inicial; para tal tratamento, ALIMTA deve ser utilizado em combinação com cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), cuja doença não progrediu após 4 ciclos de quimioterapia a base de platina; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), após quimioterapia prévia; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” metastático), em pacientes não tratados previamente; para este tratamento, ALIMTA deve ser usado em combinação com pembrolizumabe e quimioterapia à base de platina.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALFAEPOETINA 10.000 UI/ML SOL INJ CX  FA VD INC X 1 ML , SKU: 7896014660193,"R$ 78,65",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?A alfaepoetina injetável (rHu EPO) esta destinada para o tratamento de anemia em pacientes com insuficiência renal e que se submetem ao regime de diálise. Também é destinada para o tratamento de anemia associado ao câncer e utilização de quimioterápicos, anemia em portador de AIDS submetido ao AZT, em procedimentos pré e perioperatórios, em doenças crônico-degenerativas (artrite-reumatoide).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ANASTROZOL 1MG  C/30 COMPRIMIDOS - EUROFARMA, SKU: 7891317022662,17.65,21.57,18.173388966156708,PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com anastrozol foram observados em pacientes com tumores com receptor hormonal positivo. Redução da incidência de câncer de mama contralateral em pacientes recebendo anastrozol como tratamento adjuvante para câncer de mama inicial. Tratamento do câncer de mama avançado em mulheres na pós-menopausa.VENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO.
Oncolog Medicamentos,São Paulo,ANDROCUR - CIPROTERONA 50 MG C/20 COMPRIMIDOS, SKU: 7891106913904,207.01,223.05,7.191212732571188,"PARA QUE ESTE MEDICAMENTO É INDICADO?Androcur contém acetato de ciproterona que apresenta propriedades antiandrogênicas, ou seja, atua no tratamento de doenças associadas aos hormônios sexuais masculinos, os quais também estão presentes no organismo feminino em pequena quantidade. Converse com o seu médico para obter maiores esclarecimentos sobre a ação do produto e sua utilização.COMO ESTE MEDICAMENTO FUNCIONA?Androcur (acetato de ciproterona) é uma preparação hormonal que bloqueia o efeito dos andrógenos que são hormônios sexuais produzidos principalmente em homens, mas também, em menor quantidade, em mulheres. Em pacientes do sexo feminino, Androcur® (acetato de ciproterona) influencia favoravelmente condições andrógeno-dependentes como problemas de crescimento excessivo de pelo no hirsutismo, perda de cabelo no couro cabeludo (alopecia androgênica) e aumento da atividade da glândula sebácea em acne e seborreia. Em pacientes do sexo masculino, Androcur® (acetato de ciproterona) reduz a concentração de testosterona (andrógenos) no sangue, o que resulta na redução do impulso em desvios sexuais. Sabe-se também que andrógenos estimulam o crescimento do câncer de próstata, e nestes pacientes, Androcur (acetato de ciproterona) inibe este efeito.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSIONAL. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ANYA - ANASTROZOL 1 MG COM 30 CP, SKU: 7898272945692,22.0,25.32,13.112164296998415,"PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com Anya foram observados em pacientes com tumores com receptor hormonal positivo. Redução da incidência de câncer de mama contralateral em pacientes recebendo Anya como tratamento adjuvante para câncer de mama inicial. Tratamento do câncer de mama avançado em mulheres na pós-menopausa.COMO ESTE MEDICAMENTO FUNCIONA?Anya pertence a uma classe de medicamentos chamados de inibidores da aromatase. Isto significa que Anya interfere em algumas ações da aromatase, uma substância que afeta o nível de certos hormônios sexuais femininos, tais como os estrógenos. Sabe-se que a redução dos níveis do hormônio estradiol no sangue produz um efeito benéfico em mulheres na pósmenopausa que apresentam câncer de mama. Nas mulheres na pós-menopausa, Anya em dose diária de 1 mg, produziu supressão do estradiol superior a 80%. A melhora dos sintomas é observada com o decorrer do tratamento.VENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ARAZABI - ANASTROZOL 1 MG COM REV CT BL AL PLAS PVDC OPC X 30, SKU: 7896004755229,"R$ 45,50",,,PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com ARAZABI (anastrozol) foram observados em pacientes com tumores com receptor hormonal positivo.Redução da incidência de câncer de mama contralateral em pacientes recebendo anastrozol como tratamento adjuvante para câncer de mama inicial.Tratamento do câncer de mama avançado em mulheres na pós-menopausa.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSIONAL. NÃO COLOQUE SUA SAÚDE EM RISCO.
Oncolog Medicamentos,São Paulo,ARIMIDEX - ANASTROZOL 1MG - 28 COMPRIMIDOS, SKU: 7896206400866,"R$ 1.008,80",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com ARIMIDEX foram observados em pacientes com tumores com receptor hormonal positivo. Redução da incidência de câncer de mama contralateral em pacientes recebendo ARIMIDEX como tratamento adjuvante para câncer de mama inicial. Tratamento do câncer de mama avançado em mulheres na pós-menopausa.VENDA SOB PRESCRIÇÃO MÉDICA; NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, NÃO COLOQUE SUA SAÚDE EM RISCO."
