,Título,Marca,Preço sem Desconto,Preço com Desconto,ID,SKU
713,RYBELSUS 7MG C/30CPR,BAGO,"R$ 1.231,19","R$ 1.046,51",1588836,66618
714,STANGLIT 15MG C/60 CPR,LIBBS,"R$ 139,24","R$ 118,35",3708805,67521
715,"TRAYENTA DUO 2,5/1000MG C/60CPR",BOEHRINGER INGELHEIM,"R$ 303,82","R$ 258,25",1798639,80667
716,AGLUCOSE 50MG C/30CP,BRACE PHARMA,"R$ 41,38","R$ 35,17",70734,82680
717,AZUKON MR 30MG C/30CPR,TORRENT,"R$ 21,11","R$ 14,99",70733,82681
718,DIAMICRON MR 60MG C/60CPR*,SERVIER,"R$ 195,10","R$ 165,84",648805,83231
719,GALVUS 50MG C/28 CPR,NOVARTIS,"R$ 123,51","R$ 104,98",628502,83852
720,GALVUS 50MG C/56 CPR **,NOVARTIS,"R$ 247,06","R$ 210,00",628710,91127
721,HUMULIN N REFIL 2X3ML,ELI LILLY DO BRASIL,"R$ 88,30","R$ 66,30",2628631,96188
722,LANTUS 100UI/ML F/A 10ML,SANOFI AVENTIS,"R$ 327,64","R$ 278,49",9991073,103757
723,"Toujeo 300 U/1,5ml Caneta Solostar",SANOFI AVENTIS,"R$ 280,82","R$ 238,70",648697,96590
724,"XULTOPHY 3,6MG/ML C/ 1 SIST APL (GELAD)",VULT,"R$ 306,99","R$ 260,94",648696,97746
725,AGLUCOSE 100MG 30CPR,CHIESI,"R$ 62,80","R$ 53,38",622363,80233
726,BASAGLAR C/5 REFIS 3ML,ELI LILLY DO BRASIL,"R$ 284,09","R$ 241,48",538739,101210
727,BASAGLAR KWIKPEN 5 CANETAS 3ML,ELI LILLY DO BRASIL,"R$ 287,16","R$ 244,09",648676,83218
728,DAONIL 5MG C/30CPR,SANOFI AVENTIS,"R$ 23,58","R$ 20,04",648634,83230
729,GLIBENCLAMIDA GEN 5MG C/30CPR MEDLEY,MEDLEY,"R$ 14,17","R$ 11,90",449511,90961
730,HUMALOG 100UI C/2REFIS 3ML,ELI LILLY DO BRASIL,"R$ 129,19","R$ 109,81",210804,91891
731,HUMULIN N 10ML*,ELI LILLY DO BRASIL,"R$ 81,90","R$ 61,40",508501,86210
732,JANUMET XR 50/1000MG CX C/60CPR,MSD,"R$ 314,03","R$ 266,93",9992984,105031
733,"NESINA MET 12,5/850MG C/60 CPR",HYPERA PHARMA,"R$ 173,83","R$ 147,76",108696,91908
734,Onglyza 5mg 28 Comprimidos,ASTRAZENECA,"R$ 165,19","R$ 140,41",100839,89812
735,RYBELSUS 3MG C/30CPR,BAGO,"R$ 543,84","R$ 462,26",100838,89811
736,TRAYENTA 5MG C/10CPR,BOEHRINGER INGELHEIM,"R$ 102,63","R$ 87,24",1648621,90283
737,"TRAYENTA DUO 2,5/850MG C/60 CPR",BOEHRINGER INGELHEIM,"R$ 303,82","R$ 258,25",628507,67144
738,"Trayenta Duo 2,5mg + 500mg,60 comprimidos",BOEHRINGER INGELHEIM,"R$ 303,82","R$ 258,25",9072301,98342
739,Victoza 6mg com 2 Canetas Aplicadoras,VULT,"R$ 671,43","R$ 570,72",130814,80844
740,APIDRA FRASCO 10ML,SANOFI AVENTIS,"R$ 151,02","R$ 128,37",9990712,103391
741,BETES 2MG C/30 CPR,EUROFARMA,"R$ 45,57","R$ 38,73",449501,83437
742,Dobeven 500mg 30 capsulas,APSEN DO BRASIL,"R$ 96,51","R$ 82,03",100842,83441
743,DOBEVEN 500MG 60CAPS,APSEN DO BRASIL,"R$ 173,76","R$ 147,70",348834,84952
744,JANUVIA 100MG C/28CPR REVEST,MSD,"R$ 321,58","R$ 273,34",9993823,106496
745,JARDIANCE 25MG C/30CPR**,BOEHRINGER INGELHEIM,"R$ 305,79","R$ 198,00",218734,99971
746,MERITOR 2/1000 C/30CP,ACHE,"R$ 60,21","R$ 51,18",9350813,86776
747,METFORMINA GEN 500MG C/30CPR TEUTO,TEUTO,"R$ 7,98","R$ 6,39",9993814,106487
748,"NESINA 12,5MG C/30 CPR REV",HYPERA PHARMA,"R$ 153,93","R$ 130,84",1830306,93061
749,PIOGLITAZONA GEN 30MG C/15 CPR EMS,EMS,"R$ 74,46","R$ 56,90",1830307,93063
750,RYBELSUS 14MG C/30CPR,BAGO,"R$ 1.231,19","R$ 1.046,51",9993673,106356
751,Stanglit 15mg com 30 Comprimidos,LIBBS,"R$ 84,94","R$ 72,20",138606,84246
752,Stanglit 45mg 30 Comprimidos,LIBBS,"R$ 222,71","R$ 189,30",3248866,80124
753,SUGANON 5MG 30CPR,EUROFARMA,"R$ 154,76","R$ 131,55",132002,90028
754,LITOCIT 10MG C/60CPR**,APSEN DO BRASIL,"R$ 82,20","R$ 69,87",1300603,92040
755,CRANBERRY CR C/30SACHES HERBARIUN**,HERBARIUN,,"R$ 103,10",5818601,91993
756,Uro vaxom 6 mg com 30 capsulas,APSEN DO BRASIL,"R$ 157,82","R$ 134,15",138802,87656
757,UROCRAN CRAN BERRY 30 capsulas,MYRALIS PHARMA,,"R$ 95,94",132001,87657
758,MYRBETRIC 50 MG C/30 CPR,ASTELLAS FARMA,"R$ 313,37","R$ 266,36",3710314,98663
759,RETEMIC 5MG C/60 COMP,APSEN DO BRASIL,"R$ 71,58","R$ 60,84",3710313,98664
760,RETEMIC UD 10MG C/30CPR,APSEN DO BRASIL,"R$ 129,54","R$ 110,11",5810101,90212
761,"Succinato de Solifenacina Ranbaxy 10mg, 30 comprimidos",RANBAXY - RANBAXY FARMACEUTICA LTDA,"R$ 161,20","R$ 95,90",2820162,87422
762,"Succinato de Solifenacina Ranbaxy 5mg, 30 comprimidos r...",RANBAXY - RANBAXY FARMACEUTICA LTDA,"R$ 131,72","R$ 95,90",138801,87655
763,VESICARE 5MG C/30 COMP REVES**,ASTELLAS FARMA,"R$ 219,26","R$ 186,37",1580156,96886
764,Pyridium 100mg com 25 Drageas,ZODIAC,"R$ 19,31","R$ 16,41",138605,84247
765,Retemic 5mg com 30 Comprimidos,APSEN DO BRASIL,"R$ 43,11","R$ 36,64",2820163,87423
766,IMPERE 10MG C/30 CPR REVES,EMS,"R$ 174,59","R$ 148,40",1788624,88498
767,LITOCIT 5MG C/60CPR,APSEN DO BRASIL,"R$ 65,51","R$ 55,68",5818802,90211
768,Pyridium 200mg com 18 Drageas,ZODIAC,"R$ 24,21","R$ 20,58",628617,85787
769,SEPURIN COM 20 DRAGEAS,GROSS,"R$ 45,90","R$ 39,02",9993740,105554
770,VESICARE 10MG C/30 COMP REVES,ASTELLAS FARMA,"R$ 268,31","R$ 228,06",108617,68104
771,NOVALGINA SOL ORAL 100ML*,SANOFI CONSUMO,,"R$ 43,99",620812,85785
772,NOVALGINA 1G C/20CPR,SANOFI +,"R$ 39,99","R$ 31,99",218660,85378
773,BUSCOPAN SIMPLES GTS 20ML*,HYPERA PHARMA,,"R$ 22,32",620822,85775
774,NOVALGINA GTS 10ML*,SANOFI CONSUMO,,"R$ 15,65",618812,66592
775,NEOSALDINA ENV C/4CPR,HYPERA PHARMA,,"R$ 7,99",620820,97367
776,NOVALGINA 1G C/4 CPR,SANOFI CONSUMO,,"R$ 11,45",1698632,80888
777,ADVIL 400MG C/3CAPS,ADVIL,"R$ 9,90","R$ 7,90",618811,66593
778,NOVALGINA 1G C/10COMP**,SANOFI CONSUMO,"R$ 22,99","R$ 17,49",9993763,106437
779,DORIL ENV 6CPR,HYPERA PHARMA,,"R$ 9,98",2038608,67187
780,ADVIL 400MG C/8CAPS,HALEON,"R$ 25,42","R$ 19,09",138681,85085
781,BUSCOPAN COMPOSTO BLISTER 4CPR,HYPERA PHARMA,,"R$ 5,91",218729,95938
782,APRACUR C/6CPR,HYPERA PHARMA,,"R$ 10,99",108616,68102
783,MIOSAN 10MG C/10CPR,APSEN DO BRASIL,"R$ 22,34","R$ 18,99",9995047,107026
784,NEOSALDINA C/10 DRAGEAS*,HYPERA PHARMA,,"R$ 18,99",530824,94189
785,BUSCOPAN SIMPLES C/20 DRG**,HYPERA PHARMA,,"R$ 22,32",6070831,97793
786,NEVRALGEX 30CPR,CIMED,"R$ 23,21","R$ 4,99",9991054,103737
787,DIPIRONA MEDLEY 500MG CX C/30 CPR GEN**,MEDLEY,"R$ 31,55","R$ 15,90",211601,85376
788,LISADOR DIP ENVELOPE C/8 CPR,HYPERA PHARMA,,"R$ 18,74",6070813,96125
789,DORILAX DT C/4CPR,DORILAX,,"R$ 3,06",6070826,97549
790,NEOSALDINA CX C/30CPR,HYPERA PHARMA,"R$ 40,98","R$ 32,90",1698642,80890
791,ALIVIUM 400MG ENV C/3 CAPS LIQUI,HYPERA PHARMA,,"R$ 8,98",218618,85375
792,ATROFEM 400MG CARTELA C/2 CAPS GEL,HYPERA PHARMA,,"R$ 5,91",9990631,103308
793,DORIL ENXAQUECA ENV C/4CPR,HYPERA PHARMA,,"R$ 9,79",1808817,89922
794,NEOSALDINA C/20DRG*,HYPERA PHARMA,"R$ 31,48","R$ 22,90",108675,68096
795,NEOCOPAN C/20 CPR UNIAO,UNIAO QUIMICA,"R$ 18,20","R$ 15,47",100828,68099
796,TYLENOL 500MG 20CPR**,JOHNSON & JOHNSON - OTC,,"R$ 35,00",620819,85779
797,BUSCOFEM 400MG C/10CAPS,HYPERA PHARMA,"R$ 30,48","R$ 25,91",178705,66319
798,BUSCOPAN CPTO C/20 CPR,HYPERA PHARMA,,"R$ 24,29",370809,98916
799,NOVALGINA 500MG C/10CPR,SANOFI CONSUMO,,"R$ 15,78",9993099,105139
800,AAS INFANTIL ENV C/10**,HYPERA PHARMA,,"R$ 9,16",1800205,89931
801,DORFLEX UNO 1G ENV C/4 CPR,DORFLEX,,"R$ 7,74",530215,86438
802,NEOSALDINA DIP 1G 10CPR,HYPERA PHARMA,"R$ 19,98","R$ 14,99",4994502,89004
803,TYLENOL DC ENV C/4CPR**,JOHNSON & JOHNSON - OTC,,"R$ 8,79",4994505,89007
804,PARACETAMOL GEN 750MG C/20CPR MEDLEY*,MEDLEY,"R$ 28,53","R$ 13,80",518607,67311
805,SONRIDOR C/2 CPR EFERV,HALEON,,"R$ 7,34",514002,68193
806,SONRIDOR CAF ENV C/2 CPR EFERV,HALEON,,"R$ 7,79",9991190,103876
807,ASPIRINA-C EFERV ENV C/2,BAYER,,"R$ 8,99",6070807,92338
808,CAFIASPIRINA ENV 4CPR,BAYER,,"R$ 6,99",9070834,97705
809,ADVIL MULHER 400MG C/2 CAPS,ADVIL,"R$ 6,60","R$ 4,95",458804,84216
810,ALIVIUM 400MG C/10 CAPS LIQUIDA,HYPERA PHARMA,"R$ 29,96","R$ 24,90",6070848,98754
811,PARACETAMOL+CODEINA 500/30MG GEN C/24 EU,EUROFARMA,,"R$ 47,09",574005,66790
812,LISADOR ENV C/8CPR,HYPERA PHARMA,,"R$ 21,40",9993945,106605
813,LISADOR DIP ENVELOPE C/4 CPR,HYPERA PHARMA,,"R$ 9,37",108654,66989
814,ALIVIUM 100MG/ML GOTAS 20ML,HYPERA PHARMA,,"R$ 49,07",9990074,102748
815,BUSCOFEM 400MG C/20CAPS,HYPERA PHARMA,"R$ 54,00","R$ 45,90",9990135,102811
816,ANADOR C/4CPR,SANOFI CONSUMO,,"R$ 5,19",6078611,95297
817,DORFLEX UNO 1G COM 20 COMPRIMIDOS,SANOFI CONSUMO,"R$ 25,99","R$ 19,99",517802,82260
818,ADVIL MULHER 400MG C/10 CAPS,HALEON,"R$ 31,80","R$ 23,85",531103,83263
819,LISADOR DIP CAIXA C/20 CPR,HYPERA PHARMA,,"R$ 42,98",108681,68098
820,FLANAX 550MG ENV C/2 CPR,BAYER,,"R$ 7,00",1808693,89933
821,IBUPROFENO GEN 100MG GTS 20ML MEDLEY**,MEDLEY,"R$ 16,23","R$ 9,85",138687,85087
822,BUSCOFEM 400MG C/2CAPS GEL,HYPERA PHARMA,,"R$ 6,75",1808656,89926
823,Tylenol Sinus 500mg com 24 Comprimidos,JOHNSON & JOHNSON - OTC,"R$ 22,76","R$ 19,35",9993691,106370
824,MIOSAN 5MG C/10 CPR,APSEN DO BRASIL,"R$ 20,05","R$ 17,04",658667,85250
825,TYLENOL 750MG C/4COMP,JOHNSON & JOHNSON - OTC,,"R$ 15,39",9993098,105138
826,BUSCOFEM HOT 2 SACHES,HYPERA PHARMA,"R$ 75,88","R$ 21,90",2090802,97981
827,"NARAMIG 2,5MG C/4CPR*",GSK,"R$ 26,21","R$ 22,28",6070804,95295
828,NEOSALDINA DIP 1G 20CPR,HYPERA PHARMA,"R$ 30,48","R$ 26,90",208811,67534
829,Tylenol Sinus 500mg + 30mg com 36 comprimidos,JOHNSON & JOHNSON - OTC,"R$ 34,11","R$ 28,99",9994078,106729
830,LISADOR C/24CPR**,HYPERA PHARMA,,"R$ 60,74",454005,84211
831,BACLON 10MG C/20CPR**,GENOM,"R$ 29,53","R$ 25,10",9992750,104955
832,COLICALIV GOTAS 30ML,HERBARIUN,"R$ 96,25","R$ 82,90",531101,86444
833,LISADOR C/16CPR,HYPERA PHARMA,,"R$ 44,98",1838630,89162
834,PARACETAMOL GEN 750MG C/20CPR EMS,EMS - GENERICOS,"R$ 18,77","R$ 12,15",9992392,105723
835,PARACETAMOL GEN GTS 15ML MEDLEY*,MEDLEY,"R$ 18,26","R$ 7,90",340299,89362
836,"Sumax 6mg/0,5mL 1 seringa com 0,5mL",LIBBS,"R$ 81,09","R$ 76,79",178834,66320
837,PARACETAMOL+PSEUD 500+30MG 24CPR EMS,EMS,"R$ 14,74","R$ 11,90",9993708,106385
838,Tandrilax com 15 Comprimidos,ACHE,"R$ 17,48","R$ 14,86",370810,98913
839,AAS PROTECT 100MG C/30CPR,HYPERA PHARMA,"R$ 22,16","R$ 18,84",9350801,86423
840,ADESIVO PARA FEBRE BYE BYE FEVER CRIANCA C/2UN,HISAMITSU,,"R$ 12,89",1978680,86648
841,DORFLEX UNO 1G COM 10 COMPRIMIDOS EFERVESCENTES,SANOFI CONSUMO,"R$ 32,77","R$ 27,85",1580270,89742
842,PARACETAMOL GEN GTS 15ML EMS*,EMS,"R$ 10,81","R$ 6,99",9994168,106816
843,PIASCLEDINE 300MG C/30CAPS,ABBOTT,"R$ 309,04","R$ 262,68",518605,67305
844,TORAGESIC 10MG C/20CPR SUBL **,EMS,"R$ 93,91","R$ 79,82",510234,67307
845,ANADOR 1G C/10CPR,SANOFI +,,"R$ 15,35",538738,94190
846,ASPIRINA AD 500MG C/10 CPR,BAYER,,"R$ 10,99",370807,98914
847,ASPIRINA PREVENT 100MG C/30CPR,BAYER,"R$ 23,29","R$ 19,80",9993817,106490
848,DIPIRONA SOD 100ML GEN MEDLEY,MEDLEY,"R$ 22,63","R$ 15,90",6078610,95296
849,DORFLEX UNO 1G CAIXA C/10 CPR,SANOFI CONSUMO,"R$ 16,99","R$ 13,99",620813,85786
850,IBUFRAN 600MG 30 CPR,MUSTELA - SOUBALCO IMPORT.E EX,"R$ 48,70","R$ 41,40",9991795,104509
851,LISADOR DIP CAIXA C/10 CPR,HYPERA PHARMA,,"R$ 23,89",4994508,89008
852,NOVALGINA GTS 20ML,SANOFI CONSUMO,,"R$ 29,68",340135,89361
853,NUROMOL 200/500MG C/12CPR,RECKITT,"R$ 29,99","R$ 11,99",178830,66318
854,SONRIDOR CAF ENV C4 CPR EFERV,HALEON,,"R$ 14,86",9991927,104649
855,TANDRILAX 30CPR,ACHE,"R$ 33,49","R$ 28,47",574001,66793
856,AAS INFANTIL C/30CPR **,HYPERA PHARMA,,"R$ 25,54",6078607,94212
857,ADVIL 12HS 600MG C/2CPR,ADVIL,,"R$ 8,58",9991760,104468
858,ALIVIUM 50MG/ML GOTAS 30ML**,HYPERA PHARMA,,"R$ 47,58",9995162,107041
859,DORIL ENXAQUECA CAIXA C/18CPR,HYPERA PHARMA,,"R$ 39,98",178821,66317
860,FLANAX 550MG C/15CPR,BAYER,,"R$ 28,98",9994167,106815
861,WASH IN SOLUCAO NASAL 100ML,COLGATE,,"R$ 4,99",340189,68415
862,AAS INFANTIL C/120CPR,HYPERA PHARMA,,"R$ 90,76",440327,84838
863,ANADOR 1G C/20CPR,SANOFI +,,"R$ 27,63",138607,85086
864,Cefaliv com 12 Comprimidos,ACHE,"R$ 21,42","R$ 18,21",138684,85090
865,MAXALT 10MG C/2 CPR**,SUPERAFARMA,"R$ 35,57","R$ 30,23",9992979,105026
866,MIOSAN 10MG C/30CPR,APSEN DO BRASIL,"R$ 67,35","R$ 57,25",9991380,104072
867,MIOSAN CAF 5+30MG C/15 CPR,APSEN DO BRASIL,"R$ 30,14","R$ 25,62",6070808,92341
868,TORMIV SL 10CPR,ACHE,"R$ 37,93","R$ 32,24",1861213,82271
869,ADVIL 400MG LV8 PG6 - BLISTERS,GLAXO SMITHKLINE,,"R$ 22,74",1808675,89925
870,ALIVIUM 600MG C/10 CAPS LIQUIDA,HYPERA PHARMA,,"R$ 44,97",1808676,89928
871,FLEXIVE CREME 25G,PROCTER&GAMBL-OTC,,"R$ 48,67",9994139,106787
872,Tylenol 750mg 20 Comprimidos,JOHNSON & JOHNSON - OTC,,"R$ 43,99",9990659,103336
873,Tylenol Crianca 32mg Xarope 60ml,JOHNSON & JOHNSON - OTC,,"R$ 56,33",4488601,80887
874,ACECLOFENACO GEN 100 MG 12CP EURO,EUROFARMA,"R$ 44,02","R$ 26,41",9992331,105677
875,CEFALIUM 750MG C/20 CPR,ACHE,"R$ 28,44","R$ 24,17",9992620,105862
876,DORIL CX C/20 CPR,HYPERA PHARMA,,"R$ 33,88",998802,89050
877,NAPROX 500MG 20CPR,MUSTELA - SOUBALCO IMPORT.E EX,"R$ 38,48","R$ 32,71",1588808,89741
878,NEOSALDINA DIP 1G C/4CPR,HYPERA PHARMA,,"R$ 8,31",9993095,104983
879,SPIDUFEN 600MG C/10ENV 3G,ZAMBON,"R$ 50,43","R$ 42,87",9991027,103710
880,Toragesic 10mg 10 Comprimidos,EMS,"R$ 49,41","R$ 39,90",9995424,107867
881,ALIVIUM 400MG C 8 CAPS GEL,HYPERA PHARMA,,"R$ 24,67",9992032,104754
882,APRACUR DUO 12 CPR,HYPERA PHARMA,,"R$ 13,52",990801,102230
883,BUSCOFEM GOTAS 20ML,HYPERA PHARMA,"R$ 29,90","R$ 25,41",9993554,106264
884,CITONEURIN 5000MCG C/90DRAG,PROCTER&GAMBL-OTC,"R$ 251,60","R$ 213,86",344502,85094
885,DIVIDOL 70MG C/36 CAPS**,ZAMBON,"R$ 156,75","R$ 133,24",218619,85379
886,KOLLIS GOTAS 8ML,EMS,"R$ 129,90","R$ 89,90",620823,85778
887,MIRTAX 10MG C/30CPR,ACHE,"R$ 35,08","R$ 29,82",9992980,105027
888,NEOSALDINA GTS 15ML,HYPERA PHARMA,,"R$ 39,98",9993555,106265
889,NOVALGINA 1GR C/10 CPR EFERVESCENTE,SANOFI CONSUMO,,"R$ 32,57",104003,66991
890,TORMIV SL 20CPR,ACHE,"R$ 72,07","R$ 61,26",178707,67721
891,ALIVIUM 200MG/ML GOTAS 20ML,HYPERA PHARMA,,"R$ 58,92",9994093,106742
892,ANADOR GTS 20ML,SANOFI CONSUMO,,"R$ 26,78",998710,80841
893,BESEROL C/12CPR,MEGALABS FARMACEUTICA SA-OTC,"R$ 26,17","R$ 22,24",340250,80891
894,BICERTO 150MG 10CPR,EUROFARMA,"R$ 50,47","R$ 42,90",510807,99116
895,DIVIDOL 12CPS,ZAMBON,"R$ 53,73","R$ 45,67",410213,82258
896,DORILAX DT 12CPR,ACHE,,"R$ 9,62",138609,85088
897,FLANAX 275MG ENV C/2 CPR REV,BAYER,,"R$ 4,99",138683,85089
898,FLANAX 550MG C/10CPR,BAYER,,"R$ 26,99",138602,85113
899,MIOSAN 5MG C/30 CPR**,APSEN DO BRASIL,"R$ 60,53","R$ 51,45",9991831,104551
900,MIOSAN CAF 10+60MG C/15 CPR,APSEN DO BRASIL,"R$ 33,53","R$ 28,50",620815,85788
901,"MOMENT 0,025% CREME 50GR**",APSEN DO BRASIL,,"R$ 90,41",9992989,105036
902,NEOCOPAN COMPOSTO GOTAS 10ML,UNIAO QUIMICA,,"R$ 14,66",9994692,107316
903,NOVALGINA SUP INF 300MG C/5SUP,SANOFI CONSUMO,,"R$ 19,27",520808,98878
904,PARACETAMOL CRIANÇA 60ML GERMED,GERMED,"R$ 17,03","R$ 12,90",390221,88916
905,PETAMIG 50MG 30CAPS,HERBARIUN,"R$ 119,91","R$ 112,90",9991421,104113
906,"Rubenti 200mg, 60 capsulas",ABBOTT,"R$ 216,83","R$ 184,31",1588827,89743
907,Sirdalud 2mg com 30 Comprimidos,NOVARTIS,,"R$ 66,84",1808604,89927
908,SPIDUFEN SABOR MENTA 600MG C/10ENV 3G,ZAMBON,,"R$ 50,43",2090801,97559
909,Toragesic 20mg Gotas 10ml,EMS,"R$ 71,28","R$ 60,59",1598607,90598
910,Tylenol 100mg Bebe Gotas com 15ml,JOHNSON & JOHNSON - OTC,,"R$ 57,61",9993701,106380
911,Tylenol 750mg 10 comprimidos,JOHNSON & JOHNSON - OTC,,"R$ 23,89",548834,92300
912,"ZOMIG 2,5MG C/2 CPR REV",GRUNENTHAL,"R$ 71,62","R$ 60,88",510211,67310
913,ADVIL 12H 600MG C/12CPR,ADVIL,"R$ 39,98","R$ 25,90",9991369,104060
914,ADVIL 400MG C/20 CAPS,HALEON,"R$ 51,49","R$ 39,90",450804,68194
915,ASPIRINA-C EFERV 50X2CPR,BAYER,,"R$ 401,84",2164002,80895
916,BESEROL C/30CPR,MEGALABS FARMACEUTICA SA-OTC,"R$ 46,44","R$ 39,47",1861202,82272
917,CAFILISADOR C/16COMP,HYPERA PHARMA,,"R$ 44,91",9993958,106615
918,DORILEN GOTAS 15ML**,LEGRAND,"R$ 36,40","R$ 30,94",9993097,105137
919,FLEXIVE CREME 50G,PROCTER&GAMBL-OTC,,"R$ 77,69",178862,85777
920,IBUPROFENO GEN 400MG C/10 CAPS ALTHAIA,ALTHAIA,"R$ 20,68","R$ 18,13",9350803,86443
921,LISADOR DIP 500MG ML GTS 20ML,HYPERA PHARMA,,"R$ 26,74",2624301,91681
922,NOVALGINA 1G CPR EFERVESCENTE C/2 CPR,SANOFI CONSUMO,,"R$ 6,74",1928686,90273
923,PARACETAMOL GEN BEBE 15ML EMS*,EMS,"R$ 22,09","R$ 12,62",6830201,89118
924,SAXENDA 6MG/ML C/3 CANETAS 3ML,VULT,"R$ 986,91","R$ 838,87",1928625,90276
925,VICK PYRENA MACA/CANELA SACHE 5G,PROCTER&GAMBL-OTC,,"R$ 4,39",508816,85237
926,STREPSILS C/16 PASTILHAS,RECKITT BENCKISER,,"R$ 26,83",1698634,67673
927,Vick Pyrena Sabor Mel e Limao 1 Envelope 5g,PROCTER&GAMBL-OTC,,"R$ 4,42",9992696,105909
928,NALDECON NOITE C/4CPR,RECKITT BENCKISER,,"R$ 11,89",6070847,98370
929,BENEGRIP ENV C/6CPR,HYPERA PHARMA,,"R$ 12,90",9990911,103590
930,NALDECON MULTI C/4CPR,RECKITT BENCKISER,,"R$ 10,99",1928685,90271
931,BENEGRIP MULTI NOITE C/4 CPR,HYPERA PHARMA,,"R$ 11,50",6070844,98367
932,CIMEGRIPE COM 20 CAPSULAS,CIMED,"R$ 26,67","R$ 12,90",9992850,106003
933,VICK PYRENA CAMOMILA ENV.5GR,PROCTER&GAMBL-OTC,,"R$ 4,39",1668610,84917
934,BENEGRIP MULTI DIA C/4 CPR,HYPERA PHARMA,,"R$ 11,50",508837,85232
935,VICK PYRENA GRIP 7 C/5CPS,MYRALIS PHARMA,,"R$ 7,53",9991448,104140
936,MELAGRIAO XPE CAT 150ML,CATARINENSE,"R$ 24,99","R$ 21,90",348829,80255
937,NALDECON DIA+NOITE ENV C/6 CPR,RECKITT BENCKISER,,"R$ 17,90",9991447,104139
938,CIFLOGEX MEL/LIMAO 3MG PAST C/12,CIMED,"R$ 20,52","R$ 17,44",508836,85233
939,DECONGEX PLUS C/4 CPR 12MG/15MG,ACHE,,"R$ 9,65",9991783,104494
941,NALDECON DIA+NOITE PACK C/24 CPR,RECKITT BENCKISER,,"R$ 49,99",9991446,104138
942,BENEGRIP IMUNO ENERGY C/20CPR,HYPERA PHARMA,"R$ 41,88","R$ 35,60",1668635,84916
943,Stodal Xarope Homeopatico 150ml,BOIRON,,"R$ 62,99",9993412,106165
944,CIFLOGEX CEREJA 3MG PAST C/12,CIMED,"R$ 20,52","R$ 17,44",6070814,96130
945,MELAGRIAO SPRAY 30ML,CATARINENSE,,"R$ 19,90",348620,80254
946,NALDECON MULTI 16CPR,RECKITT BENCKISER,,"R$ 32,99",9181106,87623
947,BENEGRIP CX C/12 CPR REVES,HYPERA PHARMA,"R$ 25,83","R$ 21,96",540182,67657
948,DECONGEX PLUS C/12 CPR,ACHE,,"R$ 29,74",9992656,105886
949,RESFENOL C/20 CAPS,KLEY HERTZ,"R$ 23,40","R$ 15,90",578634,69259
950,BENALET BOLSO MEL/LIMAO C/4 PAST,JOHNSON & JOHNSON - OTC,,"R$ 13,53",6070841,98376
951,VICK PYRENA GRIP 7 C/20CPS,MYRALIS PHARMA,,"R$ 23,44",6070842,98365
952,CORISTINA D C/16CPR,HYPERA PHARMA,"R$ 38,92","R$ 33,08",2712701,98010
953,FLUVIRAL NOITE C/4 CPR,HYPERA PHARMA,,"R$ 8,92",9992821,105980
954,BENEGRIP MULTI DIA C/20 CPR,HYPERA PHARMA,,"R$ 42,98",6070838,98373
955,CIFLOGEX DIET 3MG PAST C/12,CIMED,"R$ 22,82","R$ 19,40",348622,80258
956,CIFLOGEX SPRAY SABOR MEL 30ML,CIMED,"R$ 29,16","R$ 24,79",6070836,98371
957,FLUVIRAL DIA C/4 CPR,HYPERA PHARMA,,"R$ 11,65",130205,86276
958,DECONGEX PLUS XPE 120ML **,ACHE,,"R$ 24,74",1928677,90275
959,FLUVIRAL DIA C/20 CPR,HYPERA PHARMA,,"R$ 39,60",9991383,104076
960,Oto-Xilodase Solucao Otologica 8ml,APSEN DO BRASIL,"R$ 26,33","R$ 22,38",540181,67658
961,Vick Pyrena 500mg Sabor Mel e Limao 5 envelopes 5g,PROCTER&GAMBL-OTC,,"R$ 20,05",9993812,106485
962,CIFLOGEX LARANJA 3MG PAST C/12,CIMED,"R$ 20,52","R$ 17,44",9989927,102607
963,BENALET BOLSO MENTA C/4 PAST,JOHNSON & JOHNSON - OTC,,"R$ 13,53",348621,80257
964,CORISTINA D PRO 4CPR,HYPERA PHARMA,,"R$ 11,98",9991782,104493
965,CORYZALIA C/20 FLACONETES SOLUCAO ORAL,BOIRON,,"R$ 119,99",6070845,98368
966,DECONGEX PLUS GTS 20ML,ACHE,,"R$ 16,80",9993152,105210
967,BENEGRIP IMUNO ENERGY C/10CPR,HYPERA PHARMA,"R$ 20,94","R$ 17,80",9991520,104212
968,BENEGRIP MULTI NOITE C/20 CPR,HYPERA PHARMA,,"R$ 42,98",508811,85236
969,CIFLOGEX SPRAY SABOR MENTA 30ML,CIMED,"R$ 29,16","R$ 24,79",211202,88820
970,MARESIS HT 2% SPRAY 100ML,MARESIS,,"R$ 55,12",9992657,105887
971,NALDECON NOITE C/24CPR,RECKITT BENCKISER,,"R$ 50,99",9991576,104272
972,SIILIF 100MG C/30 CPR,TAKEDA,"R$ 103,48","R$ 87,96",3240902,90444
973,VICK PYRENA GRIP 7 C/10CPS,MYRALIS PHARMA,,"R$ 13,51",6070839,98374
974,VICK VAPORES RELAXANTES VAPOBANHO C/3UNID,VICHY,,"R$ 39,90",3920801,85198
975,XAROPE GUACO EDULITO 120ML HERBARIUM,HERBARIUN,"R$ 48,88","R$ 29,90",9181109,87628
