,ean,produto,marca,farmacia,preco com desconto,preco sem desconto,% desconto,descricao
8210,7891150037250,Condicionador Seda Ceramidas 325mL,Seda,Drogaven,12.4,12.4,0.0,Condicionador Seda Ceramidas 325mL
8211,7891035024238,Repelente SBP Advanced spray com 100mL,SBP,Drogaven,34.19,34.19,0.0,Repelente SBP Advanced spray com 100mL
8212,7898944073418,Condicionador Haskell Quina Rosa 300mL,Haskell Cosméticos,Drogaven,45.49,45.49,0.0,Condicionador Haskell Quina Rosa 300mL
8213,7891024033289,Creme Dental Colgate Total 12 Gengiva Reforçada 140g,Colgate,Drogaven,13.66,13.66,0.0,Creme Dental Colgate Total 12 Gengiva Reforçada 140g
8214,7897947612273,Bepantriz Derma creme com 20g,Bepantriz,Drogaven,20.62,20.62,0.0,Bepantriz Derma creme com 20g
8215,7896000706065,Kit Coloração Niely Cor&Ton nº 7.1 louro cinza médio,Niely,Drogaven,14.9,14.9,0.0,Kit Coloração Niely Cor&Ton nº 7.1 louro cinza médio
8216,7896000706027,Kit Coloração Niely Cor&Ton nº 7.0 louro médio,Niely,Drogaven,14.9,14.9,0.0,Kit Coloração Niely Cor&Ton nº 7.0 louro médio
8217,7898958060039,"Lixa para Pés Bellesa madeira, média, reta com 1 unidade",Bellesa,Drogaven,9.19,9.19,0.0,"Lixa para Pés Bellesa madeira, média, reta com 1 unidade"
8218,7896012880197,"Fralda Geriátrica Bigfral Derma Plus XG, pacote com 7 unidades",Bigfral,Drogaven,33.69,33.69,0.0,"Fralda Geriátrica Bigfral Derma Plus XG, pacote com 7 unidades"
8219,7896044900504,"Kit Giovanna Baby Sweet Cherry loção hidratante desodorante corporal 50ml + sabonete vegetal, barra, 2 unidade com 90g cada",Giovanna Baby,Drogaven,29.19,29.19,0.0,"Kit Giovanna Baby Sweet Cherry loção hidratante desodorante corporal 50ml + sabonete vegetal, barra, 2 unidade com 90g cada"
8220,7898647920545,Pincel para Tintura Bellesa G com 1 unidade,Bellesa,Drogaven,6.99,6.99,0.0,Pincel para Tintura Bellesa G com 1 unidade
8221,7896000717436,Reparador De Pontas Silicone Max Pós Quimica Niely 42mL,Niely Gold,Drogaven,21.19,21.19,0.0,Reparador De Pontas Silicone Max Pós Quimica Niely 42mL
8222,7893300521145,Spray Fixador Karina Controle e Volume Fixação extraforte com 250mL,Flora Produtos de Higiene e Limpeza,Drogaven,25.99,25.99,0.0,Spray Fixador Karina Controle e Volume Fixação extraforte com 250mL
8223,7891150081284,Desodorante Antitranspirante Feminino Rexona Motionsense Antibacterial + Invisible aerossol 250mL,Rexona,Drogaven,21.99,21.99,0.0,Desodorante Antitranspirante Feminino Rexona Motionsense Antibacterial + Invisible aerossol 250mL
8224,7702018072392,"Aparelho Depilatório Gillette Simply Vênus descartável, sortido com 2 unidades",Gillette,Drogaven,17.69,17.69,0.0,"Aparelho Depilatório Gillette Simply Vênus descartável, sortido com 2 unidades"
8225,7897947600843,"Sabonete Íntimo Dermafeme Teen 12+ anos, frangrância suave, 2 unidades com 200mL cada + preço especial",Dermafeme,Drogaven,16.39,20.39,-0.2,"Sabonete Íntimo Dermafeme Teen 12+ anos, frangrância suave, 2 unidades com 200mL cada + preço especial"
8226,7898938592567,"Cera Cremosa Depilatória para Micro-ondas Depilsam argan, 100g",Dana Cosméticos,Drogaven,14.8,14.8,0.0,"Cera Cremosa Depilatória para Micro-ondas Depilsam argan, 100g"
8227,7891150090088,Kit Dove Texturas Reais Cacheados shampoo com 350mL + condicionador com 175mL,Dove,Drogaven,26.89,26.89,0.0,Kit Dove Texturas Reais Cacheados shampoo com 350mL + condicionador com 175mL
8228,3282770141481,"Protetor Solar Facial Avène Mat Perfect Fluido com cor, FPS 60 com 40g",Avène,Drogaven,79.99,79.99,0.0,"Protetor Solar Facial Avène Mat Perfect Fluido com cor, FPS 60 com 40g"
8229,7898132984830,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL",Bio Extratus,Drogaven,18.9,37.79,-0.5,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL"
8230,7898126400278,Condicionador Bio Extratus Neutro Brilho Natural 250mL,Bio Extratus Produtos Naturais,Drogaven,18.95,37.89,-0.5,Condicionador Bio Extratus Neutro Brilho Natural 250mL
8231,7898132980900,Finalizador Bio Extratus Shitake Dia e Noite 250g,Bio Extratus Produtos Naturais,Drogaven,23.15,46.29,-0.5,Finalizador Bio Extratus Shitake Dia e Noite 250g
8232,7898132980641,Máscara Antifrizz Bio Extratus + Liso 250g,Bio Extratus Produtos Naturais,Drogaven,18.25,36.49,-0.5,Máscara Antifrizz Bio Extratus + Liso 250g
8233,7898132980610,Condicionador Bio Extratus +Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,23.8,47.59,-0.5,Condicionador Bio Extratus +Liso 350mL
8234,7898126403491,Máscara Hidratante Bio Extratus Shitake Plus 250g,Bio Extratus,Drogaven,18.25,36.49,-0.5,Máscara Hidratante Bio Extratus Shitake Plus 250g
8235,7898126407550,Condicionador Bio Extratus Força com Pimenta 350mL,Bio Extratus Produtos Naturais,Drogaven,24.05,48.09,-0.5,Condicionador Bio Extratus Força com Pimenta 350mL
8236,7898132980726,Shampoo Umectante Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.95,37.89,-0.5,Shampoo Umectante Bio Extratus Óleo de Coco 250mL
8237,7898132980825,Banho de Creme Bio Extratus Óleo de Coco 250g,Bio Extratus Produtos Naturais,Drogaven,17.2,34.39,-0.5,Banho de Creme Bio Extratus Óleo de Coco 250g
8238,7898132980764,Condicionador Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Óleo de Coco 250mL
8239,7898132980603,Shampoo Bio Extratus + Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,24.65,49.29,-0.5,Shampoo Bio Extratus + Liso 350mL
8240,7614500010310,Chocolate Toblerone ao leite com 100g,Lacta,Drogaven,9.95,19.9,-0.5,CHOCOLATE TOBLERONE WHITE 100G
8241,7891150087286,Creme para Pentear Dove Texturas Reais Cacheados 355mL,Dove,Drogaven,20.69,20.69,0.0,Creme para Pentear Dove Texturas Reais Cacheados 355mL
8242,7898623950047,Gelatina Salon Line Tô de Cacho Vai Ter Volume Sim 550g,#todecacho,Drogaven,23.89,23.89,0.0,Gelatina Salon Line Tô de Cacho Vai Ter Volume Sim 550g
8243,7891024028353,Creme Dental Colgate Máxima Proteção Anticáries mais Neutraçúcar 70g,Colgate,Drogaven,7.1,7.1,0.0,Creme Dental Colgate Máxima Proteção Anticáries mais Neutraçúcar 70g
8244,7898610374009,Coloração Haskell Excllusiv Color Pratic nº 7.0 louro médio,Haskell,Drogaven,28.85,28.85,0.0,Coloração Haskell Excllusiv Color Pratic nº 7.0 louro médio
8245,7891040117277,"Esponja 3M Ponjita Banho Diário anatômica, sortida com 3 unidades",3M,Drogaven,8.99,8.99,0.0,"Esponja 3M Ponjita Banho Diário anatômica, sortida com 3 unidades"
8246,7896108009747,Biotina Bionatus 60 Comprimidos + 10 Grátis,Bionatus,Drogaven,36.87,36.87,0.0,Biotina Bionatus 60 Comprimidos + 10 Grátis
8247,7891268400212,Solução Bucal Listerine Tartar Control menta suave com 500mL,Listerine,Drogaven,29.99,29.99,0.0,Solução Bucal Listerine Tartar Control menta suave com 500mL
8248,7896000713186,Kit Niely Gold Liso Prolongado shampoo com 300mL + condicionador com 200mL,Niely Gold,Drogaven,18.69,18.69,0.0,Kit Niely Gold Liso Prolongado shampoo com 300mL + condicionador com 200mL
8249,7896224410670,"Algodão Apolo disco, branco com 35g",Apolo Higiene e Beleza,Drogaven,5.79,5.79,0.0,"Algodão Apolo disco, branco com 35g"
8250,7791293034973,Desodorante Feminino Suave Invisible Anti Manchas aerossol com 150mL,Suave,Drogaven,10.69,10.69,0.0,Desodorante Feminino Suave Invisible Anti Manchas aerossol com 150mL
8251,7898647920910,"Elástico para Cabelo Bellesa com enfeite, preto com 2 unidades",Bellesa,Drogaven,4.99,4.99,0.0,"Elástico para Cabelo Bellesa com enfeite, preto com 2 unidades"
8252,7896110011141,Lenço de Papel Kiss bolso com 10 unidades,Kiss,Drogaven,2.09,2.09,0.0,Lenço de Papel Kiss bolso com 10 unidades
8253,4005808315697,Loção Hidratante Corporal Nivea Milk Pele Seca a Extrasseca 400mL,Nivea,Drogaven,25.99,25.99,0.0,Loção Hidratante Corporal Nivea Milk Pele Seca a Extrasseca 400mL
8254,7891150063204,"Desodorante Antitranspirante Rexona Now United edição especial, aerossol 150mL",Rexona,Drogaven,17.9,17.9,0.0,"Desodorante Antitranspirante Rexona Now United edição especial, aerossol 150mL"
8255,7897930777743,Hidratante Corporal Cetaphil Pele Normal 473mL,Cetaphil,Drogaven,104.9,104.9,0.0,Hidratante Corporal Cetaphil Pele Normal 473mL
8256,7891055145227,Pente Condor Para Bolso Homem sortido com 3 unidades,Condor Indústria,Drogaven,6.9,6.9,0.0,Pente Condor Para Bolso Homem sortido com 3 unidades
8257,7891150081222,Desodorante Antitranspirante Masculino Dove Men + Care Invisible Dry aerossol 250mL,Dove,Drogaven,25.99,25.99,0.0,Desodorante Antitranspirante Masculino Dove Men + Care Invisible Dry aerossol 250mL
8258,7899674027672,Shampoo a Seco Above neutral 150mL,Above,Drogaven,18.9,18.9,0.0,Shampoo a Seco Above neutral 150mL
8259,7898039564449,Toalhas Umedecidas Higifral 40 unidades,Higifral,Drogaven,11.9,11.9,0.0,Toalhas Umedecidas Higifral 40 unidades
8260,7891040001187,"Esponja 3M Ponjita Banho Diário anatômica, dupla-face, sortida com 1 unidade",3M,Drogaven,4.69,4.69,0.0,"Esponja 3M Ponjita Banho Diário anatômica, dupla-face, sortida com 1 unidade"
8261,7897042012473,Divino Potão 2 em 1 Skala Expert 1Kg,Skala,Drogaven,10.49,10.49,0.0,Divino Potão 2 em 1 Skala Expert 1Kg
8262,7896007545100,"Absorvente Intimus Tripla Proteção com abas, seca com 16 unidades",Intimus,Drogaven,8.69,8.69,0.0,"Absorvente Intimus Tripla Proteção com abas, seca com 16 unidades"
8263,7896222717948,"Preservativo Olla sensitive, pacote com 3 unidades",Olla,Drogaven,11.49,11.49,0.0,"Preservativo Olla sensitive, pacote com 3 unidades"
8264,7891182016384,Tintura Wella Koleston nº 77 marrom dourado,Wella,Drogaven,22.99,22.99,0.0,Tintura Wella Koleston nº 77 marrom dourado
8265,7501001165246,Shampoo Pantene Pro-V Liso Extremo 400mL,Pantene Pro-V,Drogaven,27.19,27.19,0.0,Shampoo Pantene Pro-V Liso Extremo 400mL
8266,7896902285422,Óleo de Rícino Capilar Farmax 30mL,Farmax,Drogaven,7.29,7.29,0.0,Óleo de Rícino Capilar Farmax 30mL
8267,7896014140671,Tintura L'Oréal Imédia Excellence Creme n° 9 louro muito claro,L'Oréal Paris,Drogaven,27.49,27.49,0.0,Tintura L'Oréal Imédia Excellence Creme n° 9 louro muito claro
8268,7501001165253,Condicionador Pantene Pro-V Liso Extremo 400mL,Pantene Pro-V,Drogaven,31.19,31.19,0.0,Condicionador Pantene Pro-V Liso Extremo 400mL
8269,7898132984830,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL",Bio Extratus,Drogaven,18.95,37.89,-0.5,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL"
8270,7898132980900,Finalizador Bio Extratus Shitake Dia e Noite 250g,Bio Extratus Produtos Naturais,Drogaven,23.15,46.29,-0.5,Finalizador Bio Extratus Shitake Dia e Noite 250g
8271,7898126400278,Condicionador Bio Extratus Neutro Brilho Natural 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Neutro Brilho Natural 250mL
8272,7898132980641,Máscara Antifrizz Bio Extratus + Liso 250g,Bio Extratus Produtos Naturais,Drogaven,18.25,36.49,-0.5,Máscara Antifrizz Bio Extratus + Liso 250g
8273,7898132980610,Máscara Hidratante Bio Extratus Shitake Plus 250g,Bio Extratus,Drogaven,18.25,36.49,-0.5,Máscara Hidratante Bio Extratus Shitake Plus 250g
8274,7898126403491,Condicionador Bio Extratus +Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,23.8,47.59,-0.5,Condicionador Bio Extratus +Liso 350mL
8275,7898126407550,Condicionador Bio Extratus Força com Pimenta 350mL,Bio Extratus Produtos Naturais,Drogaven,24.05,48.09,-0.5,Condicionador Bio Extratus Força com Pimenta 350mL
8276,7898132980726,Shampoo Umectante Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.95,37.89,-0.5,Shampoo Umectante Bio Extratus Óleo de Coco 250mL
8277,7898132980603,Shampoo Bio Extratus + Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,24.65,49.29,-0.5,Shampoo Bio Extratus + Liso 350mL
8278,7898132980764,Condicionador Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Óleo de Coco 250mL
8279,7614500010310,Chocolate Toblerone ao leite com 100g,Lacta,Drogaven,9.95,19.9,-0.5,CHOCOLATE TOBLERONE WHITE 100G
8280,7898132980825,Banho de Creme Bio Extratus Óleo de Coco 250g,Bio Extratus Produtos Naturais,Drogaven,17.2,34.39,-0.5,Banho de Creme Bio Extratus Óleo de Coco 250g
8281,7791293032436,Desodorante Antitranspirante Feminino Rexona Powder Dry aerossol 150mL,Rexona,Drogaven,17.9,17.9,0.0,Desodorante Antitranspirante Feminino Rexona Powder Dry aerossol 150mL
8282,7896023793349,"Spray com Própolis e Gengibre Melagrião laranja, frasco com 30mL",Melagrião,Drogaven,17.9,17.9,0.0,"Spray com Própolis e Gengibre Melagrião laranja, frasco com 30mL"
8283,7891150071797,"Antisséptico Bucal Closeup Ice Proteção 360° Fresh red hot, leve 500mL pague 350mL",Closeup,Drogaven,15.08,15.08,0.0,"Antisséptico Bucal Closeup Ice Proteção 360° Fresh red hot, leve 500mL pague 350mL"
8284,7500435135078,Desodorante Antitranspirante Masculino Old Spice Matador spray com 150mL,Old Spice,Drogaven,17.69,17.69,0.0,Desodorante Antitranspirante Masculino Old Spice Matador spray com 150mL
8285,7898302722217,"Cera Depilatória Neorly mel, roll-on, 140g",Neorly,Drogaven,14.69,14.69,0.0,"Cera Depilatória Neorly mel, roll-on, 140g"
8286,3701129804452,Creme Hidratante Facial Calmante Ativo Bioderma Sensibio Defensive 40mL,Bioderma,Drogaven,105.65,105.65,0.0,Creme Hidratante Facial Calmante Ativo Bioderma Sensibio Defensive 40mL
8287,7898903925512,Lenços de TNT para Depilação DepiRoll Profissional pacote com 50 folhas,DepiRoll,Drogaven,17.29,17.29,0.0,Lenços de TNT para Depilação DepiRoll Profissional pacote com 50 folhas
8288,4005900521897,"Sabonete Hidratante Nivea aveia, barra 85g",Nivea,Drogaven,3.69,3.69,0.0,"Sabonete Hidratante Nivea aveia, barra 85g"
8289,7896015591410,Creme Fixador de Dentadura Corega Ultra menta 19g,Corega,Drogaven,26.25,26.25,0.0,Creme Fixador de Dentadura Corega Ultra menta 19g
8290,7898268964034,Toalha Umedecida Prevent Wipes Premium pacote com 50 unidades,Prevent,Drogaven,10.99,10.99,0.0,Toalha Umedecida Prevent Wipes Premium pacote com 50 unidades
8291,7791293018874,Desodorante Antitranspirante Masculino Dove Men + Care Proteção Antibacteriana aerossol 150mL,Dove,Drogaven,19.96,19.96,0.0,Desodorante Antitranspirante Masculino Dove Men + Care Proteção Antibacteriana aerossol 150mL
8292,7891033925575,Shampoo Eudora Siàge Nutri Diamond 250mL,Eudora,Drogaven,41.9,41.9,0.0,Shampoo Eudora Siàge Nutri Diamond 250mL
8293,7899852020211,Creme Hidratante Facial Vult Antissinais 7 em 1 - 100g,Vult,Drogaven,26.3,26.3,0.0,Creme Hidratante Facial Vult Antissinais 7 em 1 - 100g
8294,7898040328825,"Protetor Solar Facial Imecap Actsun FPS 60, sem cor 50g",Imecap,Drogaven,31.99,31.99,0.0,"Protetor Solar Facial Imecap Actsun FPS 60, sem cor 50g"
8295,7500435011297,Aparelho para Barbear Gillette Prestobarba UltraGrip 3 2 unidades,Gillette Prestobarba,Drogaven,14.49,14.49,0.0,Aparelho para Barbear Gillette Prestobarba UltraGrip 3 2 unidades
8296,7791293033235,Desodorante Antitranspirante Dove Beauty Finish aerossol 150mL,Dove,Drogaven,19.96,19.96,0.0,Desodorante Antitranspirante Dove Beauty Finish aerossol 150mL
8297,7791293014838,Desodorante Antitranspirante Masculino Dove Men + Care Sem Perfume aerossol 150mL,Dove,Drogaven,19.96,19.96,0.0,Desodorante Antitranspirante Masculino Dove Men + Care Sem Perfume aerossol 150mL
8298,7891024030820,Creme Dental Anticárie Colgate Luminous White Brilliant 70g,Colgate,Drogaven,7.29,7.29,0.0,Creme Dental Anticárie Colgate Luminous White Brilliant 70g
8299,7896049526174,Desodorante Antitranspirante Herbíssimo Bioprotect Hibisco twist com 45g,Herbíssimo,Drogaven,12.39,12.39,0.0,Desodorante Antitranspirante Herbíssimo Bioprotect Hibisco twist com 45g
8300,7898422746827,Sabonete Dove Esfoliação Suave barra com 90g,Dove,Drogaven,4.76,4.76,0.0,Sabonete Dove Esfoliação Suave barra com 90g
8301,7898924603949,Shampoo Pós-química Haskell Geo Active Bananeira 300mL,Haskell Cosméticos,Drogaven,48.15,48.15,0.0,Shampoo Pós-química Haskell Geo Active Bananeira 300mL
8302,7899706197526,Creme Milagroso Elseve Cachos Longos dos Sonhos 3 em 1 500mL,Elseve,Drogaven,26.49,26.49,0.0,Creme Milagroso Elseve Cachos Longos dos Sonhos 3 em 1 500mL
8303,7896770980498,"Roupa Íntima Descartável Tena Pants Noturna G/EG, pacote com 16 unidades",Tena,Drogaven,84.09,84.09,0.0,"Roupa Íntima Descartável Tena Pants Noturna G/EG, pacote com 16 unidades"
8304,47400179240,Carga para Aparelho de Barbear Gillette Mach3 2 unidades,Mach3,Drogaven,27.9,27.9,0.0,Carga para Aparelho de Barbear Gillette Mach3 2 unidades
8305,7896094920248,Emulsão Capilar Infantil Escabin Pro 4% 100mL,Cosmed,Drogaven,35.0,35.0,0.0,Emulsão Capilar Infantil Escabin Pro 4% 100mL
8306,7896007547203,"Roupa Íntima Plenitud Active Plus P/M, pacote com 16 unidades",Plenitud,Drogaven,69.7,69.7,0.0,"Roupa Íntima Plenitud Active Plus P/M, pacote com 16 unidades"
8307,7896000705969,Kit Coloração Niely Cor&Ton nº 3.0 castanho escuro,Niely,Drogaven,14.9,14.9,0.0,Kit Coloração Niely Cor&Ton nº 3.0 castanho escuro
8308,7898132984830,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL",Bio Extratus,Drogaven,18.95,37.89,-0.5,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL"
8309,7898132980900,Finalizador Bio Extratus Shitake Dia e Noite 250g,Bio Extratus Produtos Naturais,Drogaven,23.15,46.29,-0.5,Finalizador Bio Extratus Shitake Dia e Noite 250g
8310,7898126400278,Condicionador Bio Extratus Neutro Brilho Natural 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Neutro Brilho Natural 250mL
8311,7896000705952,Kit Coloração Niely Cor&Ton nº 2.0 preto,Niely,Drogaven,14.9,14.9,0.0,Kit Coloração Niely Cor&Ton nº 2.0 preto
8312,7898132980641,Máscara Antifrizz Bio Extratus + Liso 250g,Bio Extratus Produtos Naturais,Drogaven,18.25,36.49,-0.5,Máscara Antifrizz Bio Extratus + Liso 250g
8313,7898132980610,Condicionador Bio Extratus +Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,23.8,47.59,-0.5,Condicionador Bio Extratus +Liso 350mL
8314,7898126403491,Máscara Hidratante Bio Extratus Shitake Plus 250g,Bio Extratus,Drogaven,18.25,36.49,-0.5,Máscara Hidratante Bio Extratus Shitake Plus 250g
8315,7898126407550,Condicionador Bio Extratus Força com Pimenta 350mL,Bio Extratus Produtos Naturais,Drogaven,24.05,48.09,-0.5,Condicionador Bio Extratus Força com Pimenta 350mL
8316,7898132980726,Shampoo Umectante Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.95,37.89,-0.5,Shampoo Umectante Bio Extratus Óleo de Coco 250mL
8317,7898132980764,Condicionador Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Óleo de Coco 250mL
8318,7898132980603,Shampoo Bio Extratus + Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,9.95,19.9,-0.5,Shampoo Bio Extratus + Liso 350mL
8319,7614500010310,Chocolate Toblerone ao leite com 100g,Lacta,Drogaven,24.65,49.29,-0.5,CHOCOLATE TOBLERONE WHITE 100G
8320,7898132980825,Banho de Creme Bio Extratus Óleo de Coco 250g,Bio Extratus Produtos Naturais,Drogaven,17.2,34.39,-0.5,Banho de Creme Bio Extratus Óleo de Coco 250g
8321,7896108002434,Própolis Propovit Spray romã com 35mL,Propovit,Drogaven,14.99,14.99,0.0,Própolis Propovit Spray romã com 35mL
8322,7896104605349,Absorvente Geriátrico Adultcare Premium tamanho único com 20 unidades,Adultcare,Drogaven,22.69,22.69,0.0,Absorvente Geriátrico Adultcare Premium tamanho único com 20 unidades
8323,7896902211209,Óleo Capilar e Corporal Farmax Coco 100mL,Farmax,Drogaven,9.89,9.89,0.0,Óleo Capilar e Corporal Farmax Coco 100mL
8324,7891150024793,Sabonete Antibacterial Rexona Orchid barra com 84g,Rexona,Drogaven,2.99,2.99,0.0,Sabonete Antibacterial Rexona Orchid barra com 84g
8325,4005900950987,Creme Uniformizador Facial Nivea Beleza Radiante 7 em 1 100g,Nivea,Drogaven,31.79,31.79,0.0,Creme Uniformizador Facial Nivea Beleza Radiante 7 em 1 100g
8326,7791293025797,"Desodorante Antitranspirante Axe dark temptation, aerossol 150mL",Axe,Drogaven,14.94,14.94,0.0,"Desodorante Antitranspirante Axe dark temptation, aerossol 150mL"
8327,7896007551026,"Absorvente Intimus Antibacteriano ultrafino, com abas, 28 unidades",Intimus,Drogaven,17.69,17.69,0.0,"Absorvente Intimus Antibacteriano ultrafino, com abas, 28 unidades"
8328,7896108002717,Própolis Propovit Spray tutti-frutti com 35mL,Propovit,Drogaven,14.99,14.99,0.0,Própolis Propovit Spray tutti-frutti com 35mL
8329,7891010618766,Protetor Diário Carefree TodoDia Flexi pacote com 15 unidades,Carefree,Drogaven,8.78,8.78,0.0,Protetor Diário Carefree TodoDia Flexi pacote com 15 unidades
8330,7891150019508,Shampoo Anticaspa Clear Men Sports Limpeza Profunda 200mL,Clear,Drogaven,18.5,18.5,0.0,Shampoo Anticaspa Clear Men Sports Limpeza Profunda 200mL
8331,7896902209800,"Sabonete Esfoliante Hidraderm maracujá, líquido com 180mL",Hidraderm,Drogaven,26.49,26.49,0.0,"Sabonete Esfoliante Hidraderm maracujá, líquido com 180mL"
8332,4005900105073,Desodorante Antitranspirante Feminino Nivea Invisible Black & White Clear aerossol 200mL,Nivea,Drogaven,14.99,14.99,0.0,Desodorante Antitranspirante Feminino Nivea Invisible Black & White Clear aerossol 200mL
8333,7896331705140,"Solução Bucal Periotrat sem álcool, menta 250mL",Periotrat,Drogaven,21.99,21.99,0.0,"Solução Bucal Periotrat sem álcool, menta 250mL"
8334,7896007552948,Protetor Diário com Indicador de Troca Intimus Cuidado Avançado pacote com 80 unidades,Intimus,Drogaven,24.9,24.9,0.0,Protetor Diário com Indicador de Troca Intimus Cuidado Avançado pacote com 80 unidades
8335,7898556850643,Preservativo Lubrificado Rilex Morango pacote com 8 unidades,Rilex,Drogaven,6.99,6.99,0.0,Preservativo Lubrificado Rilex Morango pacote com 8 unidades
8336,7891033551538,Máscara Capilar Eudora Siàge Nutri Rosé 500g,Eudora,Drogaven,78.29,78.29,0.0,Máscara Capilar Eudora Siàge Nutri Rosé 500g
8337,7896014183043,Tintura sem Amônia L'Oréal Casting Creme Gloss nº 200 preto,L'Oréal Paris,Drogaven,29.99,29.99,0.0,Tintura sem Amônia L'Oréal Casting Creme Gloss nº 200 preto
8338,7500435169356,Kit Pantene Pro-V Restauração shampoo com 350mL + condicionador com 175mL,Pantene,Drogaven,37.99,37.99,0.0,Kit Pantene Pro-V Restauração shampoo com 350mL + condicionador com 175mL
8339,7896104605158,Absorvente Geriátrico Adultcare tamanho único com 20 unidades,Adultcare,Drogaven,21.49,21.49,0.0,Absorvente Geriátrico Adultcare tamanho único com 20 unidades
8340,7898610372883,Tonalizante Haskell Excllusiv Tom nº 826 louro claro violeta vermelho marsala,Haskell Cosméticos,Drogaven,33.39,33.39,0.0,Tonalizante Haskell Excllusiv Tom nº 826 louro claro violeta vermelho marsala
8341,7891134001819,Sabonete Senador Classic barra 130g,Senador,Drogaven,6.99,6.99,0.0,Sabonete Senador Classic barra 130g
8342,7896044997221,Body Splash Giovanna Baby Cherry 260mL,Giovanna Baby,Drogaven,34.29,34.29,0.0,Body Splash Giovanna Baby Cherry 260mL
8343,4005900715814,Desodorante Antitranspirante Nivea Deomilk Beauty Elixir Sensitive aerossol 150mL,Nivea,Drogaven,16.49,16.49,0.0,Desodorante Antitranspirante Nivea Deomilk Beauty Elixir Sensitive aerossol 150mL
8344,7506309865393,Shampoo Anticaspa Head & Shoulders Men 3 em 1 200mL,Head & Shoulders,Drogaven,18.99,18.99,0.0,Shampoo Anticaspa Head & Shoulders Men 3 em 1 200mL
8345,7891106907286,Creme Hidratante Multirrestaurador Corporal Bepantol Derma 20g,Bepantol,Drogaven,31.49,31.49,0.0,Creme Hidratante Multirrestaurador Corporal Bepantol Derma 20g
8346,7898132984830,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL",Bio Extratus,Drogaven,18.95,37.89,-0.5,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL"
8347,3282770206050,"Protetor Solar Facial Darrow Actine Antioleosidade FPS 60, com cor, toque seco 40g",Darrow,Drogaven,58.99,58.99,0.0,"Protetor Solar Facial Darrow Actine Antioleosidade FPS 60, com cor, toque seco 40g"
8348,7898132980900,Finalizador Bio Extratus Shitake Dia e Noite 250g,Bio Extratus Produtos Naturais,Drogaven,23.15,46.29,-0.5,Finalizador Bio Extratus Shitake Dia e Noite 250g
8349,7891182016247,Tintura Wella Koleston nº 30 castanho escuro,Wella,Drogaven,22.99,22.99,0.0,Tintura Wella Koleston nº 30 castanho escuro
8350,7506306214972,Desodorante Antitranspirante Rexona Men Clinical aerossol 150mL,Rexona,Drogaven,18.39,18.39,0.0,Desodorante Antitranspirante Rexona Men Clinical aerossol 150mL
8351,7898132980641,Máscara Antifrizz Bio Extratus + Liso 250g,Bio Extratus Produtos Naturais,Drogaven,18.25,36.49,-0.5,Máscara Antifrizz Bio Extratus + Liso 250g
8352,7898132980610,Condicionador Bio Extratus +Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,23.8,47.59,-0.5,Condicionador Bio Extratus +Liso 350mL
8353,7898126400278,Condicionador Bio Extratus Neutro Brilho Natural 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Neutro Brilho Natural 250mL
8354,7898126403491,Máscara Hidratante Bio Extratus Shitake Plus 250g,Bio Extratus,Drogaven,18.25,36.49,-0.5,Máscara Hidratante Bio Extratus Shitake Plus 250g
8355,7898126407550,Condicionador Bio Extratus Força com Pimenta 350mL,Bio Extratus Produtos Naturais,Drogaven,24.05,48.09,-0.5,Condicionador Bio Extratus Força com Pimenta 350mL
