,Produto,EAN,Marca,Descrição
8028,COMPOSTO LACTEO NINHO FORT INTEG+ 750G SACHE,7891000325896,NESTLE,"Composto Lácteo NINHO Fort IntegralComposto Lácteo NINHO Fort Integral 750g SachêÉ uma fonte completa de nutrientes essenciais, formulada para atender às necessidades nutricionais de bebês e crianças em crescimento. Reconhecido por sua qualidade superior e sabor inigualável, este composto lácteo é uma escolha confiável para pais que desejam garantir o desenvolvimento saudável e equilibrado de seus filhos desde os primeiros meses de vida.Forma de Uso:Preparação:Siga rigorosamente as instruções de preparo contidas na embalagem, garantindo a proporção correta de água e pó para obter a consistência adequada.Mistura:Adicione a quantidade recomendada de Composto Lácteo NINHO Fort Integral 750g Sachê à água previamente fervida e resfriada, conforme orientações específicas.Agitação:Mexa bem a solução até que o pó esteja completamente dissolvido, assegurando uma mistura homogênea e livre de grumos.Verificação:Certifique-se de que a temperatura da fórmula esteja adequada para consumo, testando em seu pulso antes de alimentar o bebê.Precauções:Armazene o Composto Lácteo NINHO Fort Integral 750g Sachê em local fresco, seco e ao abrigo da luz solar direta, garantindo a preservação da qualidade e frescor do produto.Utilize a fórmula dentro do prazo de validade indicado na embalagem para garantir a eficácia e segurança nutricional.Consulte um pediatra ou profissional de saúde especializado antes de iniciar a introdução de qualquer fórmula infantil, considerando as necessidades individuais do seu bebê.Não reutilize sobras de fórmula e descarte adequadamente qualquer quantidade não consumida após a alimentação.Mantenha o produto fora do alcance de crianças e animais de estimação para evitar ingestão acidental."
8029,Composto Lácteo NINHO Fases 1+ 800g,7891000062661,NESTLE,"Composto Lácteo NINHO Fases 1+ 800gO Composto Lácteo NINHO Fases 1+ 800gÉ formulado especialmente para atender às necessidades nutricionais essenciais das crianças em sua fase inicial, proporcionando um equilíbrio ideal de vitaminas e minerais para um desenvolvimento saudável. Reconhecido por sua qualidade e confiabilidade, este composto lácteo é uma escolha preferida entre os pais que buscam o melhor para seus filhos.Forma de Uso:Preparação:Siga rigorosamente as instruções de preparo contidas na embalagem. Geralmente, recomenda-se misturar a quantidade adequada de pó com água previamente fervida e resfriada.Mistura:Adicione a quantidade específica de Composto Lácteo NINHO Fases 1+ 800g à água, conforme orientações, e mexa até que esteja completamente dissolvido.Consistência:Verifique a consistência da mistura para garantir uma alimentação adequada para a criança.Armazenamento:Após o preparo, qualquer porção não utilizada deve ser refrigerada imediatamente e consumida dentro do prazo recomendado.Precauções:Mantenha o Composto Lácteo NINHO Fases 1+ 800g em local fresco, seco e ao abrigo da luz solar direta.Utilize a fórmula apenas conforme as orientações de idade e quantidade recomendadas na embalagem.Não aqueça o composto lácteo no micro-ondas para evitar superaquecimento; prefira utilizar um aquecedor de mamadeira ou banho-maria.Certifique-se de que a embalagem esteja selada corretamente após o uso para manter a frescura e qualidade do produto.Nota:Em caso de dúvidas sobre a adequação ou uso do produto, consulte um pediatra ou profissional de saúde especializado."
8030,FRALDA HUGGIES SUPREME ROUPINHA HIPER XG 48UN,7896007549726,KIMBERLY,"Fralda Huggies Supreme Roupinha Hiper XGFralda Huggies Supreme Roupinha Hiper XGCom sua embalagem contendo 48 unidades, esta fralda é projetada especialmente para oferecer máxima proteção e conforto ao seu bebê. Com design inovador e tecnologia avançada, proporciona ajuste perfeito, absorção eficiente e proteção contra vazamentos.Forma de Uso:Ajuste:Coloque a Fralda Huggies Supreme Roupinha no seu bebê, garantindo que a área elástica se ajuste confortavelmente ao redor das pernas e cintura para prevenir vazamentos.Verificação:Certifique-se de que as orelhas laterais estejam bem ajustadas e fixas para garantir a segurança e conforto do bebê.Troca:Substitua a fralda conforme necessário, garantindo higiene e conforto. Verifique regularmente se é hora de uma nova troca.Descarte:Após o uso, descarte a fralda de forma adequada, seguindo as orientações de descarte ecológico ou normas locais.Precauções:Escolha o tamanho adequado para o seu bebê, considerando o peso e as necessidades individuais.Mantenha a fralda em local fresco e seco, protegida da luz solar direta e umidade.Em caso de irritação na pele ou qualquer reação adversa, interrompa o uso e consulte um pediatra.Mantenha as fraldas fora do alcance de crianças e animais de estimação para evitar ingestão acidental.Verifique regularmente o ajuste da fralda para garantir proteção e conforto ao seu bebê."
8031,Fórmula Infantil Aptamil Proexpert Soja Fase 2 800G,7795323001461,DANONE,
8032,Cremer Fralda Hiper G 4 x 60Un Hp,7898064036447,ONTEX,
8033,Creme Dental Colgate Máxima Proteção Anticáries 90g,7891024134702,COLGATE-PALMOLIVE,
8034,Refil Sabonete Líquido Baby Dove Hidratação Enriquecida 180ml,7891150035874,UNILEVER,
8035,COMPOSTO LACTEO NINHO FORT INST+FIBRAS 750G,7891000285091,NESTLE,Composto Lácteo com Fibras Nestlé Ninho Forti+ Pacote 750g
8036,Fórmula Infantil Nan Sem Lactose 400g,7616100593231,NESTLE,
8037,Composto Lácteo NINHO Fases 3+ 400g,7891000282809,NESTLE,
8038,Pomada Menina Para Prevenção De Assadurasbabymed,7896523208985,CIMED,Pomada Preventiva de Assaduras Babymed Menina Caixa 45g
8039,Sabonete Infantil Barra Regular Johnsons 80G,7891010032906,J & J,Sabonete em Barra Johnson's Baby Caixa 80g
8040,Alimento em Pó Sem Lactose SUPRA SOY Original 300g,7893500011286,JOSAPAR JOAQUIM OLIV,
8041,Fórmula Infantil Aptanutri Premium 3 Com 800G,7795323001065,DANONE,
8042,Fralda Pampers Confort Sec XG 62 unidades,7500435106719,PROCTER & GAMBLE PER,
8043,Sabonete Líquido Johnson 39 S Baby Glicerina Da Cabeça Aos Pés Glicerina Refil 180Ml,7891010871031,J & J,
8044,Fórmula Infantil Aptamil Premium 1 800G,7795323001263,DANONE,
8045,Escova de Dente Colgate Classic Clean 3 unid Promo c/ Desconto,7891024026434,COLGATE-PALMOLIVE,
8046,FRALDA MAMYPOKO CALCA JUMBO G 30UND,7898656390261,UNICHARM,
8047,FRALDA MAMYPOKO CALCA D&N MEGA P 46UND D,7898656390490,UNICHARM,
8048,Sabonete Em Barra Granado Bebê Tradicional 90G,7896512905420,GRANADO,
8049,"Bepantol Baby Creme Preventivo de Assaduras Para Bebês, Bepantol, 30G",7891106912167,BAYER OTC,
8050,Fio Dental Johnson X27 S Reach Essencial Sabor Menta 100 Metros,7891010501105,J & J,
8051,FRALDA HUGGIES SUPREME ROUPINHA HIPER M 72UN,7896007551262,KIMBERLY,
8052,Shampoo Johnson X27 S Baby Regular 400Ml Johnson Johnso,7891010800048,J & J,Shampoo Johnson's Baby Frasco 400ml
8053,FRALDA MAMYPOKO CALCA JUMBO XXG 24UND,7898656390285,UNICHARM,
8054,Lenços Umedecidos Pampers Aroma de Aloe Vera 192 Unidades,7500435145251,PROCTER & GAMBLE PER,
8055,TOALHA UMEDECIDA SNOW BABY HORA DE DORMIR C/140,7898966448201,R2M,
8056,Sabonete Em Barra Infantil Huggies Extra Suave 75G,7896018700369,KIMBERLY,
8057,Lenços Umedecidos Pampers Cheirinho de Bebê 48 Unidades,4015400763697,PROCTER & GAMBLE PER,
8058,Sabonete Líquido Granado Bebê Tradicional 250Ml,7896512904621,GRANADO,
8059,Fralda Pampers Confort Sec M 80 unidades,7500435106696,PROCTER & GAMBLE PER,
8060,Composto Lácteo Neslac Comfor 800g,7891000106099,NESTLE,
8061,Toalhas Umedecidas Drybaby Plus Leve 50 Unidades Pague 24,7896770902070,ESSITY,"""As toalhas umedecidas Dry Baby foram especialmente desenvolvidas para a pele delicada do bebê. Além de limpar e remover as impurezas a cada troca de fralda, hidrata e protege contra assaduras.
• Composta de fibras de poliéster e viscose;
• Fórmula suave que não agride a pele do bebê;
• Lanolina Etoxilada - emoliente (evita ressecamento);
• Extrato de Aloe Vera - umectante e hidratante;
• Propilenoglicol - umectante, anti-microbiano e ajuda na hidratação da pele.
• Toque mais macio, carinho para a pele do bebê.
Seu bebê limpinho e protegido todos os dias."""
8062,Alimento em Pó Sem Lactose SOY + Original 300g,7893500041856,JOSAPAR JOAQUIM OLIV,
8063,Fórmula Infantil Nan Comfor 2 800g,7891000079515,NESTLE,"Fórmula Infantil Nan Comfor 2: Forma de Uso e PrecauçõesFórmula Infantil Nan Comfor 2AFórmula Infantil Nan Comfor 2é cuidadosamente desenvolvida para atender às necessidades nutricionais dos bebês a partir de 6 meses de idade. Com uma composição balanceada, este produto oferece uma combinação de nutrientes essenciais, incluindo vitaminas, minerais e proteínas, para apoiar o crescimento saudável, desenvolvimento e bem-estar do seu pequeno.Forma de Uso:Siga rigorosamente as instruções de preparo presentes na embalagem. É fundamental manter a higiene durante o preparo.Lave bem as mãos antes de manusear os utensílios e a fórmula.Ferva a água potável durante pelo menos 5 minutos e deixe esfriar até cerca de 40°C.Adicione a quantidade indicada de pó de Fórmula Infantil Nan Comfor 2 à água e agite bem até dissolver completamente.Verifique a temperatura antes de oferecer ao bebê.Precauções:Este produto deve ser utilizado sob orientação médica ou de um profissional de saúde qualificado.Consulte um pediatra para avaliar a adequação da Fórmula Infantil Nan Comfor 2 às necessidades do seu bebê.Não utilize o produto como substituto do leite materno, a menos que seja recomendado por um profissional de saúde.Armazene em local fresco e seco, protegido da luz solar direta e umidade.Mantenha fora do alcance de crianças."
8064,Fralda Pampers Pants Ajuste Total G 72 unidades,7500435146487,PROCTER & GAMBLE PER,"Informações sobre Fralda Pampers Pants Ajuste TotalDescrição do Produto:Fralda Pampers Pants Ajuste Total tamanho G com 72 unidades.Forma de Uso:Vista a Fralda Pampers Pants Ajuste Total tamanho G como uma calcinha ou cuequinha, ajustando ao corpo do bebê de maneira confortável e segura. Certifique-se de que as laterais estejam esticadas e ajustadas, garantindo proteção contra vazamentos. Troque a fralda conforme a necessidade do bebê para manter a pele seca e saudável.Precauções:Verifique regularmente o estado da fralda para garantir que está corretamente ajustada e não muito apertada.Em caso de irritações ou reações alérgicas, interrompa o uso e consulte um pediatra.Mantenha as fraldas fora do alcance de crianças e animais de estimação para evitar riscos de asfixia.Armazene em local fresco, seco e protegido da luz solar direta."
8065,Complemento Alimentar Sustagen Kids Sabor Morango - Lata 380g,7898941911072,SUSTAGEN,
8066,Antisséptico Bucal Listerine L500Ml Pg350Ml Cool Mint Menta Zero Álcool,7891010974312,J & J,
8067,Creme Dental Colgate Total 12 Clean Mint 90g,7793100111143,COLGATE-PALMOLIVE,
8068,Fralda Pampers Confort Sec G 70 unidades,7500435106702,PROCTER & GAMBLE PER,
8069,Fórmula Infantil Nan EspessAR 800g,7891000079393,NESTLE,
8070,Fralda Pampers Pants Ajuste Total XXG 28 unidades,7500435146258,PROCTER & GAMBLE PER,
8071,Fórmula Infantil Nan Supreme 2 HMO 800g,7613034968388,NESTLE,Fórmula Infantil de Seguimento para Lactentes Nestlé Nan Supreme 2 Lata 800g
8072,Enxaguante Bucal Colgate PerioGard Sem Álcool 250ml,7891024179925,COLGATE-PALMOLIVE,
8073,Fio Dental Oral B Essencial Floss Encerado 25m,7800005081027,PROCTER & GAMBLE PER,Fio Dental Encerado Oral-B 25m
8074,TOALHA UMEDECIDA SNOW BABY RECEM NASCIDO C/140,7898966448218,R2M,
8075,"Bepantol Baby Creme Preventivo de Assaduras Para Bebês, Bepantol, 60G",7891106908221,BAYER OTC,
8076,"Kit Bepantol Baby Creme Preventivo de Assaduras Para Bebês, Bepantol, LEVE 3 PAGUE 2 30G",7891106912389,BAYER OTC,
8077,Sabonete Líquido Glicerina Baby Dove Hidratação Glicerinada 180ml Refil,7891150065338,UNILEVER,
8078,Bronzeador Australian Gold Clear Dark Tanning 125Ml,7891033718696,AUSTRALIAN GOLD,
8079,Composto Lácteo Milnutri Vitamina De Frutas 760G,7891025112105,DANONE,
8080,Sabonete Líquido Baby Dove Hidratação Glicerinada 400ml,7891150065390,UNILEVER,
8081,Composto Lácteo Danone Milnutri Premium Com 800G,7891025107842,DANONE,
8082,Fórmula Infantil Aptamil Profutura 1 800G,7795323002734,DANONE,Fórmula Infantil para Lactentes Profutura 1 Aptamil Lata 800g
8083,Leite em Pó MOLICO Desnatado 280g,7891000101506,NESTLE,
8084,Creme Dental Colgate Total 12 Advanced Fresh 90g,7891024135310,COLGATE-PALMOLIVE,
8085,Creme Dental para dentes sensíveis Colgate Sensitive Pro-Alívio Repara Esmalte 110g,7891024100431,COLGATE-PALMOLIVE,
8086,Fio Dental Extrafino Sanifill Blister Leve 125M Pague 100M,7896114302368,COTY BRASIL,
8087,Listerine Cool Mint Johnson Johnson Antisséptico Bucal 500Ml,7891268400113,J & J,
8088,FRALDA MAMYPOKO CALCA JUMBO XG 26UND,7898656390278,UNICHARM,
8089,Composto Lácteo Neslac Supreme 800g,7891000119976,NESTLE,Composto Lácteo com Óleos Vegetais e Fibras Supreme Nestlé Neslac Lata 800g
8090,Creme Dental para Clareamento Colgate Luminous White Carvão Ativado 140g Preço especial,7509546665306,COLGATE-PALMOLIVE,Creme Dental Anticárie com Flúor Carvão Ativado Dazzling Mint Colgate Luminous White Caixa 140g Preço Especial
8091,Condicionador Baby Dove Hidratação Enriquecida 200ml,7891150036390,UNILEVER,
8092,Antisséptico Bucal Listerine Cool Mint 250Ml,7891268400014,J & J,
8093,Creme Dental Colgate Luminous Carvão Ativado 70g,7509546651040,COLGATE-PALMOLIVE,Creme Dental com Flúor Anticárie Carvão Ativado Dazzling Mint Colgate Luminous White Caixa 70g
8094,Sensodyne Limpeza Profunda Escova Dental Extra Macia para Dentes Sensíveis,7896015591113,GLAXO OTC,
8095,Creme Dental para Clareamento Colgate Luminous White Brilliant Mint 70g,7891024030820,COLGATE-PALMOLIVE,
8096,Sabonete Líquido Granado Bebê Tradicional 500Ml,7896512949417,GRANADO,
8097,Shampoo Baby Dove Hidratação Enriquecida 400ml,7891150025950,UNILEVER,
8098,Condicionador Infantil Huggies Chá De Camomila 200Ml,7896018700765,KIMBERLY,
8099,Sabonete em Barra para Crianças Palmolive Kids Minions 85g,7891024042229,COLGATE-PALMOLIVE,Sabonete em Barra Mix de Banana Tropical Meu Malvado Favorito Palmolive Kids Caixa 85g
8100,Fórmula Infantil Nan Comfor 1 800g,7891000071625,NESTLE,
8101,Composto Lácteo NINHO Zero Lactose 700g,7891000261965,NESTLE,
8102,Fórmula Infantil Nestogeno 1 800g,7891000062722,NESTLE,
8103,CR DENT COLG TOTAL 12 CLEAN MINT 140G,7891024002490,COLGATE-PALMOLIVE,
8104,Fórmula Infantil Nan Sensitive 800g,7613036671927,NESTLE,
8105,GEL DENT BITU COCO S FLUOR TUTI-FRU 90G,7897144661295,COTY BRASIL,
8106,Creme Dental para dentes sensíveis Colgate Sensitive Pro-Alívio 1unid Promo Grátis 1 Creme Dental,7891024025925,COLGATE-PALMOLIVE,
8107,Fio Dental Extra Fino 100M Sanifill,7896114300333,COTY BRASIL,
8108,Composto Lácteo Neslac Comfor 800g - 30% de desconto na 2ª lata,7891000252444,NESTLE,"Pack Composto Lácteo com Óleos Vegetais e Fibras Comfor Nestlé Neslac Lata 1,6kg 2 Unidades de 800g Cada Grátis 30% de Desconto na Segunda Lata"
8109,Sabonete Líquido Granado Bebê Lavanda 250Ml,7896512911933,GRANADO,
8110,Antisséptico Bucal Listerine 250Ml Cool Mint Menta Zero Álcool,7891010973902,J & J,
8111,LENCO UMED JJ EXTRA CUID 48UN,7891010568757,J & J,
8112,Formula Infantil Fortini Complete Sabor Vitamina de Frutas com 800g,7891025113102,DANONE,
8113,Mamadeira Kuka Orto 250Ml Branca,7896000615053,KUKA,
8114,Leite em Pó NINHO Semidesnatado 350g,7891000284971,NESTLE,Leite em Pó Instantâneo Semidesnatado Nestlé Ninho Levinho Forti+ Lata 350g
8115,TOALHA UMEDECIDA SNOW BABY PREMIUM C/ 80,7898994747574,R2M,
8116,Kit Descolorante Com Quitosan Biocolor,7891182006873,COTY BRASIL,
8117,Hidratante Corporal Nivea Óleo s Essenciais Flor De Cerejeira E Óleo De Jojoba 200Ml,4005900669308,BDF NIVEA,
8118,Sabonete Líquido Granado Bebê Camomila 250Ml,7896512941923,GRANADO,
8119,Fórmula Infantil Nan Supreme 1 HMO 800g,7613034968364,NESTLE,
8120,Loção Deo Hidratante Nivea Milk Hidratação Profunda 400Ml,4005808315697,BDF NIVEA,
8121,Sabonete Líquido Com Glicerina Baruel Xuxinha 400Ml,7896020162476,BS-BARUEL,Sabonete Infantil Líquido da Cabeça aos Pés Turma da Xuxinha Baruel Frasco 400ml
8122,Creme Dental Colgate OrthoGard 90g,7793100112287,COLGATE-PALMOLIVE,
8123,Fio Dental Colgate Total 50m,7891024183007,COLGATE-PALMOLIVE,
8124,LENCO UMED JJ HORA DO SONO 48UN ESP,7891010568764,J & J,
8125,Gel Dental Close Up Liquifresh Ice 100g,7891037744509,UNILEVER,Gel Dental com Flúor Ice Closeup Liquifresh Frasco 100g
8126,Shampoo Johnsons Baby 200Ml Cheirinho Prolongado,7891010980061,J & J,Shampoo Infantil Johnson's Cheirinho Prolongado Frasco 200ml
8127,Fórmula Infantil Aptanutri Profutura 3 800G,7891025118763,DANONE,Fórmula Infantil de Seguimento para Crianças de Primeira Infância Aptanutri Profutura Lata 800g
8128,Sabonete Líquido Infantil 250Ml Kronel,7896685301494,HEBRON,
8129,Shampoo Baby Dove Hidratação Enriquecida 200 ML,7891150025929,UNILEVER,
8130,LENCO UMED HUGGIES CLASSIC L4P3 48UND,7896018703629,KIMBERLY,
8131,Creme Dental Infantil Malvatrikids F 70G,7896026170390,MEGALABS,Gel Dental com Flúor Anticárie Tutti Frutti Malvatrikids Bisnaga 70g
8132,Manteiga De Cacau Laby Luxo Fps8,7896186000452,BRAVIR,"Hidratação a base de manteiga de cacau. Protege e amacia os lábios contra os efeitos do sol, frio e vento."
8133,Creme Dental Colgate Total 12 Clean Mint 90g Promo Embalagem econômica com quatro unidades,7891024111444,COLGATE-PALMOLIVE,
8134,PEDIASURE COMPLETE MORANGO 400G,7891158100260,ABBOTT OTC,
8135,Shampoo E Condicionador Acqua Kids 250ml Cabelos Lisos e Finos,7896085863486,NAZCA COSMET,
8136,Fórmula Infantil Aptamil Sensitive Active 800G,7891025120025,DANONE,Fórmula Infantil para Lactentes com Proteínas Lácteas Parcialmente Hidrolisadas ProExpert Active Aptamil Lata 800g
8137,Condicionador Infantil Huggies Extra Suave 200Ml,7896018700314,KIMBERLY,Condicionador Infantil Extra Suave Disney Baby Huggies Frasco 200ml
8138,Kit Protetor Solar Corporal Sundown Praia E Piscina Fps50 200Ml 120Ml,7891010253523,J & J,
8139,Kit Tralala Shampoo Condicionador Nutri Gts Creme Para Pentear,7896115703751,PHISALIA,
8140,Bronzeador Cenoura Bronze Fps6 Óleo 110Ml,7896108560347,COTY BRASIL,
8141,Tira Leite Body Care Mercur Amarelo,7896342415694,MERCUR,
8142,Cremer Fralda Hiper XG 4 x 52Un Hp,7898064036454,ONTEX,
8143,Esponja Suavita Ricca Esfoliante,7897517903091,BELLIZ COMPANY IND,
8144,Lenço Umedecido Huggies Supreme Care Kit 4 Pacotes,7896018704008,KIMBERLY,
8145,Refil Sabonete Líquido Johnson X27 S Hora Do Sono 180Ml,7891010871024,J & J,
8146,Lenços Umedecidos Pampers Aroma de Aloe Vera 48 Unidades,7500435145244,PROCTER & GAMBLE PER,
8147,Escova De Dente Condor Bambinos 1 Lilica Baby Extra Macia,7891055429839,CONDOR,
8148,Shampoo Infantil Huggies Extra Suave 400Ml,7896018703469,KIMBERLY,
8149,Protetor Australian Gold Instant Bronzer Spray FPS15 237Ml,7891033718641,AUSTRALIAN GOLD,
8150,Creme Para Assadura Turma Da Xuxinha 45G,7896020159957,BS-BARUEL,Creme Preventivo de Assaduras Turma da Xuxinha Baruel Caixa 45g
8151,Escova de Dente Infantil Colgate Tandy 2 unid,7891024008799,COLGATE-PALMOLIVE,
8152,CR DENT COLG TOTAL12 ANTI TARTAR 140G,7509546654027,COLGATE-PALMOLIVE,Creme Dental Antitártaro Anticárie com Flúor Colgate Total 12 Caixa 140g
8153,Óleo De Amêndoas Paixão Inspiradora 200Ml,78907874,COTY BRASIL,
8154,Mamadeira Nuk My First Tamanho 2 Menina 300Ml,7896098807620,NUK,
8155,Protetor Australian Gold Instant Bronzer Spray FPS8 125Ml,7891033718597,AUSTRALIAN GOLD,
8156,Sabonete Líquido Infantil Johnson 39 S Baby Hora Do Sono 400Ml,7891010870713,J & J,
8157,Creme Dental Colgate Natural Extracts Carvão Ativado e menta 90g,6920354824395,COLGATE-PALMOLIVE,
8158,Corega Fixador de Prótese Ultra Creme Sem Sabor 40g,7896009490651,GLAXO OTC,
8159,CONDUTOR DENTAL PASSADOR POWER 30,7898940257713,POWERDENT,
8160,Limpador De Lingua Com Cerdas Previne O Mau Hálito A Saburra Língual E Mantém O Hálito Fresco Por,7898185411635,DENTALCLEAN,
8161,Locao Johnsons Baby 200Ml Hidratante,7891010503505,J & J,
8162,Sensodyne Gentle Kit Promocional com duas Escovas Dentais para Dentes Sensíveis,7896015591359,GLAXO OTC,
8163,Pó Para Preparo De Bebida De Soja Milnutri Premium Soja 800G,7891025107095,DANONE,
8164,CR DENT ORAL B 4 EM 1 MENTA 70GR P,7500435122764,PROCTER & GAMBLE PER,
8165,Creme Dental Colgate PerioGard 90g,7793100130243,COLGATE-PALMOLIVE,Gel Dental Colgate PerioGard Gengiva Saudável Caixa 90g
8166,Fórmula Infantil Pregomin Pepti 400G,7891025119876,DANONE,
8167,Escova De Dente Condor Bambinos 2 Lilica Ripilica,7891055430538,CONDOR,Escova Dental Extramacia Lilica Ripilica Condor Kids Cabeça P Grátis Capa Protetora
8168,Enxaguante Bucal Colgate Plax Fresh Mint 60ml,7891024130728,COLGATE-PALMOLIVE,Enxaguante Bucal Anticárie Zero Álcool Fresh Mint Colgate Plax Frasco 60ml
8169,Desodorante Para Pés Tenys Pé Original Jato Seco 150Ml,7896020160151,BS-BARUEL,Desodorante para os Pés Jato Seco Baruel Tenys Pé Original Frasco 150ml
8170,Shampoo Johnsons Baby Gotas De Brilho 400Ml,7891010601171,J & J,Shampoo Infantil Johnson's Gotas de Brilho Frasco 400ml
8171,LABY MANTEIGA DE CACAU FPS 15 LIQUIDA 10ML,7896186001220,BRAVIR,"Hidratação a base de manteiga de cacau liquida. Protege e amacia os lábios contra os efeitos do sol, frio e vento."
8172,Escova de Dente para aparelho dental Colgate OrthoGard 1 unid,7891024068007,COLGATE-PALMOLIVE,Escova Dental Macia Colgate OrthoGard
8173,Kit Australian Gold Protetor Solar Corporal Fps 30 com 237ml + Bronzeador Dark com 125ml,7891033761104,AUSTRALIAN GOLD,
8174,Fórmula Infantil Nan H.A. 800g,7613038206677,NESTLE,
8175,Chupeta Neopan Color Ortodontica2 Azul,7896036547212,NEOPAN,
8176,Colgate Sensitive Pro-Alívio Imediato Original Creme Dental para dentes sensíveis 90g,7891024041611,COLGATE-PALMOLIVE,
8177,Fio Dental Com Cera Dentalclean Romero Britto 25M,7898185411109,DENTALCLEAN,
8178,Chupeta Azul Marinheiro Neopan Nº 2,7896036542415,NEOPAN,
8179,Composto Lácteo Neslac Comfor Zero Lactose 700g,7891000309711,NESTLE,
8180,"Sensodyne Coolmint Enxaguatório Bucal para Dentes Sensíveis, 500ml",7896015530457,GLAXO OTC,
8181,CS 5460T TRIO Escova dental CURAPROX,7612412422429,CURAPROX,Escova Dental Ultramacia 5460 Curaprox 3 Unidades
8182,Esponja Marco Boni Massageadora,7896025516304,MARCO BONI,
8183,Fralda Calça Infantil MamyPoko Dia&Noite XG 26 Unidades,7898656390223,UNICHARM,
8184,Fórmula Infantil Aptamil Pro Expert Ar Para Lactentes 800G,7795323000587,DANONE,
8185,Escova Dental Oral-B Complete 5 Ações de Limpeza 40 Macia - 2 Unidades,3014260014445,PROCTER & GAMBLE PER,
8186,CR DENT ORAL B KIDS PRINCESA 50G,7500435137737,PROCTER & GAMBLE PER,
8187,Fralda Pampers Pants Ajuste Total M 42 unidades,7500435146227,PROCTER & GAMBLE PER,
8188,Enxaguante Bucal Colgate Plax Ice Fusion Cold Mint 250 ml,7891024040560,COLGATE-PALMOLIVE,
8189,"Sensodyne Original Creme Dental para Dentes Sensíveis, 90g",7896009419294,GLAXO OTC,
8190,Colgate Sensitive Pro-Alívio Imediato Original Creme Dental para dentes sensíveis 90g Leve 3 Pague 2,7891024042984,COLGATE-PALMOLIVE,Pack Creme Dental com Flúor Original Colgate Sensitive Pro-Alívio Imediato Caixa 90g Cada Leve 3 Pague 2 Unidades
8191,Sabonete Em Barra Granado Terrapeutics Lavanda 90G,7896512928122,GRANADO,Sabonete em Barra de Glicerina Extrato Natural de Lavanda Relaxante Granado Terrapeutics Flow Pack 90g
8192,Tenys Pé Talco Original 100G,7896020160052,BS-BARUEL,
8193,Desodorante Para Pés Tenys Pé Woman Jato Seco 150Ml,7896020160182,BS-BARUEL,
8194,Fórmula Infantil Aptamil Proexpert Sl 400G,8712400801553,DANONE,
8195,"Sensodyne Rápido Alívio Creme Dental para Dentes Sensíveis, Proteção contra Cárie, 50g",7896015528294,GLAXO OTC,
8196,Chupeta Neopan Bicolor Ortodontica2 Azul,7896036544419,NEOPAN,
8197,Shampoo Granado Bebê Tradicional 250Ml,7896512907493,GRANADO,
8198,Creme Dental Infantil Colgate Tandy Morangostoso 50g,7891528038810,COLGATE-PALMOLIVE,
8199,Escova Dental Infantil Snoopy 0 A 2 Anos Condor Multicor,7891055435830,CONDOR,Escova Dental Extramacia Snoopy Condor Baby Cabeça P Grátis Capa Protetora
8200,Enxaguante Bucal Listerine Tartar Control Zero Álcool 250Ml,7891010245238,J & J,Enxaguante Bucal Antisséptico Zero Álcool Menta Suave Listerine Tartar Control Frasco 250ml
8201,Escova Dental Top Plus Condor Multicor,7891055810903,CONDOR,
8202,Escova de Dente Infantil Colgate My First 1 unid,7591083011081,COLGATE-PALMOLIVE,Escova Dental Bebê Extra Suave Colgate
8203,Enxaguante Bucal Listerine Tartar Control 250Ml,7891268400076,J & J,Enxaguante Bucal Antisséptico Menta Suave Listerine Tartar Control Frasco 250ml
8204,Sabonete Líquido Glicerinado Da Cabeça Aos Pés 200 Ml Johnson E Johnso,7891010005757,J & J,
8205,Enxaguante Bucal Colgate Plax Ice Infinity 500ml Promo Leve 500ml Pague 350ml,7891024027622,COLGATE-PALMOLIVE,Enxaguante Bucal Zero Álcool Ice Infinity Colgate Plax Frasco Leve 500ml Pague 350ml
8206,Sabonete em Barra Baby Dove Hidratação Enriquecida 75 GR,7891150026025,UNILEVER,
8207,Sabonete Líquido Baby Dove Hidratação Enriquecida 200ml,7891150025981,UNILEVER,
8208,Óleo Corporal Desodorante Paixão Amêndoas Com Avelãã 100Ml,7898919411917,COTY BRASIL,
8209,FRALDA HUGGIES TRIPLA MEGA M 42UN,7896007551316,KIMBERLY,"Fralda Descartável Infantil Xtra-Protect Huggies Tripla Proteção M 5,5 a 9,5kg Pacote 42 Unidades"
8210,Sabonete Líquido Johnsons Baby Hora Do Sono 200Ml,7891010042950,J & J,Sabonete Líquido Johnson's Hora do Sono Frasco 200ml
8211,Condicionador Giovanna Baby Giby 200Ml,7896044956365,GIOVANA BABY,
8212,FRALDA HUGGIES SUPREME CARE MEGA P 48UND,7896007548514,KIMBERLY,
8213,Suplemento Alimentar NUTREN ACTIVE Baunilha 400g,7891000234006,NESTLE,
8214,Sabonete Líquido Íntimo Kronel 250Ml,7896685301395,HEBRON,
8215,ESPONJA M BONI 6023,7896025502789,MARCO BONI,Esponja para Banho Marco Boni 30g
8216,Protetor Solar Sunless Kids Fps50 120G,7896902205390,SUNLESS,
8217,ESC DENT COLG SMILES BATMAN/MULHER MARA 2UN,7891024073001,COLGATE-PALMOLIVE,
8218,ESCOVA DE DENTE INFANTIL GUM TROLLS,0070942003551,GUM,
8219,Fórmula Infantil Nestogeno 2 800g,7891000062760,NESTLE,
8220,Escova de Dente Colgate Slim Soft Black 3 unid,7509546074399,COLGATE-PALMOLIVE,
