Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmacia,Região,Cidade
Creme Dental Infantil Colgate Tandy Uva Ventura 50g,7891528038834,COLGATE-PALMOLIVE,,8.41,7.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Shampoo Johnson’s Baby Cabelos Cacheados 400Ml,7891010875657,J & J,,26.31,25.99,1.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Trá Lá Lá Kids Sabor Morango 50G,7896115700996,PHISALIA,,7.36,7.36,,Santo Remedio,Sudeste,Sao Paulo
ESCOVA DENTE REFIL ELETRICA OMRON SB-172,7896436906732,OMRON,,21.04,19.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Gel Dental Infantil Heróis Liga Da Justiça Com Flúor Sabor Tutti Frutti 50G Dentalclea,7898185413301,DENTALCLEAN,,8.99,5.99,33.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental com Carvão Oral-B 3D White Mineral Clean 102g,7500435147194,PROCTER & GAMBLE PER,Creme Dental Mineral Clean Fresh Mint Oral-B 3D White Caixa 102g,21.04,19.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Escova de Dente Colgate Slim Soft Black 2 unid,7509546061689,COLGATE-PALMOLIVE,,21.04,19.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Mamadeira 70 Ml Decorada Convencional Neopan Rosa,7896036521229,NEOPAN,,18.94,18.94,,Santo Remedio,Sudeste,Sao Paulo
Sabonete Líquido Baby Dove Carinho e Proteção 200 ML,7891150025967,UNILEVER,,21.04,20.99,0.0%,Santo Remedio,Sudeste,Sao Paulo
Desodorante Para Os Pés Jato Seco Tenys Pé Sport Edition 150Ml Baruel,7896020161738,BS-BARUEL,Desodorante para os Pés Jato Seco Antisséptico Baruel Tenys Pé Sport Edition Frasco 150ml,18.94,16.99,10.0%,Santo Remedio,Sudeste,Sao Paulo
Sensodyne Sensibilidade & Gengivas Whitening Creme Dental para Dentes Sensíveis e Sangramentos na Gengiva com 100g,7896015591779,GLAXO OTC,,,,,Santo Remedio,Sudeste,Sao Paulo
Enxaguante Bucal Colgate Plax Ice Glacial 250ml,7891024033050,COLGATE-PALMOLIVE,Enxaguante Bucal Zero Álcool Ice Glacial Plax Colgate Frasco 250ml,18.94,17.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Fralda Huggies Mar Pisc Little Swimmers G Com 10,7896007551088,KIMBERLY,,49.99,44.99,10.0%,Santo Remedio,Sudeste,Sao Paulo
"Protetor Solar Corporal L'Oréal Paris Solar Expertise Supreme Protect 4 FPS 70, 120ml",7899706135832,LOREAL,,86.31,86.31,,Santo Remedio,Sudeste,Sao Paulo
Chupeta Rosa Neopan Nº 2,7896036542422,NEOPAN,,14.73,14.73,,Santo Remedio,Sudeste,Sao Paulo
Leite De Aveia Davene Óleo De Amêndoas 180Ml,7898489512212,DAVENE,,13.67,12.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Aspirador Nasal Azul Lillo,7896033241076,LILLO,,24.2,24.2,,Santo Remedio,Sudeste,Sao Paulo
Escova de Dente para Branqueamento Colgate 360º Luminous White 3 unid Promo c/ Desconto,7509546074382,COLGATE-PALMOLIVE,,44.2,41.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Protetor Australian Gold Instant Bronzer Spray FPS30125Ml,7891033718672,AUSTRALIAN GOLD,,39.99,39.99,,Santo Remedio,Sudeste,Sao Paulo
Caneca Aprendizado Fiona 180 Ml Fiona Azul,7896033232340,FIONA,,27.36,25.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Colgate Natural Extracts Reinforced Defense Creme Dental 90g,6920354822193,COLGATE-PALMOLIVE,,12.62,11.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
CHUP KUKA SILIC SOFT ORTO 2,7896000627056,KUKA,,28.41,28.41,,Santo Remedio,Sudeste,Sao Paulo
Corega Fixador de Prótese Ultra Creme Sabor Menta 19g,7896015591410,GLAXO OTC,,36.54,29.9,18.0%,Santo Remedio,Sudeste,Sao Paulo
Sensodyne Sensibilidade & Gengivas Creme Dental para Dentes Sensíveis e Sangramentos na Gengiva com 100g,7896015591786,GLAXO OTC,Creme Dental com Flúor Sensodyne Sensibilidade & Gengivas Caixa 100g,,,,Santo Remedio,Sudeste,Sao Paulo
"Protetor Hidratante Facial Garnier Uniform & Matte Vitamina C FPS 30, 40g",7899706178181,LOREAL,,50.52,47.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Fralda Calca Jumbo Mamypoko Dia,7898656390216,UNICHARM,,59.99,54.99,8.0%,Santo Remedio,Sudeste,Sao Paulo
Fralda Pampers Pants Premium Care XG 64 unidades,7500435145992,PROCTER & GAMBLE PER,,150.0,144.99,3.0%,Santo Remedio,Sudeste,Sao Paulo
Shampoo Granado Bebê Lavanda 250Ml,7896512914262,GRANADO,Shampoo Lavanda Granado Bebê Frasco 250ml,20.99,15.99,24.0%,Santo Remedio,Sudeste,Sao Paulo
Enxaguante Bucal Colgate Total 12 Professional Hálito Saudável 500ml,7891024029046,COLGATE-PALMOLIVE,,29.46,27.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Leite Em Pó Integral Nestlé Ninho Forti Pacote 800G,7891000070765,NESTLE,Leite em Pó Integral Nestlé Ninho Forti+ Pacote 800g,44.2,41.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Toalhas Umedecidas Tena Confort Leve 40 Pague 30,7896770979928,ESSITY,"""As toalhas umedecidas para adultos TENA Confort foram especialmente desenvolvidas para a higiene pessoal, proporcionando mais praticidade e conforto. Podem ser usadas em todo o corpo.
TENA Confort é um produto hipoalergênico que contem óleo de girassol (rico em vitaminas A, B, D e E), manteiga de karité (protege a pele), extrato vegetal de algodão e apresenta ação emoliente que ajuda a hidratar a pele e restaurar a oleosidade devido ao ressecamento.""",14.99,10.99,27.0%,Santo Remedio,Sudeste,Sao Paulo
Papinha Orgânica Nestlé Naturnes Banana 120g,7891000262603,NESTLE,Papinha Orgânica Banana com Batata-Doce sem Adição de Açúcar Nestlé Naturnes Vidro 120g,9.46,8.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Escova de Dente Colgate Tripla Ação 2 unid,7702010631207,COLGATE-PALMOLIVE,,17.88,16.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Enxaguante Bucal Colgate Plax Soft Mint 250ml,7891024130940,COLGATE-PALMOLIVE,,18.94,17.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Fralda Pom Pom Protek Proteção De Mãe 14 Tiras,7896012877586,FALCON,,29.49,29.49,,Santo Remedio,Sudeste,Sao Paulo
Sabonete Líquido Johnsons Regular 400Ml,7891010870751,J & J,,38.94,37.99,2.0%,Santo Remedio,Sudeste,Sao Paulo
Gel Creme Hidratante Toque Fresquinho Johnsons Baby Frasco 200Ml,7891010655129,J & J,Gel-Creme Hidratante Toque Fresquinho Johnson's Baby Frasco 200ml,38.94,37.99,2.0%,Santo Remedio,Sudeste,Sao Paulo
Shampoo Johnsons Baby Força Vitaminada 400Ml,7891010244477,J & J,,26.31,25.99,1.0%,Santo Remedio,Sudeste,Sao Paulo
Kuka Mamadeira Big Natural B Univ Rosa,7896000615121,KUKA,,32.62,30.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Oral-B Pro-Gengiva - 2 Unidades,7500435122382,PROCTER & GAMBLE PER,,52.62,49.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA TRELOSO BABY PLUS HIPER G 60UND,7898934650803,LIFE DO BRASIL,,44.99,29.99,33.0%,Santo Remedio,Sudeste,Sao Paulo
Sensodyne Extra Fresh Creme Dental para Dentes Sensíveis 90g,7896015527730,GLAXO OTC,Creme Dental de Uso Diário para Dentes Sensíveis Extra Fresh com Flúor Sensodyne 90g,23.13,15.99,31.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA MAMYPOKO CALCA MEGA M 42UND D,7898953823615,UNICHARM,,56.99,56.99,,Santo Remedio,Sudeste,Sao Paulo
Enxaguatório Bucal Cool Mint Mini Listerine Azul 60 Ml,7891010895525,J & J,,4.49,4.49,,Santo Remedio,Sudeste,Sao Paulo
Fórmula Infantil Nan Comfor 1 400g,7891000065389,NESTLE,Fórmula Infantil para Lactentes Nestlé Nan Comfor 1 Lata 400g,42.99,42.99,,Santo Remedio,Sudeste,Sao Paulo
Fórmula Infantil Nestonutri 1+ 800g - 15% Off,7891000259856,NESTLE,Composto Lácteo com Óleos Vegetais e Fibras Nestlé Nestonutri Lata 800g Grátis 15% de Desconto Edição Limitada,44.73,42.49,5.0%,Santo Remedio,Sudeste,Sao Paulo
Escova de Dente Colgate Twister e Tandy 4 un Oferta Especial,7891024042397,COLGATE-PALMOLIVE,,21.49,21.49,,Santo Remedio,Sudeste,Sao Paulo
Fralda Pom Pom Protek Proteção De Mãe Tamanho P 32 Tiras,7896012877456,FALCON,Fralda Descartável Infantil Pom Pom Protek Proteção de Mãe P 3 a 6kg Pacote 32 Unidades,29.49,29.49,,Santo Remedio,Sudeste,Sao Paulo
Fraldas Pampers Supersec XG 22 Unidades,7500435132749,PROCTER & GAMBLE PER,Fralda Descartável Infantil Pampers Supersec XG 11 a 15kg Pacote 22 Unidades,34.99,33.49,4.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Infantil Colgate My First Sem Flúor 50g,7509546060781,COLGATE-PALMOLIVE,Gel Dental Infantil sem Flúor Fruta Suave Colgate My First Caixa 50g,30.52,28.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Enxaguante Bucal Colgate Natural Extracts Citrus 250ml,7509546662619,COLGATE-PALMOLIVE,,23.99,20.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
CHUP NEOPAN CONV N2 AZUL 4681,7896036546819,NEOPAN,Chupeta Azul Neopan nº 2,9.99,9.99,,Santo Remedio,Sudeste,Sao Paulo
FRALDA HUGGIES LITTLE SWIMMERS DISNEY SB P 12UND D,036000393507,KIMBERLY,,35.49,35.49,,Santo Remedio,Sudeste,Sao Paulo
MORDEDOR TURMA DA MONICA,7896737105476,LATOY,,14.99,14.99,,Santo Remedio,Sudeste,Sao Paulo
Enxaguante Bucal Colgate Total 12 Professional Hálito Saudável 250ml,7891024028780,COLGATE-PALMOLIVE,,18.94,17.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sabonete Líquido Johnson X27 S Hidratação Intensa 400Ml,7891010917821,J & J,,38.94,37.99,2.0%,Santo Remedio,Sudeste,Sao Paulo
NAN SOY SOJA 800G,050000298723,NESTLE,,96.83,91.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Para Prevenção De Assaduras Xuxinha 45G Leve 3 Pague 2,7896020160038,BS-BARUEL,,14.73,13.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
LISTERINE GO! 8 TABS MAST D,7891010247171,J & J,,14.99,14.99,,Santo Remedio,Sudeste,Sao Paulo
Bic Mamadeira Lillo,7896033294973,LILLO,,22.09,20.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Lenços Umedecidos para bebês Protex Baby Delicate Care Embalagem com 48 lenços,7891024042960,COLGATE-PALMOLIVE,Toalha Umedecida Protex Baby Proteção Delicada Pacote 48 Unidades,16.83,15.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Hidrat Monange Sos Pele Fragil 200Ml,7898919412396,COTY BRASIL,,16.83,15.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Óleo Johnson X27 S Baby Recém Nascido 100Ml,7891010581800,J & J,,26.31,24.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
"Sensodyne Branqueador Extra Fresh Kit com 2 Cremes Dentais, 50g, Grátis Escova Dental Multi Proteção para Dentes Sensíveis",7896015530334,GLAXO OTC,Kit 2 Cremes Dentais Branqueador Extra Fresh Sensodyne 50g Cada Grátis 1 Escova Dental,32.62,28.5,13.0%,Santo Remedio,Sudeste,Sao Paulo
CR DENT COLG EXTRA WHITE 70G,7891024034200,COLGATE-PALMOLIVE,,5.25,4.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental para dentes sensíveis Colgate Sensitive Pro-Alívio Original 50g Promo Leve 3 Pague 2,7891024037584,COLGATE-PALMOLIVE,,29.46,27.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Papinha Orgânica Nestlé Naturnes Maçã 120g,7891000262573,NESTLE,Papinha Orgânica de Maçã sem Adição de Açúcar Nestlé Naturnes Vidro 120g,9.46,8.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sab Liq Hidra Baby Galinha Pintadinha 200Ml,7896902215344,FARMAX,,10.49,10.49,,Santo Remedio,Sudeste,Sao Paulo
Composto Lácteo MOLICO Colágeno 250g,7891000306390,NESTLE,Composto Lácteo Colágeno Nutrição Diária para seu Movimento Nestlé Molico Lata 250g,25.25,23.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
ENX BUCAL HALITHERAPY MENTA 250ML,7896026170901,DAUDT,,22.49,22.49,,Santo Remedio,Sudeste,Sao Paulo
CHUP KUKA COLOR ORTO DECORADA N 1 RS D,7896000620620,KUKA,,16.83,16.83,,Santo Remedio,Sudeste,Sao Paulo
TINT ALGODOEIRO D1 100ML,7898048698470,LAPON,,37.99,37.99,,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Infantil Condohot Wheels 2 A 4 Anos Condor Azul Verde,7891055430637,CONDOR,,16.99,14.99,12.0%,Santo Remedio,Sudeste,Sao Paulo
HIDR JJ EXPRESS ILUMINADORA 200ML,7891010248833,J & J,,39.99,37.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Fr Capricho Hiper Pe 80Undx6U,7891522050351,CAPRICHO,,46.99,46.99,,Santo Remedio,Sudeste,Sao Paulo
Condicionador Infantil Johnsons Força Vitaminada 400Ml,7891010245436,J & J,,32.62,31.99,2.0%,Santo Remedio,Sudeste,Sao Paulo
Chupeta Fiona E Air Clas Sil Baby 2 Az,7896033203197,FIONA,,8.41,7.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Enxaguante Bucal Colgate Plax Ice Glacial 500ml Promo Leve 500ml Pague 350ml,7891024033067,COLGATE-PALMOLIVE,,20.49,20.49,,Santo Remedio,Sudeste,Sao Paulo
FRALDA T MONICA TRIPLA PROT SEC XXG 22UND D,7896007547982,KIMBERLY,,34.99,34.99,,Santo Remedio,Sudeste,Sao Paulo
Fralda Pompom Protek Proteção De Mãe M Jumbo Pacote De 30,7896012800416,FALCON,,29.49,29.49,,Santo Remedio,Sudeste,Sao Paulo
Kit Protetor Solar Corporal Solar Expertise FPS 30 120ml + Protetor Solar Facial Antirrugas FPS 30 25g,7899706185066,LOREAL,,65.99,65.99,,Santo Remedio,Sudeste,Sao Paulo
Creme Preventivo de Assadura Baruel Baby com 90g + Gratis 45g,7896020162926,BS-BARUEL,,25.25,24.99,1.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Colgate Tripla Ação Hortelã 90g,7891024132128,COLGATE-PALMOLIVE,,6.31,5.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Escova de Dente Colgate 360º Total 12 2 unid,7509546072531,COLGATE-PALMOLIVE,,32.62,30.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
SAB T XUXINHA SONO TRANQUILO 80G,7896020161059,BS-BARUEL,Sabonete Infantil em Barra Turma da Xuxinha Baruel Sono Tranquilo Caixa 80g,3.46,3.46,,Santo Remedio,Sudeste,Sao Paulo
TOALHA UMED MAMYPOKO 200UN L4P3 D,7898953823912,UNICHARM,,34.99,34.99,,Santo Remedio,Sudeste,Sao Paulo
Milupa 2 Danone 800G,7795323001720,DANONE,,41.99,41.99,,Santo Remedio,Sudeste,Sao Paulo
ESC DENT BAMBINOS 3 HOT WHEELS,7891055430835,CONDOR,,13.99,13.99,,Santo Remedio,Sudeste,Sao Paulo
Fralda Calca Mamypoko Mega M 38Unds,7898953823974,UNICHARM,,39.99,39.99,,Santo Remedio,Sudeste,Sao Paulo
"Protetor Solar Facial L'Oréal Paris Solar Expertise Toque Seco FPS 30, 40g",7899026476509,LOREAL,,61.04,61.04,,Santo Remedio,Sudeste,Sao Paulo
Antisséptico Bucal Listerine 500Ml Zero 50% Desc 250Ml Cool,7891010254148,J & J,,26.99,26.99,,Santo Remedio,Sudeste,Sao Paulo
Condicionador Infantil Johnsons Baby Cheirinho Prolongado 400Ml,7891010245351,J & J,,32.62,31.99,2.0%,Santo Remedio,Sudeste,Sao Paulo
MEL ROSADO 30ML ADV-2068,7896230302068,ADV,,15.99,15.99,,Santo Remedio,Sudeste,Sao Paulo
Sabonete Huggies Suave 600Ml,7896007550944,KIMBERLY,,37.99,36.99,3.0%,Santo Remedio,Sudeste,Sao Paulo
Antisséptico Bucal Listerine Cuidado Total 500Ml,7702035833808,J & J,,35.99,28.99,19.0%,Santo Remedio,Sudeste,Sao Paulo
Escova De Dente Professional Grande 40 Macia Reach,7891010041427,J & J,,17.99,14.99,17.0%,Santo Remedio,Sudeste,Sao Paulo
Shampo Tra La La 250Mlcon 250 Hidr,7896115705632,PHISALIA,,16.99,16.99,,Santo Remedio,Sudeste,Sao Paulo
Sabonete Líquido Infantil Huggies 200Ml Refil,7896018704206,KIMBERLY,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
Loção Hidratante Corporal Johnson S Daily Care Rosas E Sândalo 400Ml,7891010248789,J & J,,25.99,23.99,8.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA MAMYPOKO CALCA HYPER M 58UND,7898656390643,UNICHARM,,71.99,71.99,,Santo Remedio,Sudeste,Sao Paulo
Enxaguante Bucal Colgate Plax Ice Fusion Cold Mint Promo Promo Leve 500 Pague 300ml,7891024040690,COLGATE-PALMOLIVE,,22.09,20.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Nan H A Fórmula Infantil 400G,4005500073727,NESTLE,,59.99,59.99,,Santo Remedio,Sudeste,Sao Paulo
Papinha Orgânica Nestlé Naturnes Goiaba e Banana 120g,7891000262665,NESTLE,,9.46,8.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Fórmula Infantil Nestogeno 1 400g,7891000056523,NESTLE,Fórmula Infantil para Lactentes 1 Nestlé Nestogeno Lata 400g,31.99,31.99,,Santo Remedio,Sudeste,Sao Paulo
Sha Hidra Baby Galinha Pintadinha 200Ml,7896902215313,FARMAX,,10.49,10.49,,Santo Remedio,Sudeste,Sao Paulo
Loção Hidratante Nivea Body 200Ml Coco,4005900669292,BDF NIVEA,,18.99,18.99,,Santo Remedio,Sudeste,Sao Paulo
TAL POLVILHO SPORT 100-4126,7896512904126,GRANADO,,16.83,15.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Colgate Total 12 Professional Reparação Diária 70g,7891024030981,COLGATE-PALMOLIVE,,12.99,10.99,15.0%,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Colgate Classic Longa Média,7891024184608,COLGATE-PALMOLIVE,Escova Dental Média Colgate Classic Clean,7.36,6.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Composto Lácteo NINHO Hora de Dormir 350g,7891000285138,NESTLE,Composto Lácteo com Camomila Nestlé Ninho Hora de Dormir Lata 350g,23.15,21.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Protetor Solar Facial L X27 Oréal Expertise Toque Seco Fps60 50G,7899026476523,LOREAL,,63.49,63.49,,Santo Remedio,Sudeste,Sao Paulo
Fórmula Infantil Ninho Nutrigold 800g,7891000258590,NESTLE,,66.31,62.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
KIT BEPANTOL BABY CHA DE BEBE + COPO NUK,7891106914505,BAYER OTC,,108.82,80.78,26.0%,Santo Remedio,Sudeste,Sao Paulo
Loção Hidratante para Bebês Protex Baby Delicate Care 200ml,7509546656793,COLGATE-PALMOLIVE,,26.31,24.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Hidratante Desodorante Nivea Soft Milk 400Ml,4005808004959,BDF NIVEA,Loção Deo-Hidratante Hidratação Profunda 48h Manteiga Karité Nivea Soft Milk Frasco 400ml,34.99,24.99,29.0%,Santo Remedio,Sudeste,Sao Paulo
BICO NATUF LILL 2UN 9147,7896033291477,LILLO,Bico para Mamadeira Naturform Látex Lillo Tamanho Universal Blister 2 Unidades,19.99,18.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Protetor Solar Facial L X27 Oréal Expertise Antirrugas Fps60 50G,7896014175529,LOREAL,Protetor Solar Antirrugas Facial FPS 60 L'oréal Paris Solar Expertise Caixa 50g,50.52,50.52,,Santo Remedio,Sudeste,Sao Paulo
Composto Lácteo Milnutri Premium 400G,7795323001553,DANONE,,41.04,38.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Enxaguante Bucal Colgate Plax Soft Mint 500ml Promo Leve 500ml Pague 350ml,7891024130926,COLGATE-PALMOLIVE,,22.09,20.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sabonete Líquido Huggies Extra Suave 200Ml,7896018700338,KIMBERLY,,21.99,16.99,23.0%,Santo Remedio,Sudeste,Sao Paulo
ESC DENT DEEP CLEAN GUM 2X1+FLOSSER 1524,070942125819,GUM,,21.04,19.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Enxaguante Bucal Colgate Plax Ice 60ml,7891024136089,COLGATE-PALMOLIVE,,6.31,5.49,13.0%,Santo Remedio,Sudeste,Sao Paulo
Chupeta Divertida Baby Sil Rosa 583230 Lillo,7896033204859,LILLO,,12.99,12.99,,Santo Remedio,Sudeste,Sao Paulo
Fraldas Capricho Baby G 60U,7891522050375,CAPRICHO,,46.99,46.99,,Santo Remedio,Sudeste,Sao Paulo
Lillo Chupeta Fiona Soft T2 Azul 805421 X 1,7896033251778,FIONA,,17.88,16.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Colgate Máxima Proteção Anticáries 50g,7891024132906,COLGATE-PALMOLIVE,,3.46,3.29,5.0%,Santo Remedio,Sudeste,Sao Paulo
Talco Infantil Johnson 39 S Baby Pura Proteção 200G,7891010032241,J & J,,34.73,32.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Alimento em Pó Zero Lactose Light 300g,7893500026068,JOSAPAR JOAQUIM OLIV,,36.83,34.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Mamadeira Lillo Fiona Silic Azul T2 300Ml,7896033212267,FIONA,,32.62,30.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Gel Dental Infantil Com Flãor Morango Barbie Condor Kids Caixa 50G,7891055394229,CONDOR,,7.36,6.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sabonete em Barra Baby Dove Hidratação Sensível 75 GR,7891150025998,UNILEVER,Sabonete em Barra Hidratação Sensível Dove Baby Caixa 75g,6.31,5.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Fórmula Infantil Aptamil Premium 2 Com 400G,7891025107880,DANONE,Fórmula Infantil de Seguimento para Lactentes Premium 2 Aptamil Lata 400g,39.99,39.99,,Santo Remedio,Sudeste,Sao Paulo
Esc Dent Johnson L3P2 Profes Mac40,7891010504106,J & J,Escova Dental Macia Johnson's Professional 40 Grande Leve 3 Pague 2 Unidades,32.62,30.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Kit Tra La La Kids Sh 480Ml Cond 250Ml Cachos,7896115705144,PHISALIA,,22.09,20.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Caneca Aprendizado Fiona 180 Ml Fiona Rosa,7896033232357,FIONA,,27.36,25.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA TRELOSO BABY PLUS HIPER P 80UND,7898934650780,LIFE DO BRASIL,,44.99,29.99,33.0%,Santo Remedio,Sudeste,Sao Paulo
COMPOSTO LACTEO MILNUTRI 2UND 800G+QUEB D,7891025109990,DANONE,Kit 2 Compostos Lácteos com Óleos Vegetais e Fibras Premium+ Milnutri 800g Cada Grátis Kit Esporte,132.61,125.98,5.0%,Santo Remedio,Sudeste,Sao Paulo
FRALDA MAMYPOKO CALCA MEGA P 50UND D,7898953823592,UNICHARM,,56.99,56.99,,Santo Remedio,Sudeste,Sao Paulo
Suplemento Milnutri Complete Sabor Vitamina De Frutas 400G,7891025113096,DANONE,,62.09,58.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Pomada para Prevenção de Assaduras Dermodex Prevent - 60g - 25% Off,7891035090059,RECKITT BENCKISER,,33.18,33.07,0.0%,Santo Remedio,Sudeste,Sao Paulo
Óleo Corporal Desodorante Paixão Amêndoas Com Macadâmia 100Ml,7898919411924,COTY BRASIL,,15.78,14.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
CHUP AVENT ULTRA SOFT ROSA 6-18M,8710103872900,AVENT,,62.49,62.49,,Santo Remedio,Sudeste,Sao Paulo
Sabonete Líquido Hidratação Intensa Johnsons Baby 200 Ml,7891010917814,J & J,Sabonete Líquido Johnson's Hidratação Intensa Frasco 200ml,27.36,25.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Pomada Para Assaduras Geriaderm,7896230303737,ADV,,7.99,6.79,15.0%,Santo Remedio,Sudeste,Sao Paulo
Escova Dental Oral-B Complete Limpeza Profunda 2 em 1,7506339358247,PROCTER & GAMBLE PER,,16.83,15.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Enxaguante Bucal Colgate Plax Classic 500ml Promo Leve 500ml Pague 350ml,7891024131459,COLGATE-PALMOLIVE,,22.09,20.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
LISTERINE GO! 4 TABS MAST D,7891010247164,J & J,,8.99,8.99,,Santo Remedio,Sudeste,Sao Paulo
CR DENT ORAL B PRO GENG SENSIBILIDADE 90G P,7500435137300,PROCTER & GAMBLE PER,,23.99,19.99,17.0%,Santo Remedio,Sudeste,Sao Paulo
Escova De Dente Professional Grande 40 Média Reach,7891010041366,J & J,,17.99,14.99,17.0%,Santo Remedio,Sudeste,Sao Paulo
Chupeta Kuka Aquarela Silicone Redondo Ref: 2421,7896000624215,KUKA,,10.52,10.52,,Santo Remedio,Sudeste,Sao Paulo
Fita Dental Santifill,7896114300364,COTY BRASIL,,12.62,11.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Sensodyne Extra Fresh Enxaguatório Bucal para Dentes Sensíveis com 250ml,7896015530426,GLAXO OTC,,25.84,20.58,20.0%,Santo Remedio,Sudeste,Sao Paulo
Lenco Umedecido Johnson Baby Lv Mais Pg Menos Limpeza Suav,7891010247348,J & J,,24.99,22.99,8.0%,Santo Remedio,Sudeste,Sao Paulo
Fraldas Capricho Baby M 70U,7891522050368,CAPRICHO,,46.99,46.99,,Santo Remedio,Sudeste,Sao Paulo
ESPONJA BELLIZ MAKE UP 360 DOUBLE PACK,7897517909994,BELLIZ COMPANY IND,,39.99,37.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Dental Regenerador Sensitive Dentalclean 90G Único Com Tecnologia Refix Dentalclea,7898185414131,DENTALCLEAN,,11.57,10.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Chupeta Clássica Fiona Rosa Tamanho 2,7896033203258,FIONA,,8.41,7.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
ESC DENT CONDOR BASS L3P2 8107-0 D,7891055810705,CONDOR,,16.99,16.99,,Santo Remedio,Sudeste,Sao Paulo
Fórmula Infantil Danone Milupa 1 800G,7795323001713,DANONE,,42.99,42.99,,Santo Remedio,Sudeste,Sao Paulo
Fralda Capricho Baby Hiper Xxg 6 Com 40 6,7891522050399,CAPRICHO,,46.99,46.99,,Santo Remedio,Sudeste,Sao Paulo
